No.,title,link,Affiliation,Author in JPN,Author in ENG
1,"Existence,uniqueness and continuous dependence of weak solutions of damped sine-Gordon equations",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-1.pdf,"神戸大学工学部,神戸大学自然科学研究科,韓国釜山国立大学","中桐 信一,エルガマル M.,河 準洪","Nakagiri,Shin-ichi,Elgamal,Mahmoud,Ha,Junhong"
2,リアプノフ関数を用いた自動車の衝突回避自動制御(非線形の数理と関数方程式),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-2.pdf,"神戸大学自然科学研究科,神戸大学工学部","細川 博史,中桐 信一","Hosokawa,Hiroshi,Nakagiri,Shin-ichi"
3,A GENERALIZATION OF PROCESSES AND STABILITIES IN ABSTRACT FUNCTIONAL DIFFERENTIAL EQUATIONS,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-3.pdf,"千葉大学,岡山理科大学","日野 義之,村上 悟","HINO,YOSHIYUKI,MURAKAMI,SATORU"
4,Spectral Criteria for Almost Periodicity of Solutions of Periodic Evolution Equations,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-4.pdf,"Department of Mathematics, The University of Electro-Communications,Department of Mathematics, The University of Electro-Communications","内藤 敏機,ヴァン ミン ウエン","Naito,Toshiki,Van,Minh Nguyen"
5,放物型方程式の解の爆発現象:今何が問題か(非線形の数理と関数方程式),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-5.pdf,大阪大学大学院理学研究科,鈴木 貴,"SUZUKI,Takashi"
6,Radial symmetry of positive solutions for semilinear elliptic equations in $R^n$,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-6.pdf,神戸大学工学部,内藤 雄基,"Naito,Yuki"
7,ON THE DETERMINATION OF THE HEAT CONDUCTIVITY FROM THE HEAT FLOW,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-7.pdf,東京水産大学,上村 豊,"KAMIMURA,YUTAKA"
8,楕円形方程式に対するRiccati不等式のある応用(非線形の数理と関数方程式),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-8.pdf,広島大学総合科学部,宇佐美 広介,"Usami,Hiroyuki"
9,On another type of ducks in the FitzHugh-Nagumo equation,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-9.pdf,"College of Gen.Education, Aichi University,Dep. of Math., Musashi Institute of Technology","垣内 伸彦,知沢 清之","KAKIUCHI,Nobuhiko,TCHIZAWA,Kiyoyuki"
10,STABILITY ANALYSIS ON A DELAY $\unboldmath{SIR}$ MODEL WITH DENSITY DEPENDENT BIRTH RATE,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-10.pdf,"Department of Systems Engineering, Faculty of Engineering, Shizuoka University,Department of Systems Engineering, Faculty of Engineering, Shizuoka University","竹内 康博,馬 万彪","Takeuchi, Yasuhiro,Ma,W."
11,Existence of Periodic Solutions for Periodic Linear Functional Differential Equations in Banach Spaces(II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-11.pdf,"Korea University,The University of Electro-Communications","申 正善,内藤 敏機","Shin,Jong Son,Naito,Toshiki"
12,Hopf bifurcation for delayed equation of Lienard type,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-12.pdf,徳島大学総合科,村上 公一,"Murakami,Kouichi"
13,GLOBAL ASYMPTOTIC STABILITY OF A PREDATOR-PREY SYSTEM OF HOLLING TYPE,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-13.pdf,"島根大学総合理工学部,島根大学総合理工学部","杉江 実郎,片山 公貴","SUGIE,JITSURO,KATAYAMA,MASAKI"
14,遅れを持つある微分方程式系の漸近安定性について(非線形の数理と関数方程式),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-14.pdf,大阪電気通信大学,坂田 定久,"Sakata,Sadahisa"
15,Stability for delay-differential equations with $\unboldmath{N}$ delays,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-15.pdf,大阪府立大学工学部,西平 慎太郎,"Nishihira,Shintaro"
16,中立型微分方程式のある終局的正値解が存在するための必要十分条件(非線形の数理と関数方程式),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-16.pdf,愛媛大学理工学部,田中 敏,"Tanaka,Satoshi"
17,Singular eigenvalue problems for Sturm-Liouville equations,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1034-17.pdf,愛媛大学理学部,内藤 学,"Naito,Manabu"
