No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Selberg trace formula and Jacobi forms,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-01.pdf,"Department of Mathematics, Rikkyo University",荒川 恒男,"Arakawa, Tsuneo"
2,Cyclopean form について(保型形式とゼータ関数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-02.pdf,北海道大学理学部,前田 芳孝,"Maeda, Yoshitaka"
3,WHITTAKER FUNCTIONS ON GROUPS OF LOW RANK,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-03.pdf,名古屋市立保育短期大学,丹羽 伸二,"NIWA, SHINJI"
4,$\Gamma_0(p^2)$のHecke環について(保型形式とゼータ関数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-04.pdf,早稲田大学理工学部,,橋本 喜一朗
5,UBER ELLIPTISCHE SPITZENFORMEN VOM GEWICHT $\ge$2,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-05.pdf,Mathematisches Institut der Universitat,,"Christian, Von Ulrich"
6,A dimension formula for the space of the Hilbert cusp forms of weight 1 of two variables,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-06.pdf,,,"Hiramatsu, Toyokazu"
7,2次のHermite Modular形式について(保型形式とゼータ関数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-07.pdf,近畿大学理工学部,長岡 昇勇,"Nagaoka, Shoyu"
8,Apery Numbers and Modular Forms,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-08.pdf,神戸大学自然科学研究科,石川 恒男,"Ishikawa, Tsuneo"
9,On Twisting Operators and Newforms of Half-integral Weight,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-09.pdf,京都大学理学部,上田 勝,"Ueda, Masaru"
10,Euler Products for Multiple Zeta Functions,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-10.pdf,東京工業大学理学部,黒川 信重,"Kurokawa, Nobushige"
11,On the transcendency of the values of modular functions at algebraic points,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-11.pdf,千葉大学理学部,志賀 弘典,"SHIGA, HIRONORI"
12,Positive definite quadratic lattices with trivial automorphism groups,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-12.pdf,福井工業大学,坂内 悦子,"Bannai, Etsuko"
13,Hilbert modular group と Siegel modular group の保型因子(保型形式とゼータ関数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-13.pdf,三重大学教育学部,露峰 茂明,"Tsuyumine, Shigeaki"
14,CM型の退化について(保型形式とゼータ関数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-14.pdf,愛知工業大学,柳井 裕道,"Yanai, Hiromichi"
15,Drinfeld module の退化について(保型形式とゼータ関数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-15.pdf,東京大学理学部,,藤原 一宏
16,ヒルベルトモジュラースキームの局所ゼータ函数(保型形式とゼータ関数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-16.pdf,岐阜大学教育学部数学科,畑田 一幸,"Hatada, Kazuyuki"
17,テータ級数とS$_2(\Gamma_0(q))$の分解(保型形式とゼータ関数の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-17.pdf,高知大学理学部,塩田 研一,"Shiota, Ken-ichi"
18,A note on Klingen's Eisensteinseries,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0752-18.pdf,名古屋大学理学部,北岡 良之,"KITAOKA, YOSHIYUKI"
