No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Representation Theorems and Primitive Predicates for Logic Programs,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-01.pdf,"International Institute for Advanced Study of Social Information Science(IIAS-SIS), Fujitsu Limited",横森 貴,"YOKOMORI, Takashi"
2,COMPARISON AND IMPROVEMENT OF STRING MATCHING ALGORITHMS FOR JAPANESE TEXTS,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-02.pdf,"九州大学工学部,九州大学工学部,九州大学工学部","尹 志熙,高木 利久,牛島 和夫","YOON, Jeehee,TAKAGI, Toshihisa,USHIJIMA, Kazuo"
3,Programming Language Designs to Support Programming Methodologies,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-03.pdf,北海道大学大型計算機センター,林 恒俊,"Hayashi, Tsunetoshi"
4,Optimization of Attribute Evaluation in ECLR-attributed Grammars,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-04.pdf,"Doctoral Program in Engineering,Inst. of Inf. Sciences and Electronics, Univ. of Tsukuba,Inst. of Inf. Sciences and Electronics, Univ. of Tsukuba","石塚 治志,佐々 政孝,中田 育男","Ishizuka, Harushi,Sassa, Masataka,Nakata, Ikuo"
5,A simple realization of LR parsers for regular right part grammars,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-05.pdf,"筑波大学電子情報工学系,筑波大学電子情報工学系","佐々 政孝,中田 育男","Sassa, Masataka,Nakata, Ikuo"
6,Practical Attribute Grammar Forms Allowing Continuations,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-06.pdf,"NEC Scientific Information System Development, Ltd.",松田 裕幸,"MATSUDA, Hiroyuki"
7,Implementation of the High-level Parallel Programming Language Nano-2,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-07.pdf,"九州大学,九州大学,九州大学","平原 正樹,荒木 啓二郎,末吉 敏則[他]","HIRABARU, Masaki,ARAKI, Keijiro,SUEYOSHI, Toshinori"
8,On the concurrency and a yet another standard form of concurrent programs of Smalltalk-80,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-08.pdf,"Institute of Information Science, Keio University,Jobu College of Commerce","土居 範久,瀬川 清","Doi, Norihisa,Segawa, Kiyoshi"
9,An Implementation Scheme for Relational Database Operation Systems based on Demand-Driven Pipeline Processing Concepts,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-09.pdf,"Institute of Information Sciences and Electronics, University of Tsukuba,Doctral Program in Engineering, University of Tsukuba,Institute of Information Sciences and Electronics, University of Tsukuba","清木 康,加藤 和彦,益田 隆司","KIYOKI, Yasushi,KATO, Kazuhiko,MASUDA, Takashi"
10,On the Description of the Communication Protocol HDLC in cHFP,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-10.pdf,"東京工業大学情報工学科,東京工業大学情報工学科","宮地 利雄,片山 卓也","Miyachi, Toshio,Katayama, Takuya"
11,関数型プログラムの戦略的バグ検出法(コードとデザインを中心とした組合せ数学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-11.pdf,"NTT電気通信研究所,NTT電気通信研究所","高橋 直久,小野 諭","TAKAHASHI, Naohisa,ONO, Satoshi"
12,SINGLE QUEUE COMPILATION IN EXTENDED CONCURRENT PROLOG,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-12.pdf,"ICOT Research Center,International Institute for Advanced Study of Social Information Science(IIAS-SIS), Fujitsu Limited,International Institute for Advanced Study of Social Information Science(IIAS-SIS), Fujitsu Limited","田中 二郎,岸下 誠,横森 貴","Tanaka, Jiro,Kishishita, Makoto,Yokomori, Takashi"
13,線形計画の新解法について(コードとデザインを中心とした組合せ数学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-13.pdf,埼玉大学政策科学研究科,刀根 薫,"Tone, Kaoru"
14,ON THE OPERATIONAL SEMANTICS OF GUARDED HORN CLAUSES,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-14.pdf,Institute for New Generation Computer Technology,上田 和紀,"Ueda, Kazunori"
15,Computation by Meta-Unification with Constructors,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-15.pdf,"Mitsubishi Electric Corporation, Central Research Laboratory",金森 直,"KANAMORI, Tadashi"
16,Temporal Prolog,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0586-16.pdf,"Research Institute for Mathematical Sciences, Kyoto University",,"SAKURAGAWA, Takashi"
