No.,title,link,Affiliation,Author in JPN,Author in ENG
1,モジュラー束と分配束との間の中間の束について (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-01.pdf,神戸大学教育学部,田村 三郎,"TAMURA,SABURO"
2,代数的方法による命題論理の研究 (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-02.pdf,静岡大学理学部,古森 雄一,"KOMORI,YUICHI"
3,A Semigroup of Isomorphism Classes of Some Quadratic Extensions of Rings (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-03.pdf,岡山大学理学部,永原 賢,"NAGAHARA,TAKASHI"
4,Coseparable Coalgebraについて (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-04.pdf,岡山大学理学部,中島 惇,"NAKAJIMA,ATSUSHI"
5,On the Faithful Prime Radical (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-05.pdf,山口大学理学部,倉田 吉喜,"KURATA,YOSHIKI"
6,Note on the Equational Definability of Addition in Rings (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-06.pdf,岡山大学理学部,富永 久雄,"TOMINAGA,HISAO"
7,Quasi-Orthodox Semigroups (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-07.pdf,島根大学理学部,山田 深雪,"YAMADA,MIYUKI"
8,半群における或る非極大Orderに関するArithmeticと正則集合の分解について (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-08.pdf,山口大学理学部,村田 憲太郎,"MURATA,KENTARO"
9,On the Structure of Exponent Semigroups (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-09.pdf,徳島大学教育学部,小林 [ユウ]治,"KOBAYASHI,YUJI"
10,Some Remarks on Regular* Semigroups (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-10.pdf,島根大学理学部,今岡 輝男,"IMAOKA,TERUO"
11,Right Self-Injective Semigroups Are Absolutely Closed (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-11.pdf,島根大学理学部,庄司 邦孝,"SHOJI,KUNITAKA"
12,Modular束に対する語の問題 (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-12.pdf,東京都立大学理学部,武内 謙介,"TAKEUCHI,KENSUKE"
13,BCK代数 (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-13.pdf,神戸大学理学部,井関 清志,"ISEKI,KIYOSHI"
14,Open素イデアルが完全素イデアルであるようなコンパクト位相半群について (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-14.pdf,城西大学理学部,沼倉 克巳,"NUMAKURA,KATSUMI"
15,Two Problems on Orderable Semigroups (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-15.pdf,日本工業大学,斉藤 亨,"SAITO,TORU"
16,Perfectness and Distributivity of Congruences on Finite Inverse Semigroups (半群とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-16.pdf,"Dept. of Mathematics, California State University,Dept. of Mathematics, University of California","HAMILTON HOWARD,田村 孝行","HAMILTON,HOWARD,TAMURA,TAKAYUKI"
17,"アメリカ数学会特別集会""半群とその他の分野に関連する話題"" (半群とその周辺)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0395-17.pdf,カリフォルニア大学,田村 孝行,"TAMURA,TAKAYUKI"
