No.,title,link,Affiliation,Author in JPN,Author in ENG
1,On integrability test for ultradiscrete equations (Applied Mathematics of Discrete Integrable Systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-1.pdf,"早稲田大学理工学部,同志社大学工学部","高橋  大輔,梶原  健司","Takahashi, Daisuke,Kajiwara, Kenji"
2,セルオートマトンと微分方程式 (離散可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-2.pdf,東京大学数理科学研究科,野辺  厚,"Nobe, Atsushi"
3,可積分系によるニューラルネットワークの学習の解析 (離散可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-3.pdf,理化学研究所,福水  健次,"Fukumizu, Kenji"
4,ハミルトン系における繰り込み群方程式の正準性 (離散可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-4.pdf,立命館大学,山口  義幸,"Yamaguchi, Yoshiyuki Y."
5,特異点閉じ込め法と広田の方法 (離散可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-5.pdf,九州大学総合理工学研究科大気海洋環境システム学専攻,丸野  健一,"Maruno, Ken-ichi"
6,可解格子模型の手法による楕円的可換差分作用素系の構成 (離散可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-6.pdf,"東北大学理学研究科,岡山理科大学理学部,東北大学理学研究科","長谷川  浩司,池田  岳,菊地  哲也","Hasegawa, Koji,Ikeda, Takeshi,Kikuchi, Tetsuya"
7,弦模型の離散幾何学 (離散可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-7.pdf,東京都立大学理学研究科物理学専攻,斎藤  暁,"Saito, Satoru"
8,Exactly Solvable Chaos and Addition Theorems of Elliptic Functions (Applied Mathematics of Discrete Integrable Systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-8.pdf,"Frontier Research Program, The Institute of Physical and Chemical Research",梅野  健,"Umeno, Ken"
9,セパラトリックスをもつ可積分系の広田差分について (離散可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-9.pdf,"大阪大学基礎工学部,大阪大学基礎工学部","峯崎  征隆,中村  佳正","Minesaki, Yukitaka,Nakamura, Yoshimasa"
10,離散Painleve方程式の自己双対構造 (離散可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-10.pdf,広島大学工学部,太田  泰広,"Ohta, Yasuhiro"
11,楕円曲線暗号 (離散可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1098-11.pdf,北陸先端科学技術大学院大学情報科学研究科,宮地  充子,"Miyaji, Atsuko"
