No.,title,link,Affiliation,Author in JPN,Author in ENG
1,A Saddle Point of the Fractional Game (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1187-1.pdf,"秋田県立大学システム科学技術学部経営システム工学科,秋田県立大学システム科学技術学部経営システム工学科,秋田県立大学システム科学技術学部経営システム工学科,新潟工科大学情報電子工学部情報電子工学科","木村 寛,星野 満博,矢戸 弓雄,田中 謙輔","Kimura,Yutaka,Hoshino,Mitsuhiro,Yato,Yumio,Tanaka,Kensuke"
2,On Weighted Criteria of Set Optimization (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1187-2.pdf,島根大学総合理工学部,黒岩 大史,"Kuroiwa,Daishi"
3,ON ENERGY DECAY ESTIMATES FOR THE WAVE EQUATION OF KIRCHHOFF TYPE (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1187-3.pdf,"Department of Mathematics, Pusan National University,Department of Mathematics, Pusan National University,Department of Mathematics, Pusan National University",",,","Park,Jong Yeoul,Bae,Jeong Ja,Jung,Il Hyo"
4,OPTIMAL CONTROL PROBLEM FOR THE NONLINEAR HYPERBOLIC SYSTEMS (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1187-4.pdf,"Department of Mathematics, Pusan National University,Department of Mathematics, Pusan National University,Department of Mathematics Pusan National University",",,","Park,Jong Yeoul,Kang,Yong Han,Lee,Mi Jin"
5,連続型最小カット問題のrelaxationとGaleのfeasibility theorem (非線形解析学と凸解析学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1187-5.pdf,札幌医科大学医学部,野澤 亮平,"Nozawa,Ryohei"
6,Related Topics to Transferable Utility Games : An Infinite Market Game (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1187-6.pdf,慶應義塾大学商学部,小宮 英敏,"Komiya,Hidetoshi"
7,Conjugate points for a nonlinear programming problem (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1187-7.pdf,九州大学数理学研究院,川崎 英文,"Kawasaki,Hidefumi"
8,NEW RESULTS ON NONLINEAR ERGODIC THEOREMS FOR NONLINEAR OPERATORS (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1187-8.pdf,"Department of Mathematics, Kyungnam University",,"Kim,Jong Kyu"
9,WEAK FIXED POINT PROPERTY FOR DUAL BANACH SPACES ASSOCIATED TO LOCALLY COMPACT GROUPS (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1187-9.pdf,"Department of Mathematical Science, University of Alberta",,"Lau,Anthony To-Ming"
10,SOME PROPERTIES OF GENERALIZED SUPREMUM IN PARTIALLY ORDERED LINEAR SPACES (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1187-10.pdf,北海道教育大学旭川校,小室 直人,"Komuro,Naoto"
