No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Lines pinning lines (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-01.pdf,"Department of Computer and Information Science, Polytechnic University,Dept. of Computer Science, KAIST,INRIA Lorraine",",,","Aronov,Boris,Cheong,Otfried,Goaoc,Xavier"
2,Analyzing automorphism groups of oriented matroids by semidefinite programming (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-02.pdf,"東京大学情報理工学系研究科,東京大学ナノ量子情報エレクトロニクス研究機構,東京大学情報理工学系研究科","宮田 洋行,森山 園子,今井 浩","Miyata,Hiroyuki,Moriyama,Sonoko,Imai,Hiroshi"
3,Computational Analysis of Orientations of Matroids (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-03.pdf,"東京大学情報理工学系研究科,東京大学ナノ量子情報エレクトロニクス研究機構,東京大学情報理工学研究科,Faculty of Computer Science, University of New Brunswick","松本 宜丈,森山 園子,今井 浩,Bremner David","Matsumoto,Yoshitake,Moriyama,Sonoko,Imai,Hiroshi,Bremner,David"
4,Lattice- Valued Fuzzy Convex Geometry (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-04.pdf,京都大学文学部,丸山 善宏,"Maruyama,Yoshihiro"
5,Constant-Working-Space Algorithms (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-05.pdf,北陸先端科学技術大学院大学,浅野 哲夫,"Asano,Tetsuo"
6,Algorithms for Geometric Problems in Intensity-Modulated Radiation Therapy (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-06.pdf,"Department of Computer Science and Engineering, University of Notre Dame,Department of Computer Science and Engineering, University of Notre Dame",",","Chen,Danny Z.,Wang,Chao"
7,Convex bodies passing through holes (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-07.pdf,"琉球大学教育学部,琉球大学教育学部","前原 濶,徳重 典英","Maehara,Hiroshi,Tokushige,Norihide"
8,On the Three-Dimensional Orthogonal Drawing of Outerplanar Graphs : Extended Abstract (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-08.pdf,"東京工業大学理工学研究科,東京工業大学理工学研究科,東京工業大学理工学研究科","田湯 智,大島 拓也,上野 修一","Tayu,Satoshi,Oshima,Takuya,Ueno,Shuichi"
9,Computing a Sequence of Circumscribing Polygons for Convex Polygon (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-09.pdf,"東海大学理学部,電気通信大学情報システム学研究科","大西 建輔,星 守","Onishi,Kensuke,Hoshi,Mamoru"
10,Unsolved Problems in Robustness of Geometric Algorithms (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-10.pdf,東京大学情報理工学系研究科,杉原 厚吉,"Sugihara,Kokichi"
11,On $k$-vertex guarding simple polygons (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-11.pdf,"Department of Computer Science, University of Texas at Dallas",,"Bereg,Sergey"
12,適応的計算幾何 (計算幾何学と離散数学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-12.pdf,"浦項工科大学校,東京工業大学情報理工学研究科","安 煕甲,岡本 吉央","Ahn,Hee-Kap,Okamoto,Yoshio"
13,Advances in Surface Meshing (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-13.pdf,"Department of Computer Science and Engineering, HKUST",,"Cheng,Siu-Wing"
14,Geometric Problems on Ad-Hoc Network Design (Computational Geometry and Discrete Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1641-14.pdf,東北大学情報科学研究科,徳山 豪,"Tokuyama,Takeshi"
