No.,title,link,Affiliation,Author in JPN,Author in ENG
1,微小な縦渦が誘起する二次元平行流の変形(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-01.pdf,航空宇宙技術研究センター,伊藤 信毅,"Itoh, Nobutake"
2,密度成層流体中における楕円渦領域の三次元超短波長不安定性(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-02.pdf,国立環境研究所,宮嵜 武,"Miyazaki, Takeshi"
3,Bifurcation diagrams in Kolmogorov's problem of viscous incompressible fluid on 2-D flat tori(Instability of Flows and Vortex Structure of Turbulent Flows),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-03.pdf,"Research Institute for Mathematical Sciences, Kyoto University,Dept. of Mathematics, Facutly of Science, University of Tokyo",",","OKAMOTO, H.,SHOJI, M."
4,渦輪・渦対と物体との干渉:煙による流れの可能性(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-04.pdf,名古屋工業大学生産システム工学科,山田 日出夫,"YAMADA, HIDEO"
5,渦度の凍結運動と渦のつなぎかえ(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-05.pdf,"京都大学数理解析研究所,京都大学理学部","木田 重雄,高岡 正憲","Kida, Shigeo,Takaoka, Masanori"
6,非粘性流の特異性に関するラグランジュ凍結仮説(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-06.pdf,京都大学数理解析研究所,大木谷 耕司,"Ohkitani, Koji"
7,su(N)対称性を用いた2次元流の有限自由度モデルの性質(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-07.pdf,"東京大学理学部,東京大学理学部","服部 裕司,神部 勉","Hattori, Yuji,Kambe, Tsutomu"
8,三次元画像処理流速計による乱流計測(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-08.pdf,"東京大学工学部,横浜国立大学工学部",",","笠木 伸英,西野 耕一"
9,せん断乱流に対する一様回転の影響(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-09.pdf,"岡山大学工学部,I.M.G.,I.M.G.","柳瀬 真一郎,Lesieur  M.,[他]","YANASE, Shinichiro,Lesieur, M.,Metais, O."
10,乱流渦ダイナモと土星の白斑(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-10.pdf,"東京大学生産技術研究所,東京大学生産技術研究所","横井 喜充,吉澤 徴","Yokoi, Nobumitsu,Yoshizawa, Akira"
11,LESにおけるレイノルズ応力の非等方表現(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-11.pdf,東京大学生産技術研究所,堀内 潔,"Horiuti, Kiyosi"
12,弱電導性乱流のサブグリッドモデル(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-12.pdf,東京大学理学部,下村 裕,"Shimomura, Yutaka"
13,The Statistics of Velocity Difference Vs. the Statistics of Dissipation in Isotropic Turbulence(Instability of Flows and Vortex Structure of Turbulent Flows),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-13.pdf,"University of Electro-Communications,National Aerospace Laboratory",",","Hosokawa, Iwao,Yamamoto, Kiyoshi"
14,乱流の渦と散逸構造(流れの不安定性と乱流の渦構造),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0767-14.pdf,"京都大学数理解析研究所,大阪府立大学,京都大学数理解析研究所","木田 重雄,村上 洋一,大木谷 耕司","Kida, Shigeo,Murakami, Yoichi,Ohkitani, Koji"
