No.,title,link,Affiliation,Author in JPN,Author in ENG
1,ARGUMENT ESTIMATES OF MEROMORPHICALLY MULTIVALENT FUNCTIONS,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-1.pdf,",近畿大学理工学部",",尾和  重義","Cho, Nak Eun,Owa, Shigeyoshi"
2,SUFFICIENT CONDITIONS FOR MEROMORPHIC STARLIKENESS AND CLOSE-TO-CONVEXITY OF ORDER $\alpha$,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-2.pdf,",近畿大学理工学部",",尾和  重義","Cho, Nak Eun,Owa, Shigeyoshi"
3,$p$-葉解析関数についてのMarx-Strohhackerの定理 (解析関数の部分和の性質についての研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-3.pdf,"和歌山大学教育学部,福岡大学理学部,福岡大学理学部","福井  誠一,西郷  恵,池田  彰","Fukui, Seiichi,Saigo, Megumi,Ikeda, Akira"
4,The growth theorem of spirallike mappings in several complex variables,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-4.pdf,九州共立大学工学部,濱田  英隆,"Hamada, Hidetaka,Kohr, Gabriela"
5,ON SOME ANGULAR ESTIMATES OF CLOSE-TO-CONVEX FUNCTIONS,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-5.pdf,"福岡大学理学部,福岡大学理学部","池田  彰,西郷  恵","Ikeda, Akira,Saigo, Megumi"
6,Gamma-starlike関数について (解析関数の部分和の性質についての研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-6.pdf,群馬大学教育学部,布川  護,"Nunokawa, Mamoru"
7,On Meromorphic Starlike and Convex Functions,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-7.pdf,群馬大学教育学部,布川  護,"Nunokawa, Mamoru,Ahuja, O.P."
8,ON THE STRONGLY STARLIKENESS OF MULTIVALENTLY CONVEX FUNCTIONS OF ORDER $\alpha$,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-8.pdf,"群馬大学教育学部,近畿大学理工学部,福岡大学理学部","布川  護,尾和  重義,池田  彰","Nunokawa, Mamoru,Owa, Shigeyoshi,Ikeda, Akira"
9,ON THE QUOTIENT OF THE AHALYTIC REPRESENTATIONS OF CONVEX AND STARLIKE FUNCTIONS,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-9.pdf,"群馬大学教育学部,近畿大学理工学部,群馬工業高等専門学校","布川  護,尾和  重義,斎藤  斉","Nunokawa, Mamoru,Owa, Shigeyoshi,Saitoh, Hitoshi,Ahuja, O.P."
10,De Branges-Rovnyak空間 : Bieberbachの予想からの導入 (解析関数の部分和の性質についての研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-10.pdf,日本工業大学工学部,大野  修一,"Ohno, Shuichi"
11,On Several Properties of Spiral-like Functions,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-11.pdf,京都大学理学部,奥山  祐介,"Okuyama, Yusuke"
12,Partial Sums of Certain Analytic Functions,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-12.pdf,近畿大学理工学部,尾和  重義,"Owa, Shigeyoshi"
13,"CLOSE-TO-CONVEXITY, STARLIKENESS AND CONVEXITY",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-13.pdf,"近畿大学理工学部,群馬大学教育学部,群馬工業高等専門学校","尾和  重義,布川  護,斎藤  斉","Owa, Shigeyoshi,Nunokawa, Mamoru,Saitoh, Hitoshi,Srivastava, H.M."
14,Univalency of certain analytic functions,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-14.pdf,近畿大学理工学部,尾和  重義,"Owa, Shigeyoshi,Pascu, Nicolae N.,Pescar, Virgil"
15,"UNIVALENCE AND STARLIKENESS OF SOLUTIONS OF $W""+aW'+bW=0$",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-15.pdf,群馬工業高等専門学校,斎藤  斉,"Saitoh, Hitoshi"
16,Notes on the examples for certain starlike functions and convex functions of order $\alpha$,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-16.pdf,"日本大学薬学部,近畿大学理工学部","関根  忠行,尾和  重義","Sekine, Tadayuki,Owa, Shigeyoshi"
17,A REMARK ON AHLFORS' UNIVALENCE CRITERION,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-17.pdf,京都大学理学部,須川  敏幸,"Sugawa, Toshiyuki"
18,A NOTE ON YAMAKAWA'S QUESTION,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-18.pdf,京都大学理学部,須川  敏幸,"Sugawa, Toshiyuki"
19,On some conditions of starlikeness,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1112-19.pdf,芝浦工業大学工学部,山川  陸夫,"Yamakawa, Rikuo"
