No.,title,link,Affiliation,Author in JPN,Author in ENG
1,リング型ネットワークにおけるハイブリッド・プロコトル・モデルの性能評価(待ち行列理論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0596-01.pdf,"京都大学工学部数理工学科,京都大学工学部数理工学科,京都大学工学部数理工学科",",,","時本 博昭,松本 豊,滝根 哲也[他]"
2,木型衝突解消アルゴリズムの拡張確率ペトリネットを用いたモデル化と性能解析(待ち行列理論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0596-02.pdf,"京都大学工学部数理工学科,京都大学工学部数理工学科,京都大学工学部数理工学科","柴田 一,室 章治郎,長谷川 利治","SHIBATA, Hajime,MURO, Shojiro,HASEGAWA, Toshiharu"
3,音声・データ複合交換システムの最適制御(待ち行列理論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0596-03.pdf,"京都工芸繊維大学,名古屋工業大学","塩山 忠義,大野 勝久","Shioyama, Tadayoshi,Ohno, Katsuhisa"
4,1-persistent CSMA-CD方式のスロット長可変型解析(待ち行列理論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0596-04.pdf,"大阪市立大学工学部,大阪市立大学工学部,大阪市立大学工学部","藤原 値賀人,増淵 由之,橋本 英之[他]","Fujiwara, Chikato,Masubuchi, Yoshiyuki,Hashimoto, Hideyuki"
5,FMCのスケジューリング問題(待ち行列理論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0596-05.pdf,"東京工業大学工学部経営工学科,東京工業大学工学部経営工学科","森 雅夫,嶽 昌浩","MORI, Masao,DAKE, Masahiro"
6,G/GI/1(m-LiPS)の平均系内ジョブ数に関する不等式および近似式(待ち行列理論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0596-06.pdf,"東京都立科学技術大学,筑波大学","山崎 源治,逆瀬川 浩孝","Yamazaki, Genji,Sakasegawa, Hirotaka"
7,待ち行列網の経路制御について(待ち行列理論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0596-07.pdf,"東京工業大学,東京工業大学","白川 浩,森 雅夫","Shirakawa, Hirosi,Mori, Masao"
8,段取り作業者のある並列型システムの最大生産率について(待ち行列理論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0596-08.pdf,名古屋工業大学生産システム工学科,田村 隆善,"Tamura, Takayoshi"
9,分散処理システムにおけるプロセスの割り当て問題に対する近似解法(待ち行列理論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0596-09.pdf,"大阪大学基礎工学部情報工学科,大阪大学基礎工学部情報工学科,大阪大学基礎工学部情報工学科","下条 真司,宮原 秀夫,高島 堅助","Shimojo, Shinji,Miyahara, Hideo,Takashima, Kensuke"
10,単一サーバ待ち行列の全稼動期間に対する拡散近似解析(待ち行列理論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0596-10.pdf,"NTT電気通信研究所,NTT電気通信研究所","高橋 敬隆,木村 丈治","Takahashi, Yositaka,Kimura, George"
