No.,title,link,Affiliation,Author in JPN,Author in ENG
1,井草氏の結果の多変数化 : 局所ゼータ関数がガンマ関数の積で書ける場合について (概均質ベクトル空間の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-1.pdf,筑波大学数学研究科,天野 勝利,"Amano,Katsutoshi"
2,"CONSTRUCTION OF IRREDUCIBLE RELATIVE INVARIANT OF THE PREHOMOGENEOUS VECTOR SPACE $(SL_5\times GL_4,\Lambda^2(\mathbb{C}^5)\otimes \mathbb{C}^4)$ (Theory of Prehomogeneous Vector Spaces)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-2.pdf,"筑波大学数学研究科,筑波大学数学研究科,城西大学理学部","天野 勝利,藤上 雅樹,小木曽 岳義","Amano,Katsutoshi,Fujigami,Masaki,Kogiso,Takeyoshi"
3,Bohr-Mollerupの定理の一般化と局所関数等式の$\Gamma$-因子について (概均質ベクトル空間の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-3.pdf,筑波大学数学研究科,藤上 雅樹,"Fujigami,Masaki"
4,等質錐に付随する小行列式型多項式 (概均質ベクトル空間の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-4.pdf,横浜市立大学総合理学研究科,伊師 英之,"Ishi,Hideyuki"
5,$b$関数の$q$類似 (概均質ベクトル空間の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-5.pdf,広島大学理学部,紙田 敦史,"Kamita,Atsushi"
6,Siegel保型形式の様々な持ち上げに付随するKoecher-Maass級数 (概均質ベクトル空間の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-6.pdf,室蘭工業大学,桂田 英典,"Katsurada,Hidenori"
7,ON THE ASSOCIATED CYCLES AND THE RESTRICTIONS OF QUATERNIONIC REPRESENTATIONS (Theory of Prehomogeneous Vector Spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-7.pdf,"Department of Mathematics, National University of Singapore",,"Loke,Hung Yean"
8,HYPERFUNCTION SOLUTIONS TO INVARIANT DIFFERENTIAL EQUATIONS OF THE SPACE OF REAL SYMMETRIC MATRICES (Theory of Prehomogeneous Vector Spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-8.pdf,岐阜大学工学部,室 政和,"Muro,Masakazu"
9,On the Finite Orbits Condition for the $A_r$-type representations (Theory of Prehomogeneous Vector Spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-9.pdf,"筑波大学数学研究科,筑波大学数学研究科","名倉 誠,ニ井谷 剛","Nagura,Makoto,Niitani,Tsuyoshi"
10,2元3次形式の概均質ゼータ関数に関する大野予想の証明 (概均質ベクトル空間の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-10.pdf,上越教育大学,中川 仁,"Nakagawa,Jin"
11,指標層の特性サイクルについて (概均質ベクトル空間の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-11.pdf,明石工業高等専門学校,面田 康裕,"Omoda,Yasuhiro"
12,An approach to calculation of $b$-functions by using functional equations (Theory of Prehomogeneous Vector Spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-12.pdf,筑波大学数学研究科,杉山 和成,"Sugiyama,Kazunari"
13,直交群の極大放物型部分群の作用する概均質ベクトル空間から得られる一変数保型形式について (概均質ベクトル空間の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-13.pdf,立教大学理学部,上野 隆彦,"Ueno,Takahiko"
14,既約正則概均質ベクトル空間の縮約(概均質ベクトル空間の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-14.pdf,北海道工業大学総合教育研究部,和地 輝仁,"Wachi,Akihito"
15,ISOTROPY REPRESENTATIONS ATTACHED TO THE ASSOCIATED CYCLES OF HARISH-CHANDRA MODULES (Theory of Prehomogeneous Vector Spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1238-15.pdf,北海道大学理学研究科数学専攻,山下 博,"Yamashita,Hiroshi"
