No.,title,link,Affiliation,Author in JPN,Author in ENG
1,同心円筒間の粘性流の遷移 (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-01.pdf,東京大学宇宙航空研究所,仲矢 長次,"NAKAYA,CHOJI"
2,ニ次元ポアズイユ流れの三次元有限撹乱に対する安定性 (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-02.pdf,航空宇宙技術研究所,伊藤 信毅,"ITO,NOBUTSUYO"
3,再び淀み点近くの流れの安定について (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-03.pdf,北海道大学工学部,飯田 誠一,"IIDA,SEIICHI"
4,熱対流の安定性 (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-04.pdf,"京都大学理学部,京都大学数理解析研究所","水島 二郎,後藤 金英","MIZUSHIMA,JIRO,GOTO,KANEFUSA"
5,擾乱を含んだ流れの数値解析的研究 : 平行ポアズユ流における複合した擾乱の安定 (連続体力学における非線型方程式の近似解法)問題,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-05.pdf,東京大学宇宙航空研究所,池田 元美,"IKEDA,MOTOYOSHI"
6,"平面ポアズイユ乱流の数値実験とニ,三の考察 (連続体力学における非線型方程式の近似解法)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-06.pdf,名古屋大学工学部,桑原 真二,"KUWABARA,SHINJI"
7,非線型性と偶然性 (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-07.pdf,"東京大学宇宙航空研究所,東京大学宇宙航空研究所,東京大学宇宙航空研究所","佐藤 浩,斉藤 博之助,本橋 龍郎","SATO,HIROSHI,SAITO,HIRONOSUKE,MOTOHASHI,TATSUO"
8,修正キュムラント打切り理論とその性格 (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-08.pdf,"京都大学理学部,京都大学理学部,京都大学理学部","巽 友正,木田 重雄,水島 二郎","TATSUMI,TOMOMASA,KIDA,SHIGEO,MIZUSHIMA,JIRO"
9,Liouville方程式の初期値問題の近似計算 (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-09.pdf,東京大学理学部,金田 行雄,"KANEDA,YUKIO"
10,圧縮性流体における平面非線型波の相互作用と2次元衝撃波乱流 (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-10.pdf,"京都工芸繊維大学工学部,京都大学理学部","徳永 宏,巽 友正","TOKUNAGA,HIROSHI,TATSUMI,TOMOMASA"
11,非線形波動論における摂動法について (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-11.pdf,京都大学数理解析研究所,川原 琢治,"KAWAHARA,TAKUJI"
12,変調Langmuir波と非線型Landau減衰 (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-12.pdf,"九州大学応用力学研究所,九州大学応用力学研究所","矢島 信男,及川 正行","YAJIMA,NOBUO,OIKAWA,MASAYUKI"
13,ニ波相互作用 (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-13.pdf,東京大学理学部,橋本 英典,"HASHIMOTO,HIDENORI"
14,レーザーインプロジョンにおける非線型効果 (連続体力学における非線型方程式の近似解法),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0244-14.pdf,"東京工業大学工学部,東京工業大学工学部","丹生 慶四郎,矢部 孝","NIU,KEISHIRO,YABE,TAKASHI"
