No.,title,link,Affiliation,Author in JPN,Author in ENG
1,リーゼガング現象の数理的様相 (反応拡散系におけるパターン形成と漸近的幾何構造の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-1.pdf,広島大学理学研究科数理分子,大西  勇,"Ohnishi, Isamu"
2,Stability analysis of stationary solutions for surface diffusion flow equation (Pattern formation and asymptotic geometric structure in reaction-diffusion systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-2.pdf,"レゲンスブルグ大学,九州大学数理学研究院,室蘭工業大学工学部",",伊藤  一男,高坂  良史","Garcke, Harald,Ito, Kazuo,Kohsaka, Yoshihito"
3,On an anisotropic area-preserving crystalline motion and motion of nonadmissible polygons by crystalline curvature (Pattern formation and asymptotic geometric structure in reaction-diffusion systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-3.pdf,宮崎大学工学部,矢崎  成俊,"Yazaki, Shigetoshi"
4,The Turing patterns in gradient/skew-gradient dissipative systems (Pattern formation and asymptotic geometric structure in reaction-diffusion systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-4.pdf,神戸大学発達科学部,桑村  雅隆,"Kuwamura, Masataka"
5,Traveling Waves in a Band Domain with Quasi-Periodically Undulating Boundaries (Pattern formation and asymptotic geometric structure in reaction-diffusion systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-5.pdf,"東京大学数理科学研究科,東京大学数理科学研究科,電気通信大学電気通信学部","婁  本東,俣野  博,中村  健一","Lou, Bendong,Matano, Hiroshi,Nakamura, Ken-Ichi"
6,FitzHugh-Nagumo方程式に現れる微細パターンについて (反応拡散系におけるパターン形成と漸近的幾何構造の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-6.pdf,東京大学数理科学研究科,大下  承民,"Oshita, Yoshihito"
7,周期的な反応を考慮した相転移モデルの定常パターンについて (反応拡散系におけるパターン形成と漸近的幾何構造の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-7.pdf,滋賀大学教育学部,鈴木  宏昌,"Suzuki, Hiromasa"
8,Stability of Stationary Interfaces of Binary-Tree Type : Overview (Pattern formation and asymptotic geometric structure in reaction-diffusion systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-8.pdf,"九州大学数理学研究院,東北大学理学研究科","井古田  亮,柳田  英二","Ikota, Ryo,Yanagida, Eiji"
9,2次元帯状領域におけるパターンの運動 (反応拡散系におけるパターン形成と漸近的幾何構造の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-9.pdf,横浜市立大学総合理学研究科,栄  伸一郎,"Ei, Shin-Ichiro"
10,Double Gyroid Morphology of the Diblock Copolymer Problem (Pattern formation and asymptotic geometric structure in reaction-diffusion systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-10.pdf,"北海道大学知識メディアラボラトリー,北海道大学電子科学研究所","寺本  敬,西浦  廉政","Teramoto, Takashi,Nishiura, Yasumasa"
11,ミクロ相分離によるダブルジャイロイド構造の形成と安定性 (反応拡散系におけるパターン形成と漸近的幾何構造の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-11.pdf,"広島大学理学研究科数理分子生命理学専攻,広島大学理学研究科数理分子生命理学専攻,広島大学理学研究科数理分子生命理学専攻","野々村  真規子,山田  耕太郎,太田  隆夫","Nonomura, Makiko,Yamda, Kohtaro,Ohta, Takao"
12,真正粘菌変形体の運動と形態形成の数理モデル (反応拡散系におけるパターン形成と漸近的幾何構造の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-12.pdf,"北海道大学電子科学研究所,北海道大学電子科学研究所,北海道大学電子科学研究所","小林  亮,中垣  俊之,手老  篤史","Kobayashi, Ryo,Nakagaki, Toshiyuki,Tero, Atsushi"
13,Ir(111)表面上のCO酸化反応におけるノイズの影響 (反応拡散系におけるパターン形成と漸近的幾何構造の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1356-13.pdf,九州大学理学部物理,早瀬  友美乃,"Hayase, Yumino,Wehner, S.,Kueppers, J.,Brand, H.R."
