No.,title,link,Affiliation,Author in JPN,Author in ENG
1,有理型単葉関数の係数について (函数論における極値問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0323-01.pdf,東京学芸大学教育学部,窪田 佳尚,"KUBOTA,YOSHIHISA"
2,$H^P$による平面領域の分類 (函数論における極値問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0323-02.pdf,茨城大学理学部,荷見 守助,"HASUMI,MORISUKE"
3,"Hardy Class, N Class (函数論における極値問題)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0323-03.pdf,千葉大学理学部,柳原 二郎,"YANAGIHARA,NIRO"
4,核函数をもつHilbert空間の直積における極値問題 (函数論における極値問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0323-04.pdf,群馬大学工学部,斎藤 三郎,"SAITO,SABURO"
5,Ahlfors Function (函数論における極値問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0323-05.pdf,大阪大学工学部,米谷 文男,"YONETANI,FUMIO"
6,Theta FunctionsとDomain Functionsの関係 (函数論における極値問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0323-06.pdf,東京工業大学理学部,山田 陽,"YAMADA,AKIRA"
7,Riemann面上の等角写像 (函数論における極値問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0323-07.pdf,京都大学理学部,柴 雅和,"SHIBA,MASAKAZU"
8,Extremal Lengthの応用 (函数論における極値問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0323-08.pdf,東京大学教養学部,及川 廣太郎,"OIKAWA,KOTARO"
9,Conformal Metrics (函数論における極値問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0323-09.pdf,東京工業大学理学部,吹田 信之,"SUITA,NOBUYUKI"
10,特異点を持つ極値ニ乗可積調和函数 (函数論における極値問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0323-10.pdf,名古屋工業大学,中井 三留,"NAKAI,MITSURU"
