No.,title,link,Affiliation,Author in JPN,Author in ENG
1,複素余次元1葉層のFATOU-JULIA分解について (葉層の微分幾何とベルグマン核),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1661-01.pdf,東京大学数理科学研究科,足助 太郎,"Asuke,Taro"
2,VARIATION FORMULAS FOR PRINCIPAL FUNCTIONS AND SPANS OF RIEMANN SURFACES (Differential geometry of foliations and related topics on the Bergman kernel),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1661-02.pdf,松江工業高等専門学校,濱野 佐知子,"HAMANO,SACHIKO"
3,"K-安定性, Chow normおよび漸近的Bergman核 (葉層の微分幾何とベルグマン核)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1661-03.pdf,大阪大学理学研究科,満渕 俊樹,"Mabuchi,Toshiki"
4,Levi平坦実超曲面への対数的距離のLevi formの表示と退化条件 (葉層の微分幾何とベルグマン核),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1661-04.pdf,大阪府立大学総合教育研究機構,松本 和子,"Matsumoto,Kazuko"
5,Open Book分解から見た葉層構造と接触構造の(非)凸性と接触構造の葉層構造への収束 (葉層の微分幾何とベルグマン核),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1661-05.pdf,中央大学理工学部,三松 佳彦,"MITSUMATSU,Yoshihiko"
6,THE CENTER PROBLEM OF THE FIRST ORDER ODE AND GEOMETRY OF PLANE CURVES (Differential geometry of foliations and related topics on the Bergman kernel),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1661-06.pdf,お茶の水女子大学理学部,中居 功,"NAKAI,ISAO"
7,接続と正則曲線の第二主要定理について (葉層の微分幾何とベルグマン核),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1661-07.pdf,東京大学数理科学研究科,野口 潤次郎,"Noguchi,Junjiro"
8,複素葉層の安定集合の幾何と$\overline{\partial}$方程式 (葉層の微分幾何とベルグマン核),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1661-08.pdf,名古屋大学多元数理科学研究科,大沢 健夫,"Ohsawa,Takeo"
9,Singular domains in higher dimensional complex dynamics (Differential geometry of foliations and related topics on the Bergman kernel),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1661-09.pdf,京都工芸繊維大学,奥山 裕介,"Okuyama,Yusuke"
10,GLOBAL GENERATION OF THE DIRECT IMAGES OF RELATIVE PLURICANONICAL SYSTEMS (Differential geometry of foliations and related topics on the Bergman kernel),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1661-10.pdf,上智大学理工学部,辻 元,"TSUJI,Hajime"
