No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Nonlinear Associative Dynamics and Pattern Representations in Chaotic Neural Networks(Structure and Bifurcation of Dynamical Systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-01.pdf,"Department of Applied Electronics, Science University of Tokyo,Department of Applied Electronics, Science University of Tokyo,Department of Electronic Engineering, Tokyo Denki University","池口 徹,畑本 一樹,合原 一幸","Ikeguchi, Tohru,Hatamoto, Kazuki,Aihara, Kazuyuki"
2,"Neural Networks, Approximation Theory, and Dynamical Systems(Structure and Bifurcation of Dynamical Systems)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-02.pdf,"Department of Information and Computer Sciences, Toyohashi University of Technology,Department of Information and Computer Sciences, Toyohashi University of Technology","船橋 賢一,中村 雄一","Funahashi, Ken-ichi,Nakamura, Yuichi"
3,スイッチによって貼り合わされる合成力学系について:問題の提起と若干の解析(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-03.pdf,"徳島大学工学部電気電子工学科,ニース大学数学科","川上 博,LOZI  Rene","Kawakami, Hiroshi,LOZI, Rene"
4,秩序とカオスのはざま(臨界点)に自己組織化する複雑系のダイナミクス(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-04.pdf,"神戸大学理学部地球科学研究科,神戸大学理学部地球科学研究科","伊東 敬祐,郡司 幸夫","Ito, Keisuke,Gunji, Yukio-Pegio"
5,N-Homoclinic Bifurcation of Piecewise Linear Vector Fields(Structure and Bifurcation of Dynamical Systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-05.pdf,"Department of Electronical Engineering, Waseda University,Department of The Information Sciences, Tokyo Institute of Thecnology[Technology],Department of Electronical Engineering, Waseda University","庵 勝仁,柳田 英二,松本 隆","Iori, K.,Yanagida, E.,Matsumoto, T."
6,カスプ型変換の分類(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-06.pdf,広島大学理学部数学教室,井上 友喜,"Inoue, Tomoki"
7,Anosov endomorphisms の無限小安定性(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-07.pdf,早稲田大学教育学部,池田 宏,"Ikeda, Hiroshi"
8,Jakobsonの定理について(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-08.pdf,京都大学理学部数学教室,辻井 正人,"Tsujii, Masato"
9,ホロサイクルの剛性の幾何学的取り扱いについて(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-09.pdf,慶応大学理工学部,阿部 隆次,"Abe, Ryuji"
10,三次元多様体上のAnosov流の横断的不変1形式について(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-10.pdf,日本大学生産工学部,渡辺 展也,"Watanabe, Nobuya"
11,公理A系に対するPoisson法則(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-11.pdf,東京大学数理科学研究科,平田 雅樹,"Hirata, Masaki"
12,Tricornの境界上のQC同値性(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-12.pdf,東京工芸大学,中根 静男,"Nakane, Shizuo"
13,多次元複素力学系におけるBottcherの定理と超安定多様体について(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-13.pdf,京都大学人間環境学研究科,宇敷 重広,"Ushiki, Shigehiro"
14,$\mathbb{C}^2$上のholomorphic vector fieldsとグラフlinkの不変量について(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-14.pdf,愛知教育大学,岡 伸篤,"Oka, Nobuatu"
15,2次多項式写像のkneading sequences(力学系の構造と分岐),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0804-15.pdf,大阪大学基礎工学部,亀山 敦,"KAMEYAMA, Atsushi"
