No.,title,link,Affiliation,Author in JPN,Author in ENG
1,二人零和ロバストゲームのNash均衡の存在性について (不確実性の下での意思決定の数理とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2126-01.pdf,"秋田県立大学システム科学技術学部,秋田県立大学システム科学技術学部,秋田県立大学システム科学技術学部,秋田県立大学システム科学技術学部","齋藤 裕,加藤 志織,荒谷 洋輔,木村 寛","Saito,Yutaka,Kato,Shiori,Araya,Yousuke,Kimura,Yutaka"
2,サイバーセキュリティにおけるゲシュタルトナッシュ均衡の分析 (不確実性の下での意思決定の数理とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2126-02.pdf,"大阪府立大学大学院工学研究科,大阪府立大学大学院工学研究科","兵藤 壮泰,北篠 仁志","Hyodo,Takeyasu,Hohjo,Hitoshi"
3,区間値距離を使用した階層的クラスタリングとその樹形図 (不確実性の下での意思決定の数理とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2126-03.pdf,"首都大学東京都市環境学部,弘前大学大学院理工学研究科,弘前大学大学院理工学研究科","小笠原 悠,久野 優斗,金 正道","Ogasawara,Yu,Hisano,Yuto,Kon,Masamichi"
4,優加法性を仮定しない不完備情報協力ゲームのShapley値 (不確実性の下での意思決定の数理とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2126-04.pdf,"Basque Country University,大東文化大学経営学部,Basque Country University","Albizuri M. Josune,桝屋 聡,Zarzuelo Jose M.","Albizuri,M. Josune,Masuya,Satoshi,Zarzuelo,Jose M."
5,非ゼロ和の施設警備ゲーム (不確実性の下での意思決定の数理とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2126-05.pdf,防衛大学校情報工学科,宝崎 隆祐,"Hohzaki,Ryusuke"
6,A property of the undominated core for TU games (Mathematics of Decision Making under Uncertainty and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2126-06.pdf,兵庫県立大学経営学部,菊田 健作,"Kikuta,Kensaku"
7,集団的降下法に対するペナルティ係数の適応的調整法の提案 (不確実性の下での意思決定の数理とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2126-07.pdf,"広島修道大学商学部,広島市立大学大学院情報科学研究科","阪井 節子,高濱 徹行","Sakai,Setsuko,Takahama,Tetsuyuki"
8,マルコフ決定過程による船の避難パターンを推定するモデル (不確実性の下での意思決定の数理とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2126-08.pdf,"名古屋市立大学芸術工学部,名古屋市立大学芸術工学部,名古屋市立大学芸術工学部","王 埼,影山 正幸,張 景耀","Wang,Qi,Kageyama,Masayuki,Zhang,Jingyao"
9,区間型マルコフ決定過程の推移行列の推定について (不確実性の下での意思決定の数理とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2126-09.pdf,神奈川大学理学部,堀口 正之,"HORIGUCHI,Masayuki"
10,Deegan-Packel指数に基づく非対称投票力指数の合理性と応用 (不確実性の下での意思決定の数理とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2126-10.pdf,筑波技術大学保健科学部情報システム学科,鶴見 昌代,"TSURUMI,Masayo"
