No.,title,link,Affiliation,Author in JPN,Author in ENG
1,学習者個々の到達度を考慮した傾向別課題作成法の提案 (不確実性下における意思決定問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1734-01.pdf,"近畿大学工学部,広島工業大学情報学部,近畿大学工学部,関西学院大学理工学部","加島 智子,松本 慎平,井原 辰彦,石井 博昭","Kashima,Tomoko,Matsumoto,Shimpei,Ihara,Tatsuhiko,Ishii,Hiroaki"
2,自動伴奏生成による作曲支援方法の提案 (不確実性下における意思決定問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1734-02.pdf,中央大学大学院理工学研究科情報工学専攻,井口 貝,"INOKUCHI,Kai"
3,侵入スケジュールを考慮した施設警備問題 (不確実性下における意思決定問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1734-03.pdf,"防衛大学校理工学研究科,防衛大学校情報工学科","森田 修平,宝崎 隆祐","Morita,Shuhei,Hohzaki,Ryusuke"
4,非対称情報下の密輸ゲームにおける密輸量戦略 (不確実性下における意思決定問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1734-04.pdf,"防衛大学校情報工学科,防衛省","宝崎 隆祐,増田 龍一","Hohzaki,Ryusuke,Masuda,Ryuichi"
5,相手の位置を不完備情報とする移動目標捜索ゲーム (不確実性下における意思決定問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1734-05.pdf,"防衛大学校理工学研究科,防衛大学校情報工学科","樋口 英樹,宝崎 隆祐","Higuchi,Hideki,Hohzaki,Ryusuke"
6,探索ゲームにおける戦略の性質について (不確実性下における意思決定問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1734-06.pdf,兵庫県立大学経営学部,菊田 健作,"KIKUTA,Kensaku"
7,大きな提携の提携値が不明な協力ゲームとその Shapley 値の考察 (不確実性下における意思決定問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1734-07.pdf,"大阪大学基礎工学研究科,大阪大学基礎工学研究科","桝屋 聡,乾口 雅弘","Masuya,Satoshi,Inuiguchi,Masahiro"
8,AHP におけるサイクル出現と評点化過程 (不確実性下における意思決定問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1734-08.pdf,愛知学院大学経営学部,田中 浩光,"Tanaka,Hiromitsu"
9,一般化割引率を伴う閾値確率問題 (不確実性下における意思決定問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1734-09.pdf,高知大学総合人間自然科学研究科,阪口 昌彦,"Sakaguchi,Masahiko"
10,ファジィ計画問題におけるファジィ係数間の相互関係の取り扱い (不確実性下における意思決定問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1734-10.pdf,大阪大学大学院基礎工学研究科,乾口 雅弘,"Inuiguchi,Masahiro"
