No.,title,link,Affiliation,Author in JPN,Author in ENG
1,拡散過程の細位相に関する比較定理 (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-01.pdf,名古屋大学教養部,神田 護,"KANDA,MAMORU"
2,細位相の連結性について (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-02.pdf,大阪大学理学部,渡辺 毅,"WATANABE,TAKESHI"
3,非負優調和函数がつくる線形空間上の核型な位相について (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-03.pdf,静岡大学理学部,郡 敏昭,"KORI,TOSHIAKI"
4,Minimal Fullharmonic構造とMinimal Resolventについて (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-04.pdf,静岡大学理学部,郡 敏昭,"KORI,TOSHIAKI"
5,マルコフ過程のポテンシャル作用素 (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-05.pdf,東京教育大学理学部,佐藤 健一,"SATO,KENICHI"
6,再帰的Markov過程のPotential核の固有値について (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-06.pdf,神戸商科大学,高須 清澄,"TAKASU,KIYOSUMI"
7,安定過程のDriftによる摂動 (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-07.pdf,東京工業大学理学部,土谷 正明,"TSUCHIYA,MASAAKI"
8,1次元反射壁Markov過程の確率微分方程式による構成 (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-08.pdf,東京大学理学部,田中 洋,"TANAKA,HIROSHI"
9,境界条件をもった確率微分方程式 (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-09.pdf,京都大学理学部,渡辺 信三,"WATANABE,SHINZO"
10,マルコフ過程のFiltering Processの漸近的安定性 (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-10.pdf,名古屋大学理学部,国田 寛,"KUNITA,HIROSHI"
11,Filtering Processの満たす確率微分方程式について (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-11.pdf,神戸商科大学,藤崎 正敏,"FUJISAKI,MASATOSHI"
12,ブラウン運動とDirichlet空間 (I) (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-12.pdf,"大阪大学理学部,大阪大学理学部","池田 信行,岡部 靖憲","IKEDA,NOBUYUKI,OKABE,YASUNORI"
13,安定過程とDirichlet空間 (II) (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-13.pdf,大阪大学理学部,岡部 靖憲,"OKABE,YASUNORI"
14,連続相空間上の分枝過程の固有値問題について (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-14.pdf,佐賀大学理工学部,小倉 幸雄,"OGURA,YUKIO"
15,分枝安定過程の爆発問題 (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-15.pdf,東京工業大学理学部,志村 道夫,"SHIMURA,MICHIO"
16,無限分解可能分布のモーメント (マルコフ過程論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0112-16.pdf,東京教育大学理学部,佐藤 健一,"SATO,KENICHI"
