No.,title,link,Affiliation,Author in JPN,Author in ENG
1,ディジタル画像における直線成分抽出のためのアルゴリズム(計算幾何学と離散幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-01.pdf,"大阪電気通信大学,神戸商科大学","浅野 哲夫,加藤 直樹","Asano, Tetsuo,Katoh, Naoki"
2,A C Implementation of the Reverse Search Vertex Enumeration Algorithm(Computational Geometry and Discrete Geometry),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-02.pdf,"School of Computer Science, McGill University",,"Avis, David"
3,Wagner's theorem and combinatorial enumeration of 3-polytopes(Computational Geometry and Discrete Geometry),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-03.pdf,"Department of Information Science, Tokyo Institute of Technology,Graduate School of Systems Management, University of Tsukuba,Faculty of Mathematics, Temple University",",,","Deza, Antoine,Fukuda, Komei,Rosta, Vera"
4,A solution for a polygon containment problem using sorting $X + Y$.(Computational Geometry and Discrete Geometry),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-04.pdf,Hiroshima University,,"Hernandez Barrera, Antonio"
5,凸多面体をめぐる`数え上げ'の組合せ論(計算幾何学と離散幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-05.pdf,北海道大学理学部,日比 孝之,"Hibi, Takayuki"
6,Computational Geometry and Linear Programming(Computational Geometry and Discrete Geometry),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-06.pdf,"Department of Information Science, University of Tokyo",,"Imai, Hiroshi"
7,Discrete Geometry and Davenport-Schinzel Sequence(Computational Geometry and Discrete Geometry),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-07.pdf,"Department of Information and System Engineering, Faculty of Science and Engineering, Chuo University",,"Imai, Keiko"
8,"Extremal Problems and Ramsey Properties of Ball, Box or Orthant containing many points in $R^d$ - And Combinatorics of Permutations(Computational Geometry and Discrete Geometry)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-08.pdf,"Department of Mathematics, Waseda University",,"ISHIGAMI, YOSHIYASU"
9,空間グラフについて(計算幾何学と離散幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-09.pdf,東京女子大学文理学部,小林 一章,"Kobayashi, Kazuaki"
10,閉曲面上のグラフの対角変形(計算幾何学と離散幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-10.pdf,横浜国立大学教育学部,根上 生也,"NEGAMI, Seiya"
11,Computational construction of W-graphs associated with Hecke algebras(Computational Geometry and Discrete Geometry),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-11.pdf,奈良女子大学理学部情報科学科,落合 豊行,"Ochiai, Mitsuyuki"
12,グラフの直線埋め込み問題について(計算幾何学と離散幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-12.pdf,東京理科大学理学部,徳永 伸一,"TOKUNAGA, Shin-ichi"
13,Int(P)$\cap\mathbf{Z}^n$={0}を満たす$\mathbf{R}^n$内の整凸多面体Pの双対多面体の体積の上限について(計算幾何学と離散幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-13.pdf,東北学院大学教養学部,,土橋 宏康
14,埋め込まれた曲面の接続可能性(計算幾何学と離散幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0872-14.pdf,東京大学理学部,吉田 研秀,"YOSHIDA, Kenshu"
