No.,title,link,Affiliation,Author in JPN,Author in ENG
1,特殊な四値論理を用いてWajsbergの三値論理公理系の改良 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-01.pdf,"明治大学工学部,明治大学工学部,明治大学計算センター","後藤 以紀,加王 森治,二宮 智子","GOTO,MOCHINORI,KAO,SHINJI,NINOMIYA,TOMOKO"
2,ある多値論理関数の性質とその構造 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-02.pdf,"防衛大学校,防衛大学校","古賀 義亮,村木 正博","KOGA,YOSHIAKI,MURAKI,MASAHIRO"
3,3値論理関数の閉集合の束について (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-03.pdf,電気通信大学,町田 元,"MACHIDA,HAJIME"
4,On a 3-Valued Logic Connected with Incomplete Information Data Bases (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-04.pdf,広島大学工学部,中村 昭,"NAKAMURA,AKIRA"
5,多値論理式の簡単化アルゴリズムについて (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-05.pdf,"大阪大学工学部,大阪大学工学部,大阪大学工学部","笹尾 勤,石川 啓二,寺田 浩詔","SASAO,TSUTOMU,ISHIKAWA,KEIJI,TERADA,HIRONORI"
6,3値順序回路 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-06.pdf,"関西大学工学部電子工学科,関西大学工学部電子工学科","村中 徳明,今西 茂","MURANAKA,TOKUAKI,IMANISHI,SHIGERU"
7,3値論理関数への節展開法の適用 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-07.pdf,"関西大学工学部電子工学科,関西大学工学部電子工学科","今西 茂,村中 徳明","IMANISHI,SHIGERU,MURANAKA,TOKUAKI"
8,多値多しきい値関数との類似性に着目したユーナリ関数の実現について (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-08.pdf,宮崎大学工学部,石塚 興彦,"ISHIZUKA,0KIHIKO"
9,正帰還形多値多しきい値論理ゲートの構成 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-09.pdf,"日本大学理工学部,日本大学理工学部","涌井 文雄,田中 正一","WAKUI,FUMIO,TANAKA,MASAICHI"
10,CMOSによる3値記憶回路 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-10.pdf,大分大学工学部,牟田 征一,"MUTA,SEIICHI"
11,遅延つき関数の完全性 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-11.pdf,東京都立大学,疋田 輝雄,"HIKITA,TERUO"
12,種々のファジィ前提をもつファジィ推論 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-12.pdf,大阪電気通信大学,水本 雅晴,"MIZUMOTO,MASAHARU"
13,多値論理を用いた画像処理専用プロセッサの構成 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-13.pdf,"東北大学工学部,東北大学工学部","亀山 充隆,樋口 龍雄","KAMEYAMA,MICHITAKA,HIGUCHI,TATSUO"
14,FUZZY論理関数の新しい標準形と数え上げへの応用 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-14.pdf,明治大学工学部,向殿 政男,"MUKAIDONO,MASAO"
15,対称3進巡回AN符号 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-15.pdf,"徳島文理大学,徳島大学工学部,京都大学工学部","大倉 良昭,島田 良作,長谷川 利治","OKURA,YOSHIAKI,SHIMADA,RYOSAKU,HASEGAWA,TOSHIHARU"
16,多安定問題として見たディジタルネットワークの同期問題 (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-16.pdf,"広島大学工学部,広島大学工学部,広島大学工学部,広島大学工学部","阿江 忠,相原 玲二,天満 尚ニ,戸井 哲也","AE,TADASHI,AIHARA,REIJI,TENMA,SHOJI,TOI,TETSUYA"
17,多値論理の研究状況について (多値論理およびその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0455-17.pdf,大阪府立工業高等専門学校,深山 徹,"MIYAMA,TORU"
