No.,title,link,Affiliation,Author in JPN,Author in ENG
1,An $\varepsilon$-Equilibrium Point of the Fractional Game (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1136-1.pdf,"秋田県立大学経営システム工学科,秋田県立大学経営システム工学科,新潟工科大学情報電子工学科","木村 寛,星野 満博,田中 謙輔","Kimura,Yutaka,Hoshino,Mitsuhiro,Tanaka,Kensuke"
2,On the partial cooperative games (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1136-2.pdf,"弘前大学理学研究科,弘前大学理工学部",",田中 環","Ayoshin,Dmitry A.,Tanaka,Tamaki"
3,Variational principles in Banach spaces and their parametrizations (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1136-3.pdf,"Department of Mathematics and Informatics, Sofia University 'St. Kl. Ohridski'",,"Georgiev,Pando Gr."
4,非線形時系列解析によるカオス性検定 (非線形解析学と凸解析学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1136-4.pdf,弘前大学理工学部知能機械システム工学科,宮野 尚哉,"Miyano,Takaya"
5,A weighted extension of Carleman's inequality (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1136-5.pdf,"福岡教育大学,山形大学工学部","原 卓哉,高橋 眞映","Hara,Takuya,Takahasi,Sin-Ei"
6,Strong Convergence Theorems with Compact Domains (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1136-6.pdf,東京工業大学情報理工学研究科,厚芝 幸子,"Atsushiba,Sachiko"
7,Banach空間における非拡大写像の不動点への強収束定理 (非線形解析学と凸解析学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1136-7.pdf,新潟大学自然科学研究科,鈴木 智成,"Suzuki,Tomonari"
8,点列的不動点近似法と制約可能性問題 (非線形解析学と凸解析学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1136-8.pdf,東京工業大学情報理工学研究科,高橋 渉,"Takahashi,Wataru"
9,鞍点型条件のもとでの発展方程式に対する周期解の存在について (非線形解析学と凸解析学の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1136-9.pdf,"横浜国立大学工学部,横浜国立大学工学部","平野 載倫,塩路 直樹","Hirano,Norimichi,Shioji,Naoki"
10,Facial structure of convex sets and some applications (Nonlinear Analysis and Convex Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1136-10.pdf,北海道教育大学旭川校,小室 直人,"Komuro,Naoto"
