No.,title,link,Affiliation,Author in JPN,Author in ENG
1,BRANCH LOCI AND MONODROMY OF NORMAL SINGULARITIES,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-1.pdf,"DEPARTMENT OF MATHEMATICS, OSAKA UNIVERSITY",,"NAMBA, MAKOTO"
2,Cubic hyper-resolutions of analytic varieties with hypersurface ordinary singularities of dimension $\le$ 5,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-2.pdf,"Department of Mathematics, College of Arts and Sciences, Kagoshima University",坪井 昭二,"TSUBOI, SHOJI"
3,The second pluri-genus of surface singularities,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-3.pdf,"筑波大学数学系,筑波大学数学研究科","渡辺 公夫,奥間 智弘","Watanabe, Kimio,Okuma, Tomohiro"
4,The Gauss map and the dual variety of real analytic submanifolds in a sphere or in hyperbolic space,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-4.pdf,東京都立大学理学部,卜部 東介,"Urabe, Tohsuke"
5,SEMIALGEBRAIC VERSION OF THOM'S SECOND ISOTOPY LEMMA,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-5.pdf,"Dept. of Math., Nagoya University",,"SHIOTA, MASAHIRO"
6,BLOW ANALYTIC MODULI OF ANALYTIC FUNCTIONS OF TWO VARIABLES : Dedicated to the Memory of Professor Etsuo Yoshinaga,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-6.pdf,,,"SUZUKI, MASAHIKO"
7,"The Kuo condition, Thom's type inequality and (c)-regularity",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-7.pdf,"Universite de Rennes I, Campus Beaulieu,Hyogo University of Teacher Education",",小池 敏司","Bekka, Karim,Koike, Satoshi"
8,解析関数の特異点の位相型 : 故吉永悦男氏の仕事(可微分写像の特異点論 : トポロジーと応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-8.pdf,"埼玉大学理学部,日本大学文理学部",",","福井 敏純,鈴木 正彦"
9,線織面上のある葉層構造について(可微分写像の特異点論 : トポロジーと応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-9.pdf,名古屋工業大学,佐伯 明洋,"SAEKI, Akihiro"
10,"Stable map-germ of corank1 の $\bar\sum^{n-p+1,}\underbrace{1,\ldots,1}_{k}(k=0,1,2,3,4)$について(可微分写像の特異点論 : トポロジーと応用)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-10.pdf,東京工業大学,友延 政彦,"Tomonobu, Masahiko"
11,CLASSIFICATION OF THE LOCAL SHADOWS OF MOVING SURFACES,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-11.pdf,"Department of Mathematics, North East Normal University",,"SUN, WEI-ZHI"
12,SINGULARITIES FOR PROJECTIONS OF CONTOUR LINES OF SURFACES ONTO PLANES,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-12.pdf,"Department of Mathematics, Faculty of Science, Hokkaido University",黒川 康宏,"KUROKAWA, YASUHIRO"
13,網状フロントの安定性とその分類について(可微分写像の特異点論 : トポロジーと応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-13.pdf,北海道大学理学部,塚田 考治,"Tsukada, Takaharu"
14,Special generic maps and the subsequent development,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-14.pdf,高知高等専門学校,佐久間 一浩,"SAKUMA, Kazuhiro"
15,Generic knots in tight contact 3-manifolds,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-15.pdf,"Department of Mathematics, Osaka University",足立 二郎,"ADACHI, Jiro"
16,Topology of plane trigonometric curves and a duality for strangeness of place curves derived from real pseudo-line arrangements,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-16.pdf,北海道大学大学院理学研究科,石川 剛郎,"ISHIKAWA, Goo"
17,Self-intersection set of a generic map and a characterization of embeddings,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-17.pdf,"Departamento de Matematica, ICMSC-USP,Department of Mathematics, Faculty of Science, Hiroshima University",",佐伯 修","BIASI, Carlos,SAEKI, Osamu"
18,ON THE NUMBER OF COMPLEX POINTS OF A SURFACE IN AN ALMOST COMPLEX 4-MANIFOLD,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-18.pdf,東京大学数理科学研究科,山田 裕一,"YAMADA, YUICHI"
19,Special generic map と $L^2$-Betti number(可微分写像の特異点論 : トポロジーと応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0952-19.pdf,大阪大学理学部,原 靖浩,"Hara, Yasuhiro"
