No.,title,link,Affiliation,Author in JPN,Author in ENG
1,LIFTING $\pi_1$- INJECTIVE SURFACES IMMERSED IN 3-MANIFOLDS : A BRIEF SURVEY (Low-Dimensional Topology of Tomorrow),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1272-1.pdf,"Department of Mathematics, The Master's College",松本 三郎,"Matsumoto,Saburo"
2,"Cocycle Knot Invariants, Quandle Extensions, and Alexander Matrices (Low-Dimensional Topology of Tomorrow)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1272-2.pdf,"University of South Alabama,University of South Alabama,University of South Florida,University of South Florida",",,,","Carter,J. Scott,Harris,Angela,Nikiforou,Marina Appiou,Saito,Masahico"
3,A Survey of Knot Concordance (Low-Dimensional Topology of Tomorrow),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1272-3.pdf,Cardinal Stritch University,,"Tamulis,Andrius"
4,Incompressible surfaces of arbitrarily high genus in 3-manifolds (Low-Dimensional Topology of Tomorrow),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1272-4.pdf,"Jilin Univ.,Beijing Univ.",",","Qiu,Ruifeng,Wang,Shicheng"
5,Graphic of 3-manifolds and its applications (Low-Dimensional Topology of Tomorrow),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1272-5.pdf,奈良女子大学理学部,小林 毅,"Kobayashi,Tsuyoshi"
6,On the Kleinian weight systems (Low-Dimensional Topology of Tomorrow),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1272-6.pdf,Steklov Inst. of Math.,,"Duzhin,Sergei"
7,Generalized volume and geometric structure of 3-manifolds (Low-Dimensional Topology of Tomorrow),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1272-7.pdf,早稲田大学理工学部数理科学科,村上 順,"Murakami,Jun"
8,Operator algebras and topological quantum field theory (Low-Dimensional Topology of Tomorrow),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1272-8.pdf,東京大学数理科学研究科,河東 泰之,"Kawahigashi,Yasuyuki"
9,ON DOUBLE TORUS FIBERED KNOTS (SURVEY) (Low-Dimensional Topology of Tomorrow),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1272-9.pdf,"学習院大学理学部,トロント大学","平澤 美可三,村杉 邦男","Hirasawa,Mikami,Murasugi,Kunio"
10,Knots and links in spatial graphs (Low-Dimensional Topology of Tomorrow),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1272-10.pdf,早稲田大学教育学部数学教室,谷山 公規,"Taniyama,Kouki"
