No.,title,link,Affiliation,Author in JPN,Author in ENG
1,一方向に伝わる水面波 : 概要 (流体力学における非定常問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0139-01.pdf,東京大学宇宙航空研究所,橋本 英典,"HASHIMOTO,HIDENORI"
2,Lagrange座標による水面波の解析 (流体力学における非定常問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0139-02.pdf,東京大学工学部,桑原 真二,"KUWABARA,SHINJI"
3,加速あるいは減速時における物体の伴流 (流体力学における非定常問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0139-03.pdf,九州大学応用力学研究所,種子田 定俊,"TANEDA,SADATOSHI"
4,ニ円柱まわりの低レイノルズ数の流れの実験 (流体力学における非定常問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0139-04.pdf,"和歌山工業高等専門学校,大阪府立大学工学部","中川 生一,肥田 金三","NAKAGAWA,SEIICHI,HIDA,KINZO"
5,Vortex Ringの運動と安定性 (流体力学における非定常問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0139-05.pdf,"東京電機大学,東京大学宇宙航空研究所","高尾 利治,神部 勉","TAKAO,TOSHIHARU,KAMBE,TSUTOMU"
6,Uzu-undo to Uzuito-Kinzi (流体力学における非定常問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0139-06.pdf,"東京大学工学部,東京大学理学部","高見 穎郎,桑原 邦郎","TAKAMI,HIDEO,KUWAHARA,KUNIO"
7,Navier-Stokesの方程式の数値解について (流体力学における非定常問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0139-07.pdf,鉄道技術研究所,川口 光年,"KAWAGUCHI,MITSUTOSHI"
8,Teizyou Mondai wo Toku Tetuzuki ni Kansuru Ni-San no Tyuui (流体力学における非定常問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0139-08.pdf,東京大学工学部,高見 穎郎,"TAKAMI,HIDEO"
9,車の流れにおける膨脹衝撃波 (流体力学における非定常問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0139-09.pdf,大阪府立大学工学部,肥田 金三,"HIDA,KINZO"
10,Unsteady Boundary Layer over a Flat Plate Started From Rest (流体力学における非定常問題),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0139-10.pdf,日本大学理工学部,谷 一郎,"TANI,ITIRO"
