No.,title,link,Affiliation,Author in JPN,Author in ENG
1,THE MARTIN AND ROYDEN COMPACTIFICATIONS OF TOKI COVERING SURFACES (Potential theory and fiber spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1783-01.pdf,名古屋工業大学,中井 三留,"NAKAI,MITSURU"
2,Gunning-Narasimhan's theorem with a growth condition : with F. Forstneric (Potential theory and fiber spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1783-02.pdf,名古屋大学多元数理科学研究科,大沢 健夫,"Ohsawa,Takeo"
3,極小有界等質領域上の Bergman 空間における合成作用素 (ポテンシャル論とファイバー空間),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1783-03.pdf,名古屋大学多元数理科学研究科,山路 哲史,"Yamaji,Satoshi"
4,QUANTITATIVE,,京都工芸繊維大学工芸科学研究科,奥山 裕介,"OKUYAMA,YUSUKE"
5,Pseudoconvex domains in the Hopf surface (Potential theory and fiber spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1783-05.pdf,"Indiana U.,滋賀大学","Levenberg Norman,山口 博史","Levenberg,Norman,Yamaguchi,Hiroshi"
6,ケーラー多様体内のレヴィ非平坦擬凸領域について (ポテンシャル論とファイバー空間),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1783-06.pdf,名古屋大学多元数理科学研究科,大沢 健夫,"Ohsawa,Takeo"
7,ON THE CURVATURE OF HOLOMORPHIC LINE BUNDLES WITH PARTIALLY VANISHING COHOMOLOGY (Potential theory and fiber spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1783-07.pdf,東京大学数理科学研究科,松村 慎一,"MATSUMURA,SHIN-ICHI"
8,ASYMPTOTIC ANALYSIS OF OSCILLATORY INTEGRALS AND LOCAL ZETA FUNCTIONS (Potential theory and fiber spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1783-08.pdf,"九州大学大学院数理学研究院,九州大学大学院数理学研究院","神本 丈,野瀬 敏洋","KAMIMOTO,JOE,NOSE,TOSHIHIRO"
9,Berndtsson・米谷・山口理論から見た等ケーラー複素変形と等複素ケーラー変形の一例 (ポテンシャル論とファイバー空間),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1783-09.pdf,名古屋大学多元数理科学研究科,大沢 健夫,"Ohsawa,Takeo"
10,Metric positivity of direct image sheaves of differential forms (Potential theory and fiber spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1783-10.pdf,東京大学数理科学研究科,高山 茂晴,"Takayama,Shigeharu"
11,Semipositivity of relative canonical bundles via Kahler-Ricci flows (Potential theory and fiber spaces),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1783-11.pdf,"Department of Mathematics  University of Paris VII,上智大学理工学部","Boucksom S.,辻 元","Boucksom,S.,Tsuji,Hajime"
