No.,title,link,Affiliation,Author in JPN,Author in ENG
1,流体の架橋による二表面間の引力について (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-1.pdf,筑波大学理工学研究科,坂入  信之,"Sakairi, Nobuyuki"
2,自由落下水膜の数理的課題 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-2.pdf,筑波大学システム情報工学研究科,京藤  敏達,"Kyotoh, Harumichi"
3,液体ジェットの安定性に及ぼす周囲流体および固体壁の影響 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-3.pdf,大阪大学基礎工学研究科,吉永  隆夫,"Yoshinaga, Takao"
4,レベルセット法を用いた非粘性液体シートの解析 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-4.pdf,"大阪大学基礎工学研究科,大阪大学基礎工学研究科,大阪大学基礎工学研究科","菅  健太郎,吉永  隆夫,杉本  信正","Kan, Kentarou,Yoshinaga, Takao,Sugimoto, Nobumasa"
5,球対称オイラー方程式の新しい対称性のクラスとその不変解 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-5.pdf,名古屋大学理学研究科,村田  宗一,"Murata, Souichi"
6,星雲方程式の弱解について (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-6.pdf,"佐賀大学理工学部,大阪大学基礎工学研究科","小林  孝行,鈴木  貴","Kobayashi, Takayuki,Suzuki, Takashi"
7,浅水波の振幅増大機構とKP方程式のある行列式解 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-7.pdf,"九州大学数理学研究院,九州大学応用力学研究所,九州大学応用力学研究所","丸野  健一,辻  英一,及川  正行","Maruno, Ken-ichi,Tsuji, Hidekazu,Oikawa, Masayuki"
8,連立非分散方程式の双対系の2ソリトン相互作用 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-8.pdf,"富山大学工学部,日本大学理工学部","角畠  浩,紺野  公明","Kakuhata, Hiroshi,Konno, Kimiaki"
9,磁性流体表面現象解析の3次元化 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-9.pdf,北海道大学工学研究科,水田  洋,"Mizuta, Yo"
10,Rayleigh-Benard対流におけるカオス遷移 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-10.pdf,広島大学理学研究科,八幡  英雄,"Yahata, Hideo"
11,水漏れ蛇口のカオス動力学 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-11.pdf,東京大学教育学研究科,清野  健,"Kiyono, Ken"
12,非線形SCHRODINGER方程式の爆発解とNELSON過程の道の幾何 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-12.pdf,大阪大学基礎工学研究科数理教室,名和  範人,"Nawa, Hayato"
13,超音波エレクトロニクス : 非線形音響学の応用 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-13.pdf,同志社大学工学部,渡辺  好章,"Watanabe, Yoshiaki"
14,非線形バネで連接された剛体はり系における局在モード (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-14.pdf,"大阪大学基礎工学研究科,大阪大学基礎工学研究科","渡辺  陽介,杉本  信正","Watanabe, Yosuke,Sugimoto, Nobumasa"
15,非線形格子における動く局在モードの数値計算法 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-15.pdf,"NTTコミュニケーション科学基礎研究所,京都大学工学研究科","吉村  和之,土井  祐介","Yoshimura, Kazuyuki,Doi, Yusuke"
16,Kink Internal Modes and Kink Mobility in Klein-Gordon Lattices without Peierls-Nabarro Potential (Mathematical Aspects and Applications of Nonlinear Wave Phenomena),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-16.pdf,"東京大学生産技術研究所,,東京大学生産技術研究所",",,吉川  暢宏","Dmitriev, S.V.,Kevrekidis, P.G.,Yoshikawa, N."
17,2流体モデルに基づく気泡流中の分散波動 (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-17.pdf,"北海道大学工学研究科,北海道大学工学研究科,北海道大学工学研究科","矢野  猛,江頭  竜,藤川  重雄","Yano, Takeru,Egashira, Ryu,Fujikawa, Shigeo"
18,浅水系におけるジェットの非定常運動に伴う重力波放射について (波の非線形現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1430-18.pdf,"京都大学理学研究科,京都大学理学研究科,京都大学理学研究科","杉本  憲彦,石岡  圭一,余田  成男","Sugimoto, Norihiko,Ishioka, Keiichi,Yoden, Shigeo"
