No.,title,link,Affiliation,Author in JPN,Author in ENG
1,A New Formulation for Stochastic Linear Complementarity Problems (Numerical Analysis and New Information Technology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-1.pdf,"弘前大学理工学部,京都大学情報学研究科","陳  小君,福島  雅夫","Chen, Xiaojun,Fukushima, Masao"
2,非対称行列から生成された対称行列に対するCG法 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-2.pdf,"筑波大学図書館情報学系,東京大学工学系研究科,早稲田大学理工学研究科","長谷川  秀彦,曽我部  知広,荻田  武史","Hasegawa, Hidehiko,Sogabe, Tomohiro,Ogita, Takeshi"
3,CG法の最近の前処理のロバスト性と効率化について : 閾値によるドロッピングと対角緩和処理 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-3.pdf,九州大学情報基盤センター,藤野  清次,"Fujino, Seiji"
4,Bi-CR法の積型解法について (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-4.pdf,"東京大学工学系研究科,東京大学工学系研究科","曽我部  知広,張  紹良","Sogabe, Tomohiro,Zhang, Shao-Liang"
5,特異値分解アルゴリズムにおける適応的ピボット選択を用いた行列の二重対角化 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-5.pdf,"福井大学工学研究科,福井大学工学部,福井大学工学部","鉾田  雅之,細田  陽介,長谷川  武光","Hokoda, Msayuki,Hosoda, Yohsuke,Hasegawa, Takemitsu"
6,拡張ストラッセン法の連立1次方程式への応用 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-6.pdf,"早稲田大学,早稲田大学,株式会社日立製作所","古井  充,鈴木  健二,後  保範","Furui, Mitsuru,Suzuki, Kenji,Ushiro, Yasunori"
7,拡張Strassen法による連立一次方程式の精度保証 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-7.pdf,"早稲田大学理工学研究科,早稲田大学理工学研究科,日立製作所エンタープライズサーバ事業部,早稲田大学理工学部","森山  敦史,荻田  武史,後  保範,大石  進一","Moriyama, Atsushi,Ogita, Takeshi,Ushiro, Yasunori,Oishi, Shin'ichi"
8,Navier-Stokes方程式の解に対する数値的検証の現状と動向 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-8.pdf,九州大学情報基盤センター,渡部  善隆,"Watanabe, Yoshitaka"
9,パス追跡回路 : 式を回路で記述するSPICE指向型数値解析法 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-9.pdf,"中央大学理工学部電気電子情報通信工学科,中央大学理工学部電気電子情報通信工学科","山村  清隆,大熊  秀明","Yamamura, Kiyotaka,Okuma, Hideaki"
10,自動微分法とシンプレクティック積分法を用いたグラフィックス描画法 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-10.pdf,独立行政法人通信総合研究所,佐藤  哲,"Satoh, Tetsu R."
11,脳磁界逆問題で生じる連立代数方程式の数値解法 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-11.pdf,"総合研究大学院大学情報学専攻,東京大学情報学環,国立情報学研究所","石井  政行,奈良  高明,速水  謙","Ishii, Masayuki,Nara, Takaaki,Hayami, Ken"
12,"Two Generalizations of the Projected Gradient Method for Convexly Constrained Inverse Problems : Hybrid steepest descent method, Adaptive projected subgradient method (Numerical Analysis and New Information Technology)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-12.pdf,"東京工業大学理工学研究科,東京工業大学精密工学研究所","山田  功,小倉  信彦","Yamada, Isao,Ogura, Nobuhiko"
13,無制約最適化問題に対するハイブリッド型共役勾配法の大域的収束性について (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-13.pdf,"東京理科大学,東京理科大学","富塚  博崇,矢部  博","Tomiduka, Hirotaka,Yabe, Hiroshi"
14,残差ノルムの収束判定を用いる適応的なGMRES($\le m_{max}$)法 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-14.pdf,"青山学院大学理工学部,慶応義塾大学理工学部","森屋  健太郎,野寺  隆","Moriya, Kentaro,Nodera, Takashi"
15,オプション価格評価のための高性能計算技術 : 高速多重極展開法と二重指数型数値積分公式の適用 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-15.pdf,名古屋大学計算理工学専攻,山本  有作,"Yamamoto, Yusaku"
16,Data Stream Mining: selected tools & algorithms (Numerical Analysis and New Information Technology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-16.pdf,日本アイビーエム株式会社東京基礎研究所,小林  メイ,"Kobayashi, Mei"
17,Ninf-Gによるネットワーク数値計算ライブラリーの提供 (数値解析と新しい情報技術),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1362-17.pdf,"スイミーソフトウェア株式会社,日本ビジュアルニューメリックス株式会社,産業技術総合研究所,産業技術総合研究所","藤田  有哉,寺内  和也,田中  良夫,関口  智嗣","Fujita, Ariya,Terauchi, Kazuya,Tanaka, Yoshio,Sekiguchi, Satoshi"
