No.,title,link,Affiliation,Author in JPN,Author in ENG
1,On some subclasses of univalent functions (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-1.pdf,",近畿大学理工学部",",尾和  重義","Acu, Mugur,Owa, Shigeyoshi"
2,On a subclass of $n$-starlike functions (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-2.pdf,",近畿大学理工学部",",尾和  重義","Acu, Mugur,Owa, Shigeyoshi"
3,Some Doubly Infinite and Mixed Infinite Sums derived from The N-Fractional Calculus of A Logarithmic Function : with Some Examinations (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-3.pdf,"デカルト出版,,","西本  勝之,,","Nishimoto, Katsuyuki,Romero, Susana S. de,Prieto, Ana I."
4,"Some Doubly Infinite, Finite and Mixed Infinite Sums derived from the N-Fractional Calculus of A Power Function : with Some Examinations (Coefficient Inequalities in Univalent Function Theory and Related Topics)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-4.pdf,"デカルト出版,","西本  勝之,","Nishimoto, Katsuyuki,Romero, Susana S. de"
5,A note on the length of starlike functions (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-5.pdf,"群馬大学名誉教授,近畿大学理工学部,群馬工業高等専門学校","布川  護,尾和  重義,斎藤  斉","Nunokawa, Mamoru,Owa, Shigeyoshi,Saitoh, Hitoshi"
6,Some Coefficient Inequalities and Distortion Bounds Associated with Certain New Subclasses of Analytic Functions (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-6.pdf,"近畿大学理工学部,近畿大学理工学部,","尾和  重義,落合  恭平,","Owa, Shigeyoshi,Ochiai, Kyohei,Srivastava, H.M."
7,Integral means for starlike and convex functions with negative coefficients (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-7.pdf,"近畿大学理工学部,,近畿大学理工学部,近畿大学理工学部","尾和  重義,,八木  大介,西脇  純一","Owa, Shigeyoshi,Pascu, Mihai,Yagi, Daisuke,Nishiwaki, Junichi"
8,Notes on Sakaguchi functions (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-8.pdf,"近畿大学理工学部,日本大学薬学部,芝浦工業大学工学部","尾和  重義,関根  忠行,山川  陸夫","Owa, Shigeyoshi,Sekine, Tadayuki,Yamakawa, Rikuo"
9,On certain subclasses of analytic functions involving a linear operator (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-9.pdf,群馬工業高等専門学校,斎藤  斉,"Saitoh, Hitoshi"
10,SOME COEFFICIENT INEQUALITIES AND NEIGHBORHOOD PROPERTIES ASSOCIATED WITH ANALYTIC FUNCTIONS OF COMPLEX ORDER (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-10.pdf,"Department of Mathematics and Statistics, University of Victoria",,"Srivastava, H.M."
11,ON UNIVALENCE CRITERIA FOR MEROMORPHIC FUNCTIONS (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-11.pdf,広島大学理学研究科,須川  敏幸,"Sugawa, Toshiyuki"
12,The Hypergeometric Series and Trigonometric Sums (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-12.pdf,茨城大学理学部,高野  勝男,"Takano, Katsuo"
13,Subordination and Extreme Point Theory (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-13.pdf,"東京電機大学工学部,日本大学薬学部","鶴見  和之,関根  忠行","Tsurumi, Kazuyuki,Sekine, Tadayuki"
14,On sufficient conditions for Caratheodory functions (Coefficient Inequalities in Univalent Function Theory and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1414-14.pdf,",近畿大学理工学部,近畿大学理工学部",",尾和  重義,落合  恭平","Yang, Dingong [Dinggong],Owa, Shigeyoshi,Ochiai, Kyohei"
