No.,title,link,Affiliation,Author in JPN,Author in ENG
1,On congruences concerning the number of group homomorphisms between groups(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-01.pdf,"Department of Mathematics, Kinki University",,"Asai, Tsunenobu"
2,Decompositions of the Trivial Module(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-02.pdf,"Department of Mathematics, University of Georgia",,"CARLSON, JON F."
3,On some periodic modules for group algebras of finite groups(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-03.pdf,千葉大学自然科学研究科,飛田 明彦,"Hida, Akihiko"
4,Basic Sets and Degree Equations for Blocks of Finite Groups(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-04.pdf,九州産業大学,池田 和興,"Ikeda, Kazuoki"
5,On Auslander-Reiten components for group algebras of finite groups(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-05.pdf,大阪市立大学理学部,河田 成人,"KAWATA, Shigeto"
6,On Regular Algebras(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-06.pdf,Naruto University of Education,小林 滋,"Kobayashi, Shigeru"
7,"$SL(2, 2^n)$のquiverとrelation:標数2の代数的閉体上(有限群と代数の表現論)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-07.pdf,千葉大学自然科学研究科,越田 均,"Koshita, Hitoshi"
8,A Quiver and Relations for Some Group Algebras of Finite Groups(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-08.pdf,千葉大学理学部,越谷 重夫,"KOSHITANI, Shigeo"
9,The subring of universally stable elements in a cohomology ring(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-09.pdf,東北工業大学,小川 淑人,"Ogawa, Yoshito"
10,"Projective Indecomposable Modules of $SL(2, P^2)$(Representation Theory of Finite Groups and Algebras)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-10.pdf,大阪市立大学,奥山 哲郎,"Okuyama, Tetsuro"
11,The mod $p$ cohomology algebras of finite groups with metacyclic Sylow $p$-subgroups(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-11.pdf,"Department of Mathematics, Faculty of Education, Yamaguchi University",佐々木 洋城,"SASAKI, HIROKI"
12,ON UNIVERSAL COVERING OF ALGEBRAS(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-12.pdf,山梨大学教育学部数学教室,佐藤 真久,"SATO, MASAHISA"
13,正標数のリー環の表現とその量子化(有限群と代数の表現論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-13.pdf,筑波大学数学系,竹内 光弘,"Takeuchi, Mitsuhiro"
14,Graded algebras associated with indecomposable vector bundles over an elliptic curve(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-14.pdf,"Department of Mathematics, Hirosaki University",,"Tambara, D."
15,On some results of the cohomology of extra special p-groups(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-15.pdf,"琉球大学理学部,茨城大学教育学部","手塚 康誠,柳田 伸顕","Tezuka, M.,Yagita, N."
16,Stable Equivalences ついて(有限群と代数の表現論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-16.pdf,埼玉大学教育学部,若松 隆義,"Wakamatsu, Takayoshi"
17,A remark on Alperin's conjecture(Representation Theory of Finite Groups and Algebras),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0877-17.pdf,熊本大学教養部,渡辺 アツミ,"WATANABE, Atumi"
