No.,title,link,Affiliation,Author in JPN,Author in ENG
1,円柱列を過ぎる流れの安定性(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-1.pdf,"同志社大学工学部,同志社大学工学部","水島 二郎,武本 幸生","Mizushima, Jiro,Takemoto, Yukio"
2,斜め円柱上の付着線に沿う流れの多重不安定性(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-2.pdf,航空宇宙技術研究所,伊藤 信毅,"Itoh, Nobutake"
3,渦輪の不安定性(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-3.pdf,"名古屋工業大学,名古屋工業大学","矢島 雅,後藤 俊幸","Yajima, Masashi,Gotoh, Toshiyuki"
4,曲がり管内流のGortler型撹乱に対する非線形安定性(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-4.pdf,"同志社大学工学部,岡山大学工学部,同志社大学工学部","水島 二郎,柳瀬 眞一郎,吉澤 卓","MIZUSHIMA, Jiro,YANASE, Shinichiro,YOSHIZAWA, Taku"
5,順圧不安定による擾乱発達の上限値問題(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-5.pdf,東京大学大学院数理科学研究科,,石岡 圭一
6,球殻Couette流の非軸対象流への遷移(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-6.pdf,"核融合科学研究所,同志社大学工学部,岡山大学工学部","荒木 圭典,水島 二郎,柳瀬 眞一郎","Araki, Keisuke,Mizushima, Jiro,Yanase, Shinichiro"
7,高次局所誘導近似について(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-7.pdf,"九州大学大学院数理学研究院,大阪市立大学理学部","福本 康秀,宮嶋 光治","Fukumoto, Yashu[su]hide,Miyajima, Mitsuharu"
8,一様等方乱流における速度場のゆらぎとカオス : 渦度場の幾何学的構造(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-8.pdf,"九州大学大学院総合理工学研究科,日本原子力研究所東海研究所,日本原子力研究所東海研究所",",,","跡部 隆,蕪木 英雄,渡辺 正"
9,乱流速度場の統計分布とClosure Model(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-9.pdf,都立大学理学部,,冨山 泰伸
10,NWTによるKolmogorov(1962)相似仮説の検証(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-10.pdf,"電気通信大学,電気通信大学,航空宇宙技術研究所","細川 巖,生出 伸一,山本 稀義","Hosokawa, Iwao,Oide, Shin-ichi,Yamamoto, Kiyoshi"
11,太陽コロナにおけるMHDエネルギー緩和と磁気再結合(渦度場の幾何学的構造と乱流統計),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0972-11.pdf,広島大学理学部,草野 完也,"Kusano, Kanya"
