No.,title,link,Affiliation,Author in JPN,Author in ENG
1,水面波の砕波に対する簡便な数値モデルの開発に向けて(非線形波動の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1483-1.pdf,"岐阜大学工学部,岐阜大学工学部","田中 光宏,佐藤 寛之","TANAKA, Mitsuhiro,SATO, Hiroyuki"
2,海面波動研究の歴史と今後の課題 : 非線形波動現象の予測の必要性について(非線形波動の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1483-2.pdf,東京大学工学系研究科環境海洋工学専攻,早稲田 卓爾,"Waseda, Takuji"
3,ある非局所分散性を持つ系での孤立波の二次元相互作用について(非線形波動の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1483-3.pdf,"九州大学応用力学研究所,,九州大学応用力学研究所","辻 英一,,及川 正行","TSUJI, Hidekazu,Porubov, A.V.,OIKAWA, Masayuki"
4,定常乱流の平均場について(非線形波動の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1483-4.pdf,"大阪大学基礎工学研究科,大阪大学基礎工学研究科","澤田 謙,鈴木 貴","Sawada, Ken,Suzuki, Takashi"
5,Kuramoto-Sivashinsky 方程式における射影演算子法の有効性(非線形波動の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1483-5.pdf,九州大学応用力学研究所,岡村 誠,"OKAMURA, Makoto"
6,高速に回転する球面上の2次元順圧減衰性乱流(非線形波動の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1483-6.pdf,"京都大学数理解析研究所,京都大学数理解析研究所,北海道大学大学院理学研究科","竹広 真一,山田 道夫,林 祥介","Takehiro, Shin-ichi,Yamada, Michio,Hayashi, Yoshi-Yuki"
7,浅水系における非定常なジェット流からの重力波放射 : パラメータスイープ実験(非線形波動の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1483-7.pdf,"名古屋大学大学院工学研究科,京都大学大学院理学研究科","杉本 憲彦,石岡 圭一","Sugimoto, Norihiko,Ishioka, Keiichi"
8,大気大循環に観られる $E = mc^2$ の法則(非線形波動の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1483-8.pdf,筑波大学計算科学研究センター,田中 博,"Tanaka, Hiroshi L."
9,大気重力波と気象学との関わり(非線形波動の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1483-9.pdf,東京大学大学院理学系研究科地球惑星科学専攻,佐藤 薫,"Sato, Kaoru"
10,熱音響現象の理解と応用を目指して(非線形波動の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1483-10.pdf,愛知教育大学理科教育講座,矢崎 太一,"Yazaki, Taichi"
