No.,title,link,Affiliation,Author in JPN,Author in ENG
1,樹木上の自己共役作用素のみたすGreen関数(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-01.pdf,名古屋大学理学部,青本 和彦,"AOMOTO, K."
2,いくつかの凸な物体に対する散乱行列の極について(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-02.pdf,大阪大学理学部,井川 満,"Ikawa, Mitsuru"
3,$\mathbb{Q}$上のガロア群とモノドロミー(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-03.pdf,東京大学理学部,,伊原 康隆
4,Super KP系、OS$_p$-Super KP系(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-04.pdf,早稲田大学理工学部,上野 喜三雄,"UENO, Kimio"
5,Conformal Field Theory over $\mathbb{Z}$,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-05.pdf,京都大学理学部数学教室,上野 健爾,"UENO, Kenji"
6,KM$_2$O-ランジュヴァン方程式の理論(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-06.pdf,北海道大学理学部,岡部 靖憲,"OKABE, YASUNORI"
7,マイクロ双曲型混合問題について(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-07.pdf,"東京大学理学部,東京大学理学部","片岡 清臣,戸瀬 信之","KATAOKA, KIYOMI,TOSE, NOBUYUKi"
8,実解析パラメータを持つ超函数について(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-08.pdf,東京大学教養学部,金子 晃,"KANEKO, Akira"
9,"""Fundamental Principle"" と $\vartheta$-zerovalue(代数解析学の展望)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-09.pdf,"京都大学数理解析研究所,京都大学理学部","河合 隆裕,竹井 義次","KAWAI, Takahiro,TAKEI, Yoshitsugu"
10,A,,筑波大学数学系,木村 達雄,"Kimura, Tatsuo"
11,The,,Research Institute for Mathematical Sciences,佐藤 幹夫,"Sato, Mikio"
12,Commuting,,電気通信大学,関口 次郎,"SEKIGUCHI, Jiro"
13,普遍グラスマン多様体とアノマリー(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-13.pdf,数理解析研究所,高崎 金久,"TAKASAKI, Kanehisa"
14,可解格子模型(I)(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-14.pdf,"京都大学教養学部,東京大学教養学部,京都大学数理解析研究所","伊達 悦朗,国場 敦夫,三輪 哲二[他]","DATE, Etsuro,KUNIBA, Atsuo,MIWA, Tetsuji"
15,FUCHS型偏微分方程式の局所可解性と境界値問題(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-15.pdf,上智大学理工学部,田原 秀敏,"TAHARA, Hidetoshi"
16,重力場の量子論の拡張とリー超代数の新しい非線形実現(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-16.pdf,京都大学数理解析研究所,中西 襄,"Nakanishi, Noboru"
17,楕円曲面のモノドロミー(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-17.pdf,京都大学数理解析研究所,成木 勇夫,"Naruki, Isao"
18,戸田格子 : 微分から差分へ・差分から微分へ(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-18.pdf,広島大学工学部,広田 良吾,"Hirota, Ryogo"
19,Duality,,"Mathematical Institute, Tohoku University",森田 康夫,"MORITA, Yasuo"
20,解析汎関数の球面調和展開(代数解析学の展望),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0675-20.pdf,上智大学理工学部,森本 光生,"MORIMOTO, Mitsuo"
