No.,title,link,Affiliation,Author in JPN,Author in ENG
1,On the Reconstruction of a Graph (Combinatorial Structure and Graph Theory),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-01.pdf,"東海大学理学部,上智大学理工学部","恵羅 博,斉藤 友克","ERA,HIROSHI,SAITO,TOMOKATSU"
2,グラフ方程式について (組合せ構造とグラフ理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-02.pdf,"日本医科大学,東京理科大学理学部,日本医科大学","秋山 仁,浜田 隆資,金子 紀美子","AKIYAMA,JIN,HAMADA,TAKASHI,KANEKO,KIMIKO"
3,距離可移グラフと完全コードについて (組合せ構造とグラフ理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-03.pdf,"茨城大学理学部,東京理科大学","北村 泰一,佐藤 厳","KITAMURA,TAIICHI,SATO,IWAO"
4,Principle of Inclusion-Exclusion on Partially Ordered Sets (Combinatorial Structure and Graph Theory),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-04.pdf,東海大学理学部,成島 弘,"NARUSHIMA,HIROSHI"
5,On the Number of Chains in a Hasse Diagram (Combinatorial Structure and Graph Theory),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-05.pdf,東海大学理学部,成島 弘,"NARUSHIMA,HIROSHI"
6,マトロイド間の射について (組合せ構造とグラフ理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-06.pdf,"専修大学経営学部,大阪大学基礎工学部,電子技術総合研究所数理基礎","佐藤 創,小林 欣吾,星 守","SATO,HAJIME,KOBAYASHI,KINGO,HOSHI,MAMORU"
7,埋蔵問題と被覆問題について (組合せ構造とグラフ理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-07.pdf,"日本医科大学,東海大学理学部,日本医科大学,上智大学理学部,東京理科大学","秋山 仁,恵羅 博,金子 紀美子,斉藤 友克,佐藤 厳","AKIYAMA,JIN,ERA,HIROSHI,KANEKO,KIMIKO,SAITO,TOMOKATSU,SATO,IWAO"
8,極大2部マトロイドについて (組合せ構造とグラフ理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-08.pdf,"東北大学工学部,東北大学工学部,東北大学工学部","浅野 孝夫,西関 隆夫,斎藤 伸自","ASANO,TAKAO,NISHIZEKI,TAKAO,SAITO,NOBUJI"
9,ランダムグラフの統計的解析 (組合せ構造とグラフ理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-09.pdf,"東北大学工学部,富士通株式会社,東北大学工学部,東北大学工学部","高見沢 一彦,滝内 政昭,西関 隆夫,斎藤 伸自","TAKAMIZAWA,KAZUHIKO,TAKIUCHI,MASAAKI,NISHIZEKI,TAKAO,SAITO,NOBUJI"
10,最大カットの近似算法 (組合せ構造とグラフ理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-10.pdf,"東北大学工学部,東北大学工学部,東北大学工学部","小川 秀直,西関 隆夫,斎藤 伸自","OGAWA,HIDENAO,NISHIZEKI,TAKAO,SAITO,NOBUJI"
11,有限体上のニ重周期系列 : 最大周期平面 (組合せ構造とグラフ理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-11.pdf,相模工業大学,阪田 省二郎,"SAKATA,SHOJIRO"
12,$Z_q$の上の線型フィードバック・シフトレジスタについて (組合せ構造とグラフ理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0333-12.pdf,日本電気株式会社中央研究所,中村 勝洋,"NAKAMURA,KATSUHIRO"
