No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Two properties added to $M_3$-spaces (Unsolved Problems and its Progress in General・Geometric Topology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-1.pdf,上越教育大学,溝上  武実,"Mizokami, Takemi"
2,Group topologies on the complex numbers which make certain geometric sequences converge (Unsolved Problems and its Progress in General・Geometric Topology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-2.pdf,"常葉学園大学教育学部,静岡大学教育学部","村瀬  信之,大田  春外","Murase, Nobuyuki,Ohta, Haruto"
3,The construction of $P$-expansive maps of regular continua : A geometric approach (Unsolved Problems and its Progress in General・Geometric Topology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-3.pdf,筑波大学数学研究科,新井  達也,"Arai, Tatsuya"
4,Shadowing properties of hyperbolic homeomorphisms (Unsolved Problems and its Progress in General・Geometric Topology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-4.pdf,神奈川大学工学部,酒井  一博,"Sakai, Kazuhiro"
5,Spaces of upper semi-continuous multi-valued functions (Unsolved Problems and its Progress in General・Geometric Topology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-5.pdf,筑波大学数学研究科,上原  成功,"Uehara, Shigenori"
6,Normally supercompact spaces and completely distributive poset (Unsolved Problems and its Progress in General・Geometric Topology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-6.pdf,"Department of Mathematics, Shaanxi Normal University",楊  忠強,"Yang, Zhongqiang"
7,1次元コンパクト距離空間の積空間へ埋め込めないコンパクト距離空間について (一般・幾何学的位相における未解決問題とその展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-7.pdf,大阪教育大学数理科学,小山  晃,"Koyama, Akira"
8,Homeomorphism groups of 2-manifolds and spaces of embeddings into 2-manifolds (Unsolved Problems and its Progress in General・Geometric Topology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-8.pdf,京都工芸繊維大学工芸学部,矢ヶ崎  達彦,"Yagasaki, Tatsuhiko"
9,"Metrizability of GO-spaces, and $k$-spaces (Unsolved Problems and its Progress in General・Geometric Topology)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-9.pdf,東京学芸大学,田中  祥雄,"Tanaka, Yoshio"
10,GO空間に関する問題とその周辺 (一般・幾何学的位相における未解決問題とその展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-10.pdf,東京家政学院大学,細渕  昌美,"Hosobuchi, Masami"
11,A category of continuous maps (Unsolved Problems and its Progress in General・Geometric Topology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-11.pdf,岡山大学自然科学研究科,,"Buhagiar, David"
12,Almost $n$-dimensional spaces (Unsolved Problems and its Progress in General・Geometric Topology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1107-12.pdf,筑波大学数学系,,"Levin, Michael"
