No.,title,link,Affiliation,Author in JPN,Author in ENG
1,ON WEAK$^\ast$ CONTINUOUS CHARACTERS AND WEAK SPECTRA(Recent Developments in Theory of Operators and Its Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-1.pdf,"Department of Mathematics, College of Natural Sciences, Kyungpook National University",,"Jung, Il Bong"
2,作用素の $q$-正定値性と $q$-正規拡大について(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-2.pdf,九州大学大学院芸術工学研究院,太田 昇一,"Ota, Schoichi"
3,SYMMETRIC OPERATOR WORD EQUATIONS(Recent Developments in Theory of Operators and Its Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-3.pdf,"DEPARTMENT OF MATHEMATICS, KYUNGPOOK NATIONAL UNIVERSITY",,"LIM, YONGDO"
4,EXTREMAL PROBLEM OF A QUADRATICALLY HYPONORMAL WEIGHTED SHIFT(Recent Developments in Theory of Operators and Its Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-4.pdf,"Department of Mathematics, College of Natural Sciences, Kyungpook National University",,"Lee, Hee Yul"
5,FURUTA 不等式に対する差版のKANTOROVICH 型不等式について(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-5.pdf,芝浦工業大学工学部,瀬尾 祐貴,"Seo, Yuki"
6,解析関数からなる関数空間の等距離線形作用素について(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-6.pdf,山形大学名誉教授,岡安 隆照,"Okayasu, Takateru"
7,RICCATI 不等式について(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-7.pdf,"大阪教育大学,大阪教育大学,茨城大学","藤井 淳一,藤井 正俊,中本 律男","Fujii, Jun Ichi,Fujii, Masatoshi,Nakamoto, Ritsuo"
8,Riccati 方程式をめぐって(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-8.pdf,"大阪教育大学,大阪教育大学,茨城大学","藤井 淳一,藤井 正俊,中本 律男","Fujii, Jun Ichi,Fujii, Masatoshi,Nakamoto, Ritsuo"
9,密行列固有値解法の最近の発展 : マルチシフト QR 法とその収束理論に向けて(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-9.pdf,名古屋大学大学院計算理工学専攻,山本 有作,"Yamamoto, Yusaku"
10,Concrete examples of operator monotone functions obtained by only applying Lowner-Heinz inequality(Recent Developments in Theory of Operators and Its Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-10.pdf,東京理科大学,古田 孝之,"Furuta, Takayuki"
11,$L^2 ( \mathbb{T}^2)$ の不変部分空間の形について(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-11.pdf,"(株)ディスコ,新潟大学理学部","長谷川 敦史,斎藤 吉助","Hasegawa, Atsushi,Saito, Kichi-Suke"
12,クラス A 作用素等のQuasinilpotent part(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-12.pdf,"東北薬科大学,仙台電波高等専門学校,",",,,,","棚橋 浩太郎,内山 敦,(,,Jeon, I.H.)"
13,Stability of delay difference equations and its applications(Recent Developments in Theory of Operators and Its Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-13.pdf,東京理科大学理学部,石渡 恵美子,"Ishiwata, Emiko"
14,Some results on Tsallis entropies in quantum system(Recent Developments in Theory of Operators and Its Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-14.pdf,"Department of Electronics and Computer Sciences, Tokyo University of Science",,"Furuichi, Shigeru"
15,一般化された安藤・日合の定理によるフルタ不等式の一般化(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-15.pdf,前橋工科大学,,亀井 栄三郎
16,行列関数とユニタリ不変ノルム(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-16.pdf,島根大学総合理工学部,内山 充,"Uchiyama, Mitsuru"
17,Order preserving operator inequalities with operator monotone functions(Recent Developments in Theory of Operators and Its Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-17.pdf,東京理科大学理学部,柳田 昌宏,"Yanagida, Masahiro"
18,Banach 空間上の三角不等式について(線形作用素の理論と応用に関する最近の発展),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-18.pdf,山形大学工学部,高橋 眞映,"Takahasi, Sin-Ei"
19,Upper and lower bounds of numerical radius and an equality condition(Recent Developments in Theory of Operators and Its Applications),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1535-19.pdf,神奈川大学,山崎 丈明,"Yamazaki, Takeaki"
