No.,title,link,Affiliation,Author in JPN,Author in ENG
1,ゲルトラー渦の発生と成長(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-01.pdf,航空宇宙技術研究所,伊藤 信毅,"Itoh, Nobutake"
2,二次元 Jet の非線形安定性 : 偶奇両モードを含む4波間の近共鳴(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-02.pdf,"日本原子力研究所,相模工業大学,岡山大学工学部","藤村 薫,水島 二郎,柳瀬 真一郎","FUJIMURA, Kaoru,MIZUSHIMA, Jiro,YANASE, Shinichiro"
3,熱対流における二次元撹乱の非線形発展(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-03.pdf,"相模工業大学,東邦大学医学部,日本原子力研究所","水島 二郎,斉藤 善雄,藤村 薫","Mizushima, Jiro,Saito, Yoshio,Fujimura, Kaoru"
4,鉛直壁面を流れる粘性流体膜上の波動(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-04.pdf,東京大学工学部,仲矢 長次,"Nakaya, Choji"
5,回転二重円筒間の前乱流状態 その2(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-05.pdf,"電気通信大学,電気通信大学","大路 通雄,天谷 賢児","Ohji, Michio,Amagai, Kenji"
6,2次元流の複素特異性について(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-06.pdf,京都大学数理解析研究所,木田 重雄,"Kida, Shigeo"
7,"2次元乱流は""乱流""か?(乱流場の特異性と統計理論 II)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-07.pdf,"京都大学数理解析研究所,京都大学理学部物理学科,京都大学理学部物理学科","木田 重雄,山田 道夫,大木谷 耕司","Kida, Shigeo,Yamada, Michio,Ohkitani, Koji"
8,Intermittency と Phase correlation(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-08.pdf,東京大学理学部,真田 勉,"Sanada, Tsutomu"
9,完全流体における3次元渦運動の解の構造(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-09.pdf,名古屋大学工学部,,桑原 真二
10,乱流のカスケード方程式の動的スケーリング関数(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-10.pdf,中央大理工学部,,中野 徹
11,Improved Monte Carlo Approach to Turbulence,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-11.pdf,岩手大学工学部,細川 巌,"Hosokawa, Iwao"
12,Lagrangian Renormalized Closure の一般的表現とその応用(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-12.pdf,"名古屋大学工学部,名古屋大学工学部","金田 行雄,後藤 俊幸","Kaneda, Yukio,Gotoh, Toshiyuki"
13,A numerical study of a Lagrangian renormalized closure for two-dimensional anisotropic turbulence,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-13.pdf,"Department of System Engineering, Nagoya Institute of Technology,Department of Applied Physics, Nagoya University",",","Gotoh, T.,Kaneda, Y."
14,2応答関数に基く乱流理論と定常乱流へのその応用(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-14.pdf,都立大学理学部,冨山 泰伸,"Tomiyama, Yasunobu"
15,一様軸対称乱流の等方化(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-15.pdf,"東邦大学医学部医学科物理学研究室,東邦大学医学部医学科物理学研究室","中内 紀彦,大嶋 洋","Nakauchi, Norihiko,Oshima, Hiroshi"
16,Statistical closure using bulk properties for turbulent shear flows,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-16.pdf,,吉澤 徴,"Yoshizawa, Akira"
17,スペクトル法による平面Poiseuille流遷移の数値シミュレーション(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-17.pdf,"航空宇宙技術研究所,岩手大学工学部","山本 稀義,細川 巌","Yamamoto, Kiyoshi,Hosokawa, Iwao"
18,粒子の凝集過程と乱流との類似性(乱流場の特異性と統計理論 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0652-18.pdf,神戸大学理学部,,高安 秀樹
