No.,title,link,Affiliation,Author in JPN,Author in ENG
1,密度成層流体中の物体により励起される3次元非線形内部重力波:Navier-Stokes方程式の解と外力項を持ったKP方程式の解(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-01.pdf,国立環境研究所,花崎 秀史,"HANAZAKi, Hideshi"
2,Steady Trapped Solutions to Forced Long-Short Interaction Equation,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-02.pdf,九州大学応用力学研究所,船越 満明,"Funakoshi, Mitsuaki"
3,水底の隆起に捕捉される非線形浅水波(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-03.pdf,"大阪大学大学院基礎工学研究科,大阪大学大学院基礎工学研究科","杉本 信正,坂田 知之","SUGIMOTO, Nobumasa,SAKATA, Tomoyuki"
4,水の波のカオス:波の相互作用によるカオスを中心として(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-04.pdf,大阪大学大学院基礎工学研究科,吉永 隆夫,"YOSHINAGA, Takao"
5,水波と浮体の相互作用について(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-05.pdf,九州大学応用力学研究所,大楠 丹,"Ohkusu, Makoto"
6,二層流体における内部孤立波の二次元的相互作用について(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-06.pdf,"九州大学総合理工学研究院,九州大学応用力学研究所","辻 英一,及川 正行","Tsuji, Hidekazu,Oikawa, Masayuki"
7,不均一系における非線形波動:底の深さが不均一な3次元浅水波(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-07.pdf,東京大学理学部物理学研究科,飯塚 剛,"Iizuka, Takeshi"
8,有限深さの流体上の表面重力波の非線形発展(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-08.pdf,山口大学教養学部,松野 好雅,"Matsuno, Yoshimasa"
9,高次非線形シュレーディンガー方程式と波の周波数低下(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-09.pdf,"京都大学理学部,京都大学理学部","内山 幸央,川原 琢治","Uchiyama, Yukinaka,Kawahara, Takuji"
10,定在波の時間発展(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-10.pdf,九州大学応用力学研究所,岡村 誠,"OKAMURA, Makoto"
11,NONLINEAR UNSTEADY KELVIN-HELMHOLTZ FLOWS,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-11.pdf,"School of Mathematics and Statistics, The University of Birmingham",,"NAGATA,M."
12,垂直温度匂配をもつクエット流中の対流ロール(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-12.pdf,広島大学理学部,八幡 英雄,"YAHATA, Hideo"
13,波の共鳴と流れの不安定(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-13.pdf,"京都大学総合人間学部,京都大学理学部","酒井 敏,小林 澄人","Sakai, Satoshi,Kobayashi, Sumito"
14,対流雲の表面の凹凸に見られる波動現象(流体における波動現象の数理とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0830-14.pdf,気象庁図書資料管理室,高谷 美正,"Takaya, Yoshimasa"
