No.,title,link,Affiliation,Author in JPN,Author in ENG
1,柱状物体を過ぎる流れ場中の波動の伝播と振動の発生源 (非線形波動現象の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1701-01.pdf,"SIMULIA Corp.,同志社大学理工学部","武本 幸生,水島 二郎","Takemoto,Yukio,Mizushima,Jiro"
2,細長い容器内の二層流体のファラデー波の励起と共鳴 (非線形波動現象の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1701-02.pdf,"京都大学情報学研究科複雑系科学専攻,京都大学情報学研究科複雑系科学専攻","船越 満明,田村 桂太","Funakoshi,Mitsuaki,Tamura,Keita"
3,On the fluid balancer (Mathematical Physics and Application of Nonlinear Wave Phenomena),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1701-03.pdf,"山形大学工学部,大阪産業大学工学部","Langthjem Mikael A.,中村 友道","Langthjem,Mikael A.,Nakamura,Tomomichi"
4,ジョセフソン接合の電気力学を記述するモデル方程式の周期解 (非線形波動現象の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1701-04.pdf,山口大学理工学研究科,松野 好雅,"Matsuno,Yoshimasa"
5,非等方媒質中における電磁場の特異モード (非線形波動現象の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1701-05.pdf,"九州大学数理学研究院,Moscow State Institute of Radioengineering  Electronics and Automation(MIREA)","福本 康秀,Samokhin Alexander B.","Fukumoto,Yasuhide,Samokhin,Alexander B."
6,気泡流中の弱非線形波動 (非線形波動現象の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1701-06.pdf,"北海道大学工学研究科,大阪大学工学研究科,北海道大学工学研究科,北海道大学工学研究科","金川 哲也,矢野 猛,渡部 正夫,藤川 重雄","KANAGAWA,Tetsuya,YANO,Takeru,WATANABE,Masao,FUJIKAWA,Shigeo"
7,絶対・対流不安定領域における流体ジェットの崩壊現象 (非線形波動現象の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1701-07.pdf,大阪大学基礎工学研究科,吉永 隆夫,"Yoshinaga,Takao"
8,固体接触界面および損傷固体の非線形超音波伝搬特性 (非線形波動現象の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1701-08.pdf,京都大学工学研究科,琵琶 志朗,"BIWA,Shiro"
9,マルチ・シンプレクティック法の計算音響への適用 (非線形波動現象の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1701-09.pdf,"東京電機大学工学部,日東紡音響エンジニアリング株式会社","岩津 玲磨,鶴 秀生","Iwatsu,Reima,Tsuru,Hideo"
10,音響問題における差分法を用いたインパルス応答解析予測手法の検討 (非線形波動現象の数理と応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1701-10.pdf,"日東紡音響エンジニアリング株式会社,東京電機大学工学部","鶴 秀生,岩津 玲磨","TSURU,Hideo,IWATSU,Reima"
