No.,title,link,Affiliation,Author in JPN,Author in ENG
1,確率的要素を考慮したネットワークデザイン問題とその費用配分について (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-1.pdf,早稲田大学商学部,毛利 裕昭,"Mohri,Hiroaki"
2,不確定環境型遺伝的アルゴリズムとモンテカルロ法による確率的スケジューリング問題の近似解法 (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-2.pdf,京都府立大学人間環境学部環境情報学科,吉冨 康成,"Yoshitomi,Yasunari"
3,離散捜索割当てゲーム (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-3.pdf,"防衛大学校情報工学科,防衛大学校情報工学科","宝崎 隆祐,飯田 耕司","Hohzaki,Ryusuke,Iida,Koji"
4,可能性情報化のクールノー複占市場の分析 (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-4.pdf,香川大学経済学部,郭 沛俊,"Guo,Peijun"
5,OPTIMAL STOPPING GAMES BY EQUAL-WEIGHT PLAYERS FOR POISSON-ARRIVING OFFERS (Mathematical Decision Making under Uncertainty),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-5.pdf,,坂口 実,"Sakaguchi,Minoru"
6,AN INFILTRATION GAME WITH TWO CABLES (Mathematical Decision Making under Uncertainty),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-6.pdf,",神戸商科大学",",菊田 健作","Baston,Vic,Kikuta,Kensaku"
7,追加注文をもつ在庫モデルの最適政策について (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-7.pdf,"大阪府立大学総合科学部,大阪府立大学総合科学部","北條 仁志,寺岡 義伸","Hohjo,Hitoshi,Teraoka,Yoshinobu"
8,不完全情報の下での資産選択モデル (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-8.pdf,南山大学数理情報学部数理科学科,澤木 勝茂,"Sawaki,Katsushige"
9,非線形ナップサック型問題を解くための標的アプローチ (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-9.pdf,"関西大学総合情報学研究科,,関西大学総合情報学部","伊佐田 百合子,,仲川 勇二","Isada,Yuriko,James,Ross J.W.,Nakagawa,Yuji"
10,代理制約法における最適代理乗数の決定法 (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-10.pdf,"姫路獨協大学,岡山理科大学情報処理センター,岡山理科大学工学部,関西大学総合情報学部","並川 哲郎,岩崎 彰典,太田垣 博一,仲川 勇二","Namikawa,Tetsuroh,Iwasaki,Akinori,Ohtagaki,Hirokazu,Nakagawa,Yuji"
11,変数分離可能な多次元非線形ナップザック問題の解法と2次形式ナップザック問題への適用 (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-11.pdf,"姫路獨協大学,岡山理科大学情報処理センター,岡山理科大学工学部,関西大学総合情報学部","並川 哲郎,岩崎 彰典,太田垣 博一,仲川 勇二","Namikawa,Tetsurou,Iwasaki,Akinori,Ootagaki,Hirokazu,Nakagawa,Yuuji"
12,強化学習を用いた確率的な配送経路決定問題の解法 (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-12.pdf,早稲田大学理工学部,"林 准黙,石川 栄一,吉本 一穂","Lim,Joon-Mook,Ishikawa,Eiichi,Yoshimoto,Kazuho"
13,所属する集団の印象による間接相互性の進化 (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-13.pdf,"島根大学総合理工学研究科,島根大学総合理工学部","甲斐 大,黒岩 大史","Kai,Hiroshi,Kuroiwa,Daishi"
14,ランダム経路制御を考慮した待ち行列ネットワーク (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-14.pdf,"徳島大学総合科学部,黒崎楽器","大橋 守,大村 泰宏","Ohashi,Mamoru,Omura,Yasuhiro"
15,秤の点検と計り直しに関する数理モデル (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-15.pdf,流通科学大学情報学部,三道 弘明,"Sandoh,Hiroaki"
16,Phase-Type Software Reliability Models (Mathematical Decision Making under Uncertainty),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-16.pdf,広島大学工学研究科,"岡村 寛之,渡部 保博,土肥 正","Okamura,Hiroyuki,Watanabe,Yasuhiro,Dohi,Tadashi"
17,Bayesian inference for an epidemic model with several kinds of susceptibles (Mathematical Decision Making under Uncertainty),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-17.pdf,"Victoria Univ. of Wellington,Univ. of Nottingham,Univ. of Cambridge,The Univ. of Hong Kong",",,,","Hayakawa,Yu,O'Neill,Philip D.,Upton,Darren,Yip,Paul S.F."
18,Analysis of Hypergeometric Distribution Software Reliability Model (Mathematical Decision Making under Uncertainty),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-18.pdf,"広島大学工学研究科,広島大学工学研究科,南山大学数理情報学部","土肥 正,若菜 展行,尾崎 俊治","Dohi,Tadashi,Wakana,Nobuyuki,Osaki,Shunji,Trivedi,Kishor S."
19,Stochastic Unit Commitment Problem (Mathematical Decision Making under Uncertainty),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-19.pdf,(財)電力中央研究所,椎名 孝之,"Shiina,Takayuki,Birge,John R."
20,"Uncertainty, intrinsic value, and optimal development timing (Mathematical Decision Making under Uncertainty)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-20.pdf,香川大学経済学部,高塚 創,"Takatsuka,Hajime"
21,動的計画論における政策クラスについて (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-21.pdf,九州工業大学工学部,藤田 敏治,"Fujita,Toshiharu"
22,インパルス制御アプローチによる企業の最適配当政策 (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-22.pdf,"大阪大学経済学研究科,大阪大学経済学研究科","大西 匡光,辻村 元男","Ohnishi,Masamitsu,Tsujimura,Motoh"
23,カオス的時系列の短期予測に関する研究 : 台風の動きは予測可能か? (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-23.pdf,創価大学工学研究科,木戸 和彦,"Kido,Kazuhiko"
24,非対称2次関数のカオス力学に関する研究 (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-24.pdf,"創価大学工学研究科,創価大学工学研究科,創価大学工学研究科","東 聡子,古川 長太,木戸 和彦","Higashi,Satoko,Furukawa,Nagata,Kido,Kazuhiko"
25,失念株問題処理のための数理モデル (あいまいさと不確実性を含む状況の数理的意思決定),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-25.pdf,北海道大学経済学研究科,木村 俊一,"Kimura,Toshikazu"
26,"最適(t,T)-政策の数値列 : ワイブル分布下での不完全修理,予防取り替え問題について : 小修理を含まない場合 (あいまいさと不確実性を含む状況の数理的意思決定)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-26.pdf,京都学園大学経営学部,瀬川 良之,"Segawa,Yoshiyuki"
27,American Options with Uncertainty of the Stock Prices : The Discrete-Time Model (Mathematical Decision Making under Uncertainty),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1252-27.pdf,"北九州市立大学経済学部,千葉大学理学部,千葉大学理学部,千葉大学教育学部","吉田 祐治,安田 正實,中神 潤一,蔵野 正美","Yoshida,Yuji,Yasuda,Masami,Nakagami,Jun-ichi,Kurano,Masami"
