No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Renormalization and Asymptotics (Applications of Renormalization Group Methods in Mathematical Sciences),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-1.pdf,"Physics, University of Illinois at Urbana Champaign",大野 克嗣,"Oono,Yoshitsugu"
2,漸近解析としてのWilson流繰り込み群と包絡線 (繰り込み群の数理科学での応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-2.pdf,龍谷大学理工学部,国広 悌二,"Kunihiro,Teiji"
3,非線形波動の変調とWhitham方程式 (繰り込み群の数理科学での応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-3.pdf,京都大学総合人間学部基礎科学科,高崎 金久,"Takasaki,Kanehisa"
4,RG方程式のRG : 無限次の相転移の分類に向けて (繰り込み群の数理科学での応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-4.pdf,"日本大学理工学部,埼玉医科大学","糸井 千岳,向田 寿光","Itoi,Chigak,Mukaida,Hisamitsu"
5,複素力学系とくりこみ (繰り込み群の数理科学での応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-5.pdf,広島大学理学部数学科,宍倉 光広,"Shishikura,Mitsuhiro"
6,磁場付きラプラシアンをとおして見た離散スペクトル幾何 (繰り込み群の数理科学での応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-6.pdf,"昭和大学教養部,東京工業大学理学部","樋口 雄介,白井 朋之","Higuchi,Yusuke,Shirai,Tomoyuki"
7,場の理論における非摂動くりこみ群 (繰り込み群の数理科学での応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-7.pdf,金沢大学理学部,青木 健一,"Aoki,Ken-Ichi"
8,Hierarchical model and triviality of $\phi^4_4$ (Applications of Renormalization Group Methods in Mathematical Sciences),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-8.pdf,"東京工業大学理学部,名古屋大学多元数理科学研究科,日本医科大学医学部基礎科学科","原 隆,服部 哲弥,渡辺 浩","Hara,Takashi,Hattori,Tetsuya,Watanabe,Hiroshi"
9,2次元$O(N)$ Spin Modelの繰り込み群による扱い (繰り込み群の数理科学での応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-9.pdf,"摂南大学工学部数物教室,金沢大学理学部数学教室","伊東 恵一,田村 博志","Ito,Keiichi R.,Tamura,Hiroshi"
10,流体乱流とくりこみ群 (繰り込み群の数理科学での応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-10.pdf,名古屋工業大学工学部,後藤 俊幸,"Gotoh,Toshiyuki"
11,Interacting Brownian Particles in Multi-Dimensions (Applications of Renormalization Group Methods in Mathematical Sciences),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-11.pdf,東京工業大学理学部,内山 耕平,"Uchiyama,Kohei"
12,ON THE SPECTRUM IN RANDOMLY CURVED QUANTUM WAVEGUIDES (Applications of Renormalization Group Methods in Mathematical Sciences),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-12.pdf,東京工業大学理工学研究科数学専攻,野村 祐司,"Nomura,Yuji"
13,Defining reflection positive random fields with interactions by polynomials of generalized Euclidean free fields (Applications of Renormalization Group Methods in Mathematical Sciences),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-13.pdf,電気通信大学電気通信学部システム工学科,吉田 稔,"Yoshida,Minoru W."
14,Mathematical Analysis of a Model in Relativistic Quantum Electrodynamics (Applications of Renormalization Group Methods in Mathematical Sciences),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-14.pdf,北海道大学理学部,新井 朝雄,"Arai,Asao"
15,Boson-Fermion System (Applications of Renormalization Group Methods in Mathematical Sciences),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1134-15.pdf,岡山大学理学部,広川 真男,"Hirokawa,Masao"
