No.,title,link,Affiliation,Author in JPN,Author in ENG
1,精度保証付き数値計算の力学系への応用について(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-1.pdf,京都大学大学院理学研究科,荒井  迅,"ARAI, Zin"
2,Second Julia sets of complex dynamical systems in $C^2$ : computer visualization(New Development of Dynamical Systems with Topological and Computational Methods),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-2.pdf,"Graduate School of Human and Environmental Studies, Kyoto University",,"Ushiki, Shigehiro"
3,Dynamics of type 3 polynomial self maps of degree 2 of $C^2$(New Development of Dynamical Systems with Topological and Computational Methods),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-3.pdf,東海大学理学部,内村  桂輔,"Uchimura, Keisuke"
4,Ginzburg-Landau 方程式の分岐構造 : 振幅方程式の観点から(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-4.pdf,大阪大学大学院基礎工学研究科,小川 知之,"Ogawa, Toshiyuki"
5,1次元連続体上の力学系(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-5.pdf,筑波大学数理物質科学研究科,加藤 久男,"Kato, Hisao"
6,Bifurcation Structure of Positive Stationary Solutions for a Lotka-Volterra Competition Model with Diffusion I : Numerical Verification of Local Structure(New Development of Dynamical Systems with Topological and Computational Methods),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-6.pdf,"Department of Mathematics, Faculty of Education, Ehime University",,"Kan-on, Yukio"
7,曲面上の同相写像の周期軌道と擬アノソフ組ひも(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-7.pdf,京都大学,金 英子,"Kin, Eiko"
8,一般化大域結合写像における分岐構造 : GCM からCML に至るカオス的遍歴領域の変化(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-8.pdf,帝京科学大学,小室 元政,"KOMURO, Motomasa"
9,宿主 : 捕食寄生者系におけるアトラクターの共存(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-9.pdf,九州大学大学院数理学研究院,今 隆助,"Kon, Ryusuke"
10,球面上にあるN点渦糸環の縮約系について(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-10.pdf,北海道大学,坂上  貴之,"Sakajo, Takashi"
11,Henon 的アトラクターに対する吸引領域の問題(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-11.pdf,"Department of Mathematics, Kyoto University",,高橋 博樹
12,Nikolaevskii カオスへ至る分岐シナリオ(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-12.pdf,福井大学工学部知能システム工学科,田中 ダン,"Tanaka, Dan"
13,力学系により生成される二分的部分基(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-13.pdf,"京都大学大学院人間環境学研究科,京都産業大学理学部",",","立木 秀樹,山田 修司"
14,Complicated invariant sets of some ordinary differential equations(New Development of Dynamical Systems with Topological and Computational Methods),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-14.pdf,岩手大学教育学部,中嶋  文雄,"Nakajima, Fumio"
15,Hyperbolicity of positively expansive $C^r$ maps on compact smooth manifolds which are $C^r$ structurally stable(New Development of Dynamical Systems with Topological and Computational Methods),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-15.pdf,愛媛大学理学部,平出  耕一,"Hiraide, Koichi"
16,無限次元力学系における位相検証(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-16.pdf,北海道大学電子科学研究所,平岡 裕章,"Hiraoka, Yasuaki"
17,Invariant sets associated with critical orbits for holomorphic endomorphisms of $\mathbb{P}^2$(New Development of Dynamical Systems with Topological and Computational Methods),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-17.pdf,京都大学大学院人間・環境学研究科,前川  和俊,"Maegawa, Kazutoshi"
18,不動点の分岐における分枝の絡み(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-18.pdf,鳴門教育大学,松岡 隆,"Matsuoka, Takashi"
19,交差数の数値計算と応用(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-19.pdf,東京大学新領域創成科学研究科,村重 淳,"Murashige, Sunao"
20,連続系と格子系における embedded ソリトン(力学系の研究 : トポロジーと計算機による新展開),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1485-20.pdf,岐阜大学工学部,矢ヶ崎 一幸,"Yagasaki, Kazuyuki"
