No.,title,link,Affiliation,Author in JPN,Author in ENG
1,THREE APPLICATIONS OF STATIONARY SETS IN TOPOLOGY(MATHEMATICAL LOGIC AND ITS APPLICATIONS),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-01.pdf,静岡大学教育学部,大田 春外,"OHTA, Haruto"
2,"A Note On Subcontinua of $\beta [ 0 , \infty] - [ 0 , \infty]$(MATHEMATICAL LOGIC AND ITS APPLICATIONS)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-02.pdf,"Institute of Mathematics, University of Tsukuba",朱 建平,"Zhu, Jian-Ping"
3,可算本の直線で覆うことのできない平面上の点集合について(数学基礎論とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-03.pdf,愛媛大学理学部,藤田 博司,"Fujita, Hiroshi"
4,WEAKLY NORMAL CLOSURES OF FILTERS ON $P_\kappa\lambda$(MATHEMATICAL LOGIC AND ITS APPLICATIONS),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-04.pdf,"Institute of Mathematics, University of Tsukuba",塩谷 真弘,"SHIOYA, MASAHIRO"
5,Weakly normal ideals と the singular cardinal hypothesis(数学基礎論とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-05.pdf,沼津高等専門学校,阿部 吉弘,"Abe, Yoshihiro"
6,局所有限な安定群について(数学基礎論とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-06.pdf,九州歯科大学,田中 克己,"Tanaka, Katsumi"
7,dopをもつ$\omega$-catagorical $\omega$-stableな理論について(数学基礎論とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-07.pdf,筑波大学,池田 宏一郎,"Ikeda, Koichiro"
8,A SUBRECURSIVE INACCESSIBLE ORDINAL(MATHEMATICAL LOGIC AND ITS APPLICATIONS),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-08.pdf,広島大学工学部,角田 法也,"Kadota, Noriya"
9,Number of Proofs for Implicational Formulas(MATHEMATICAL LOGIC AND ITS APPLICATIONS),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-09.pdf,"Department of Computer Science, College of General Education, Kyushu University",広川 佐千男,"Hirokawa, Sachio"
10,Simplifled Morasses which capture the $\Delta$-systems(MATHEMATICAL LOGIC AND ITS APPLICATIONS),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-10.pdf,南山大学経営学部,宮元 忠敏,"MIYAMOTO, Tadatoshi"
11,RCS iteration の一つの定義(数学基礎論とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-11.pdf,神戸大学自然科学研究科,古田 泰之,"Koda, Yasuyuki"
12,自動証明における自然な三段論法の導入について : (LJ + 排中律)証明への変換アルゴリズムによる(数学基礎論とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-12.pdf,名古屋工業大学,大芝 猛,"Oshiba, Takeshi"
13,"サブスライス $\mathcal{S}_{3, n}$上の strongly independent な中間論理(数学基礎論とその応用)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-13.pdf,東京理科大学理工学部,増田 勲,"Masuda, Isao"
14,L JにCDN-公理を追加してできる中間論理について(数学基礎論とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-14.pdf,東京理科大学理工学部,佐々木 克己,"SASAKI, Katsumi"
15,計算量理論における記述集合論的問題について(数学基礎論とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-15.pdf,法政大学工学部,田中 尚夫,"Tanaka, Hisao"
16,閉店定理と選択公理(数学基礎論とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-16.pdf,豊田高等専門学校,米澤 佳己,"Yonezawa, Yoshimi"
17,アーベル群の$\Delta$-system Lemma と c.c.c.(数学基礎論とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0772-17.pdf,筑波大学数学系,江田 勝哉,"EDA, KATSYA"
