No.,title,link,Affiliation,Author in JPN,Author in ENG
1,頂点作用素代数入門 (頂点作用素代数の表現論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-1.pdf,大阪大学理学研究科数学専攻,小川 明彦,"Ogawa,Akihiko"
2,頂点作用素代数の表現論入門 (頂点作用素代数の表現論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-2.pdf,大阪大学理学研究科数学専攻,安部 利之,"Abe,Toshiyuki"
3,BPZ系列について(Survey) (頂点作用素代数の表現論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-3.pdf,神戸大学理学部数学科,庵原 謙治,"Iohara,Kenji"
4,頂点作用素代数における$C_2$有限性 (頂点作用素代数の表現論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-4.pdf,大阪大学理学研究科,永友 清和,"Nagatomo,Kiyokazu"
5,A modular invariance of intertwining operators (Representation theory of vertex operator algebras and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-5.pdf,筑波大学数学系,宮本 雅彦,"Miyamoto,Masahiko"
6,枠付き頂点作用素代数の構成 (頂点作用素代数の表現論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-6.pdf,筑波大学数学系,山内 博,"Yamauchi,Hiroshi"
7,A construction of twisted modules of code VOAs (Representation theory of vertex operator algebras and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-7.pdf,"筑波大学数学系,筑波大学数学研究科","宮本 雅彦,佐久間 伸也","Miyamoto,Masahiko,Sakuma,Shinya"
8,THE LATTICE VERTEX OPERATOR ALGEBRA $V_{\sqrt{2}{D_l}}$ AND SOME VERTEX OPERATOR ALGEBRAS CONSTRUCTED FROM $\mathbb{Z}_8$-CODES (Representation theory of vertex operator algebras and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-8.pdf,"Department of Mathematics, National Cheng Kung University",,"Lam,Ching Hung"
9,頂点作用素代数のGriess代数に対するNortonの跡公式 (頂点作用素代数の表現論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-9.pdf,東京大学数理科学研究科,松尾 厚,"Matsuo,Atsushi"
10,Order three symmetry of a vertex operator algebra (Representation theory of vertex operator algebras and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-10.pdf,一橋大学経済学研究科,山田 裕理,"Yamada,Hiromichi"
11,The calculation of the McKay-Thompson series for a 4A element of the Monster based on a new frame (Representation theory of vertex operator algebras and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-11.pdf,東京大学数理科学研究科,島倉 裕樹,"Shimakura,Hiroki"
12,$N=1$ Fusion代数について (頂点作用素代数の表現論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-12.pdf,大阪大学理学研究科,古閑 義之,"Koga,Yoshiyuki"
13,Counting functions for branched covers of elliptic curves and quasi-modular forms (Representation theory of vertex operator algebras and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1218-13.pdf,九州大学数理学研究院,落合 啓之,"Ochiai,Hiroyuki"
