No.,title,link,Affiliation,Author in JPN,Author in ENG
1,A reaction-diffusion system approximation (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-1.pdf,龍谷大学理工学部,二宮 広和,"Ninomiya,Hirokazu"
2,A CONTROL PROBLEM FOR A THERMOELASTIC SYSTEM IN SHAPE MEMORY MATERIALS (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-2.pdf,"Systems Research Institute of the Polish Academy of Sciences,Systems Research Institute of the Polish Academy of Sciences",",","Pawlow,Irena,Zochowski,Antoni"
3,A free boundary problem of wave equation (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-3.pdf,"金沢大学理学部,金沢大学理学部","小俣 正朗,木南 伸一","Omata,Seiro,Kinami,Shin-ichi"
4,Geometric Variational Problems Arising in Reaction-Diffusion Systems (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-4.pdf,"広島大学理学研究科,モスクワ大学","坂元 国望,ネフェドフ ニコライ","Sakamoto,Kunimochi,Nefedov,Nikolay N."
5,Three phase boundary motion by surface diffusion (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-5.pdf,九州大学数理学研究院,"伊藤 一男,高坂 良史","Ito,Kazuo,Kohsaka,Yoshihito"
6,The Curve Shortening Flow : The Classical Approach (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-6.pdf,"Department of Mathematics, The Chinese University of Hong Kong",,"Chou,Kai-Seng"
7,Modeling of Grain Structure Evolution (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-7.pdf,北海道大学電子科学研究所,小林 亮,"Kobayashi,Ryo"
8,Stationary solutions of a bistable equation with clustering layers and spikes (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-8.pdf,早稲田大学理工学部,中島 主恵,"Nakashima,Kimie"
9,MATHEMATICAL MODELS OF BONE REMODELING AND NUMERICAL SIMULATIONS ON CAD SYSTEMS (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-9.pdf,"広島市立大学情報科学部,中央大学理工学部","松浦 義則,大春 愼之助","Matsuura,Yoshinori,Oharu,Shinnosuke"
10,Asymptotic shape of a free-boundary arising in elliptic boundary value problem with non-homogeneous linearity (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-10.pdf,東京都立大学理学研究科,柴田 将敬,"Shibata,Masataka"
11,On numerical methods for analysis of chaotic phenomena in free boundary problems (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-11.pdf,"徳島大学工学部,徳島大学工学部","今井 仁司,竹内 敏己","Imai,Hitoshi,Takeuchi,Toshiki"
12,A phase field system with memory : global existence (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-12.pdf,"Dept. of Mathematics, Technion-Israel Inst. of Tech.",,"Novick-Cohen,Amy"
13,The Modified Crystalline Stefan Problem : Evolution of Broken Facets (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-13.pdf,"Department of Mathematics, Warsaw University",,"Rybka,Piotr"
14,Shocks and very strong vertical diffusion (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-14.pdf,北海道大学理学部,儀我 美一,"Giga,Yoshikazu"
15,Some models for shape memory alloys (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-15.pdf,"岐阜大学教育学部,千葉大学教育学部","愛木 豊彦,剣持 信幸","Aiki,Toyohiko,Kenmochi,Nobuyuki"
16,Numerical Methods for Computing Discontinuous Solutions of a Class of Hamilton-Jacobi Equations Using a Level Set Method (Free Boundary Problems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1210-16.pdf,",北海道大学理学部",",儀我 美一","Tsai,Yen-Hsi Richard,Giga,Yoshikazu,Osher,Stanley"
