No.,title,link,Affiliation,Author in JPN,Author in ENG
1,実時間最終状態受理式決定性限定1カウンタ変換器の多項式時間等価性判定アルゴリズム (計算機科学とアルゴリズムの数理的基礎とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1744-01.pdf,"電気通信大学大学院情報理工学研究科,東芝ソリューション株式会社,電気通信大学・中央大学研究開発機構,電気通信大学大学院情報理工学研究科","若月 光夫,清野 和司,富田 悦次,西野 哲朗","Wakatsuki,Mitsuo,Seino,Kazushi,Tomita,Etsuji,Nishino,Tetsuro"
2,UML パッケージ図に対するグラフ文法(計算機科学とアルゴリズムの数理的基礎とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1744-02.pdf,"電気通信大学産学官連携センター,電気通信大学情報理工学研究科,東洋大学工学部","後藤 隆彰,西野 哲朗,土田 賢省","Goto,Takaaki,Nishino,Tetsuro,Tsuchida,Kensei"
3,動的リアルタイムハイブリッド CEGAR による動的再構成可能組込みシステムの設計検証 (計算機科学とアルゴリズムの数理的基礎とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1744-03.pdf,"金沢大学大学院自然科学研究科,金沢大学理工研究域","酒井 誠,山根 智","Sakai,Makoto,Yamane,Satoshi"
4,確率時間 WiGAR による PTCTL サブクラスのモデル検査 (計算機科学とアルゴリズムの数理的基礎とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1744-04.pdf,"金沢大学大学院自然科学研究科,金沢大学大学院自然科学研究科,金沢大学理工研究域","高橋 正樹,清水 隆也,山根 智","Takahashi,Masaki,Shimizu,Takaya,Yamane,Satoshi"
5,ZDD によるパスの列挙 (計算機科学とアルゴリズムの数理的基礎とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1744-05.pdf,"科学技術振興機構ERATO湊離散構造処理系プロジェクト・北海道大学大学院情報科学研究科,科学技術振興機構ERATO湊離散構造処理系プロジェクト・北海道大学大学院情報科学研究科,北海道大学大学院情報科学研究科,北海道大学大学院情報科学研究科・科学技術振興機構ERATO湊離散構造処理系プロジェクト・,科学技術振興機構ERATO湊離散構造処理系プロジェクト・北海道大学大学院情報科学研究科","川原 純,斎藤 寿樹,鈴木 拡,湊 真一,吉仲 亮","Kawahara,Jun,Saitoh,Toshiki,Suzuki,Hiromu,Minato,Shin-ichi,Yoshinaka,Ryo"
6,Trevisan's extractor in the presence of quantum side information (Mathematical Foundations and Applications of Computer Science and Algorithms),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1744-06.pdf,",東京工業大学情報理工学研究科,,",",,,","De,Anindya,Portmann,Christopher,Vidick,Thomas,Renner,Renato"
7,UNO は一人でも難しい (計算機科学とアルゴリズムの数理的基礎とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1744-07.pdf,"マサチューセッツ工科大学,マサチューセッツ工科大学,北陸先端科学技術大学院大学情報科学,国立情報学研究所,大阪府大学理学系","Demaine Erik D.,Demaine Martin L.,上原 隆平,宇野 毅明,宇野 裕之","Demaine,Erik D.,Demaine,Martin L.,Uehara,Ryuhei,Uno,Takeaki,Uno,Yushi"
8,確率的評価値をもつゲーム木における最善手探索 (計算機科学とアルゴリズムの数理的基礎とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1744-08.pdf,"九州大学大学院システム情報科学府,九州大学大学院システム情報科学研究院,九州大学大学院システム情報科学研究院,九州大学大学院システム情報科学研究院","奥山 洋平,畑埜 晃平,瀧本 英二,竹田 正幸","Okuyama,Yohei,Hatano,Kohei,Takimoto,Eiji,Takeda,Masayuki"
9,Approximating the path-distance-width for $k$-cocomparability graphs (Mathematical Foundations and Applications of Computer Science and Algorithms),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1744-09.pdf,"東北大学情報科学研究科,JST,電気通信大学情報システム学研究科,九州大学システム情報科学研究院,北陸先端技術大学大学院教育イニシアティブセンター,九州大学経済学研究科,大阪府立大学理学系,群馬大学工学研究科","大舘 陽太,斎藤 寿樹,山中 克久,来嶋 秀治,岡本 吉央,小野 廣隆,宇野 裕之,山崎 浩一","Otachi,Yota,Saitoh,Toshiki,Yamanaka,Katsuhisa,Kijima,Shuji,Okamoto,Yoshio,Ono,Hirotaka,Uno,Yushi,Yamazaki,Koichi"
10,Approximating Maximum Edge 2-Coloring in Simple Graphs (Mathematical Foundations and Applications of Computer Science and Algorithms),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1744-10.pdf,"東京電機大学理工学部情報システムデザイン学系,東京電機大学理工学研究科情報学専攻,東京電機大学理工学研究科情報学専攻","Chen Zhi-Zhong,今野 さゆり,松下 裕希","Chen,Zhi-Zhong,Konno,Sayuri,Matsushita,Yuki"
