No.,title,link,Affiliation,Author in JPN,Author in ENG
1,最近のスイッチング理論 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-01.pdf,東京大学情報研,野崎 昭弘,"NOZAKI,AKIHIRO"
2,論理回路による計算時間 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-02.pdf,九州大学理学部,棚次 奎介,"TANATSUGU,KEISUKE"
3,多値論理素子が細分的であるための条件 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-03.pdf,"東北大学工学部,東北大学電気通信研究所","丸岡 章,本多 波雄","MARUOKA,AKIRA,HONDA,NAMIO"
4,集合演算による木オートマトンで受理される木の集合の特性化 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-04.pdf,"東北大学電気通信研究所,東北大学電気通信研究所","小島 政明,本多 波雄","KOJIMA,MASAAKI,HONDA,NAMIO"
5,Indexed Grammarの木構造について : uvwxy定理の拡張 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-05.pdf,京都大学理学部,林 健志,"HAYASHI,TAKESHI"
6,Deterministic Graded Pushdown Automata (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-06.pdf,京都大学数理解析研究所,笠井 琢美,"KASAI,TAKUMI"
7,エルゴード理論におけるエントロピー (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-07.pdf,京都大学数理解析研究所,十時 東生,"TOTOKI,HARUO"
8,gsmの解読可能性 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-08.pdf,京都大学理学部,佐藤 興ニ,"SATO,KOJI"
9,Structure of Determinative Subspace in Cell Space (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-09.pdf,九州大学理学部,山口 優子,"YAMAGUCHI,YUKO"
10,"変換半群の生成元,基本関係式,元の長さ (情報科学の数学的理論)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-10.pdf,青山学院大学理工学部,岩堀 信子,"IWAHORI,NOBUKO"
11,プログラムの形式的正当性 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-11.pdf,京都大学工学部,謝 章文,"SHA,AKIFUMI"
12,カウンタ機械の計算可能性 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-12.pdf,電気通信大学,金山 裕,"KANAYAMA,YUTAKA"
13,片側文脈規定形文法について (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-13.pdf,"名古屋大学工学部,名古屋大学工学部,名古屋大学工学部","伊藤 英則,稲垣 康善,福村 晃夫","ITO,HIDENORI,INAGAKI,YASUYOSHI,FUKUMURA,TERUO"
14,Analyzerの簡単化 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-14.pdf,大阪大学基礎工学部,菊野 亨,"KIKUNO,TORU"
15,有限状態逐次決定過程とその決定問題 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0156-15.pdf,京都大学工学部,茨木 俊秀,"IBARAKI,TOSHIHIDE"
