No.,title,link,Affiliation,Author in JPN,Author in ENG
1,テータ関数の特殊値にあらわれる素因子について (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-1.pdf,"電気通信大学電気通信学部,早稲田大学理工学部,日本大学生産工学部","金山  直樹,小松  啓一,福田  隆","Kanayama, Naoki,Komatsu, Keiichi,Fukuda, Takashi"
2,On the $p$-adic absolute CM-period symbol (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-2.pdf,"京都大学理学研究科,京都大学理学研究科","加塩  朋和,吉田  敬之","Kashio, Tomokazu,Yoshida, Hiroyuki"
3,On $p$-adic families of Hilbert cusp forms of finite slope (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-3.pdf,京都大学理学研究科,山上  敦士,"Yamagami, Atsushi"
4,BOUNDS FOR THE DIMENSIONS OF $p$-ADIC MULTIPLE $L$-VALUE SPACES (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-4.pdf,東京大学数理科学研究科,山下  剛,"Yamashita, Go"
5,Stochastic Approach to Ihara Zeta Function (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-5.pdf,九州大学数理学研究院,安田  公美,"Yasuda, Kumi"
6,Generalized Lerch formulas (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-6.pdf,大阪大学理学研究科数学専攻,水野  義紀,"Mizuno, Yoshinori"
7,$p$-adic Diophantine Approximations on Tate curves and the $abc$-conjecture (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-7.pdf,日本大学理工学部,平田  典子,"Hirata-Kohno, Noriko"
8,AN ATTEMPT TOWARD DIOPHANTINE ANALOGUE OF RAMIFICATION COUNTING IN NEVANLINNA THEORY : TRUNCATED COUNTING FUNCTION IN SCHMIDT'S SUBSPACE THEOREM : PRELIMINARY VERSION (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-8.pdf,名古屋大学多元数理科学研究科,小林  亮一,"Kobayashi, Ryoichi"
9,A geometric nonabelian class field theory over the field of complex numbers and its application (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-9.pdf,千葉大学理学部,杉山  健一,"Sugiyama, Ken-ichi"
10,Special classes of algebraic integers in low-dimensional topology (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-10.pdf,Florida State Univ.,広中  えり子,"Hironaka, Eriko"
11,A MEAN VALUE THEOREM FOR THE SQUARE OF CLASS NUMBER TIMES REGULATOR OF QUADRATIC EXTENSIONS (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-11.pdf,東京大学数理科学研究科,谷口  隆,"Taniguchi, Takashi"
12,THE UNIVERSAL DEFINING EQUATIONS OF ABELIAN SURFACES WITH LEVEL 3 STRUCTURE (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-12.pdf,東京大学数理科学研究科,軍司  圭一,"Gunji, Keiichi"
13,Ekedahl-Oort Strata Contained in the Supersingular Locus (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-13.pdf,東京大学数理科学研究科,原下  秀士,"Harashita, Shushi"
14,半Abel多様体に付随するMilnor $K$-群のmotif論的解釈 (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-14.pdf,東京大学数理科学研究科,望月  哲史,"Mochizuki, Satoshi"
15,モジュラー曲線の積の上のゼロサイクルについて (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-15.pdf,筑波大学数学系,木村  健一郎,"Kimura, Kenichiro"
16,Higher dimensional class field theory : from a topological point of view (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-16.pdf,"NWF I - Mathematik, Universitat Regensburg",,"Schmidt, Alexander"
17,エタール位相での$p$進Tate捻りについて (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-17.pdf,名古屋大学多元数理科学研究科,佐藤  周友,"Sato, Kanetomo"
18,CYCLE CLASS MAPS FOR ARITHMETIC SCHEMES (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-18.pdf,"東京大学数理科学研究科,名古屋大学多元数理科学研究科","斎藤  秀司,佐藤  周友","Saito, Shuji,Sato, Kanetomo"
19,$l$進層のEuler数 : 加藤和也氏との共同研究 (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-19.pdf,東京大学数理科学研究科,斎藤  毅,"Saito, Takeshi"
20,Ramification of p-power torsions of an elliptic curve over a local field (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-20.pdf,東京大学数理学研究科,服部  新,"Hattori, Shin"
21,FINDING FAMILIES OF UNITS OF CYCLIC FIELDS (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-21.pdf,"Department of Mathematics and Statistics - CICMA, Concordia University",,"Thaine, F."
22,岩澤加群の構造について (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-22.pdf,慶応義塾大学理工学部,栗原  将人,"Kurihara, Masato"
23,虚2次体の円分$\mathbb{Z}_2$拡大上の可換2-類体塔 (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-23.pdf,"早稲田大学理工学部,島根大学総合理工学部","水沢  靖,尾崎  学","Mizusawa, Yasushi,Ozaki, Manabu"
24,ON 2-EXTENSIONS WITH RESTRICTED RAMIFICATION (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-24.pdf,Univ. Regensburg,,"Vogel, Denis"
25,ノルム・トーラスのクンマー理論 (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-25.pdf,電気通信大学数学教室,木田  雅成,"Kida, Masanari"
26,Twisted Kummer and Kummer-Artin-Schreier theories (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-26.pdf,中央大学理工学部,諏訪  紀幸,"Suwa, Noriyuki"
27,ある生成的二面体群多項式の数論的性質について (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-27.pdf,東京都立大学理学研究科数学教室,小松  亨,"Komatsu, Toru"
28,対称群のSylow部分群に関するNoether問題とその応用 (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-28.pdf,上智大学理工学部数学科,角皆  宏,"Tsunogai, Hiroshi"
29,On the lower bound of Galois images associated to elliptic curves (Algebraic number theory and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-29.pdf,東京大学数理科学研究科,新井  啓介,"Arai, Keisuke"
30,超楕円曲線とmod 2ガロア表現について (代数的整数論とその周辺),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1451-30.pdf,早稲田大学理工学部,橋本  喜一朗,"Hashimoto, Kiichiro"
