No.,title,link,Affiliation,Author in JPN,Author in ENG
1,教師教育における数学者の役割(II) : RIMS共同研究の目標と現状 (数学教師に必要な数学能力に関する研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1711-01.pdf,三重大学教育学部,蟹江 幸博,"Kanie,Yukihiro"
2,数学教師に必要な数学能力とは何か : 戦前における数学教師養成の一断面 (数学教師に必要な数学能力に関する研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1711-02.pdf,"三重大学教育学部,鳥羽商船高等専門学校","蟹江 幸博,佐波 学","Kanie,Yukihiro,Sanami,Manabu"
3,「専門基礎としての数学」とは何か : 教育数学の必要性 (数学教師に必要な数学能力に関する研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1711-03.pdf,"三重大学教育学部,鳥羽商船高等専門学校","蟹江 幸博,佐波 学","Kanie,Yukihiro,Sanami,Manabu"
4,「教員養成大学・学部の数学専門科目の講義内容についての調査」の結果とその考察 (数学教師に必要な数学能力に関する研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1711-04.pdf,"滋賀大学教育学部,鳴門教育大学,奈良教育大学,熊本大学教育学部","丹羽 雅彦,松岡 隆,川崎 謙一郎,伊藤 仁一","Niwa,Masahiko,Matsuoka,Takashi,Kawasaki,Ken-ichiroh,Itoh,Jin-ichi"
5,中学校・高等学校の数学教師の養成における数学専門科目の標準的なモデルの構想 (数学教師に必要な数学能力に関する研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1711-05.pdf,"滋賀大学教育学部,鳴門教育大学,奈良教育大学,京都教育大学,熊本教育大学","丹羽 雅彦,松岡 隆,川崎 謙一郎,大竹 博巳,伊藤 仁一","Niwa,Masahiko,Matsuoka,Takashi,Kawasaki,Ken-ichiroh,Ohtake,Hiromi,Itoh,Jin-ichi"
6,教科専門科目の内容を活用する教材研究の指導方法(II) : Team 2 プロジェクト (数学教師に必要な数学能力に関する研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1711-06.pdf,"島根大学教育学部,滋賀大学教育学部,岡山大学教育学部,岐阜大学","青山 陽一,神 直人,曽布川 拓也,中馬 悟朗","AOYAMA,Yoichi,JIN,Naondo,SOBUKAWA,Takuya,CHUMAN,Goro"
7,数学者からみた「算数教育」について (数学教師に必要な数学能力に関する研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1711-07.pdf,"岡山大学教育学研究科,岡山大学教育学研究科","平井 安久,曽布川 拓也","HIRAI,Yasuhisa,SOBUKAWA,Takuya"
8,学校教育の教科内容の背景にある数学の事例研究 : 歴史的状況や社会的状況と関連して (数学教師に必要な数学能力に関する研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1711-08.pdf,"中部大学現代教育学部,鹿児島大学教育学部,鹿児島大学教育学部,奈良教育大学数学教室,大阪府立大学理学系研究科","金光 三男,安井 孜,磯川 幸直,河上 哲,山中 聡恵","Kanemitsu,Mitsuo,Yasui,Tsutomu,Isokawa,Yukinao,Kawakami,Satoshi,Yamanaka,Satoe"
9,"教育学研究科における数学の研究 : 修士論文指導等における2,3の事例 (数学教師に必要な数学能力に関する研究)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1711-09.pdf,熊本大学教育学部,伊藤 仁一,"Itoh,Jin-ichi"
10,高度情報化社会におけるPISA型リテラシー教育の意味 (数学教師に必要な数学能力に関する研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1711-10.pdf,福岡大学理学部,柴田 勝征,"Shibata,Katsuyuki"
