No.,title,link,Affiliation,Author in JPN,Author in ENG
1,High-energy behavior of total cross sections for 3-body quantum systems,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-01.pdf,京都大学理学部,伊藤 宏,"Ito, Hiroshi"
2,シュレディンガー作用素の固有関数の増大度(微分方程式とスペクトル・散乱理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-02.pdf,"立命館大学,京都工芸繊維大学","荒井 正治,内山 淳","ARAI, Masaharu,UCHIYAMA, Jun"
3,random な磁場をもつ Schrodinger 作用素のスペクトルについて(微分方程式とスペクトル・散乱理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-03.pdf,姫路工業大学理学部,上木 直昌,"Ueki, Naomasa"
4,量子スピン系のスペクトルのギャップについて(微分方程式とスペクトル・散乱理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-04.pdf,東京都立大学,松井 卓,"Matsui, Taku"
5,The symbol calculus of pseudo-differential operators and the Gauss-Bonnet-Chern Theorem,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-05.pdf,姫路工業大学理学部,岩崎 千里,"Isawaki, Chisato"
6,On the S-matrix for three body Schrodinger Operators,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-06.pdf,"Department of Mathematics, Osaka University",,"ISOZAKI, Hiroshi"
7,Asymptotic Completeness for 3-Particle Stark Hamiltonian,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-07.pdf,茨城大学理学部,田村 英男,"TAMURA, HIDEO"
8,Schrodinger 作用素の関数の$L^p$-有界性について(微分方程式とスペクトル・散乱理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-08.pdf,東京大学教養学部,中村 周,"Nakamura, Shu"
9,境界上の材料特性逆問題(微分方程式とスペクトル・散乱理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-09.pdf,城西大学理学部,中村 玄,"Nakamura, Gen"
10,弾性方程式の解の局所エネルギー減衰について(微分方程式とスペクトル・散乱理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-10.pdf,高知大学理学部,川下 美潮,"Kawashita, Mishio"
11,An inverse problem for 1-dimensional heat equations,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-11.pdf,大阪大学理学部,服部 哲也,"Hattori, Tetsuya"
12,相対論的 Schrodinger 作用素のスペクトル・散乱理論(微分方程式とスペクトル・散乱理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-12.pdf,姫路工業大学理学部,楳田 登美男,"Umeda, Tomio"
13,Low energy scattering with penetrable wall interactions,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0779-13.pdf,福井高等専門学校,島田 伸一,"Shimada, Shin-ichi"
