No.,title,link,Affiliation,Author in JPN,Author in ENG
1,円管内流・層流乱流遷移はサイエンスの問題か (乱流現象と力学系的縮約),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-1.pdf,会津大学コンピュータ理工学部,神田  英貞,"Kanda, Hidesada"
2,2円柱を横切る流れの不安定性と遷移 (乱流現象と力学系的縮約),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-2.pdf,"同志社大学工学部,同志社大学工学部,同志社大学工学部","秋永  剛,関  勇祐,水島  二郎","Akinaga, Takeshi,Seki, Yusuke,Mizushima, Jiro"
3,回転平板間乱流の秩序渦構造 (乱流現象と力学系的縮約),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-3.pdf,"名古屋大学工学研究科,岡山大学機械工学科","加賀  義人,柳瀬  眞一郎","Kaga, Yoshito,Yanase, Shinichiro"
4,拡散火炎のもたらす流れの動的性質 (乱流現象と力学系的縮約),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-4.pdf,"同志社大学エネルギー変換研究センター,同志社大学工学部","横山  直人,水島  二郎","Yokoyama, Naoto,Mizushima, Jiro"
5,流体線や面の伸長率のレイノルズ数依存性 (乱流現象と力学系的縮約),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-5.pdf,"京都大学工学研究科機械理工学専攻,京都大学工学研究科機械理工学専攻","後藤  晋,木田  重雄","Goto, Susumu,Kida, Shigeo"
6,力学系としての準地衡風乱流 (乱流現象と力学系的縮約),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-6.pdf,"電機通信大学電子通信学研究科[電気通信学研究科]知能機械工学専攻,電機通信大学電子通信学研究科[電気通信学研究科]知能機械工学専攻,電機通信大学電子通信学研究科[電気通信学研究科]知能機械工学専攻","平  寛史,高橋  直也,宮嵜  武","Taira, Hiroshi,Takahashi, Naoya,Miyazaki, Takeshi"
7,回転半球面上の西岸強化流の安定性 (乱流現象と力学系的縮約),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-7.pdf,"京都大学数理解析研究所,京都大学数理解析研究所,京都大学理学研究科","谷口  由紀,山田  道夫,石岡  圭一","Taniguchi, Yuki,Yamada, Michio,Ishioka, Keiichi"
8,量子流体における乱流現象とエネルギースペクトル : Gross-Pitaevskii方程式による解析 (乱流現象と力学系的縮約),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-8.pdf,大阪市立大学理学部物理学科,小林  未知数,"Kobayashi, Michikazu"
9,超流動ヘリウム中での乱流遷移 (乱流現象と力学系的縮約),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-9.pdf,大阪市立大学理学部物理学科,三谷  陽,"Mitani, Akira"
10,Renormalization-group and numerical analysis of a noisy Kuramoto-Sivashinsky equation in 1+1 dimensions (Turbulence phenomena and their reduction from the point of view of dynamical systems),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-10.pdf,"名古屋大学工学研究科,九州大学総合理工学研究院,九州大学応用力学研究所","上之  和人,坂口  英継,岡村  誠","Ueno, Kazuto,Sakaguchi, Hidetsugu,Okamura, Makoto"
11,ある大自由度カオス系の、構成の容易な状態アンサンブル (乱流現象と力学系的縮約),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1434-11.pdf,新潟大学工学部,川崎  光宏,"Kawasaki, Mitsuhiro"
