No.,title,link,Affiliation,Author in JPN,Author in ENG
1,P進L関数入門 (I) : Kummerの合同式とKubota-Leopoldtの仕事 (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-01.pdf,北海道大学理学部,森田 康夫,"MORITA,YASUO"
2,P進L関数入門 (II) : P進L関数と円分体の類数公式 (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-02.pdf,名古屋大学教養部,工藤 愛知,"KUDO,AICHI"
3,P進L関数入門 (III) : $\mathbb{Z}_p$-拡大と不変量 (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-03.pdf,山形大学理学部,木田 祐司,"KIDA,YUJI"
4,Leopoldtの予想について (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-04.pdf,名古屋大学教養部,三宅 克哉,"MIYAKE,KATSUYA"
5,P進L関数入門 (V) : Stickelbergerの定理と岩沢のMain Conjecturs (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-05.pdf,東京大学教養学部,片岡 俊孝,"KATAOKA,TOSHITAKA"
6,P進L関数入門 (VI) : Ferrero-Washingtonの仕事 (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-06.pdf,北海道大学理学部,森田 康夫,"MORITA,YASUO"
7,Modular Curves and Cyclotomic Fields : Mazur-Wilesの仕事の紹介 (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-07.pdf,名古屋大学理学部,小池 正夫,"KOIKE,MASAO"
8,楕円単数と類数の計算について (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-08.pdf,東京都立大学理学部,中村 憲,"NAKAMULA,KEN"
9,ある代数体のイデアル類群の$\ell$-rankについて (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-09.pdf,東京都立大学理学部,飯村 清明,"IIMURA,KIYOAKI"
10,On the Riesz Sums of Some Arithmetical Functions (P-Adic L-Functions and Algebraic Number Theory),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-10.pdf,九州大学理学部,金光 滋,"KANEMITSU,SHIGERU"
11,数の幾何学と類体論 (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-11.pdf,名古屋大学理学部,久保田 富雄,"KUBOTA,TOMIO"
12,Class Number Relations (P-Adic L-Functions and Algebraic Number Theory),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-12.pdf,東京大学教養学部,片岡 俊孝,"KATAOKA,TOSHITAKA"
13,例外領域上のTheta関数について (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-13.pdf,北海道大学理学部,長岡 昇勇,"NAGAOKA,SHOYU"
14,ガロア体の整数基について (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-14.pdf,東京大学教養学部,黒田 成信,"KURODA,SHIGENOBU"
15,Fourier Coefficients of Generalized Eisenstein Series of Degree Two (P-Adic L-Functions and Algebraic Number Theory),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-15.pdf,東京工業大学理学部,水本 信一郎,"MIZUMOTO,SHINICHIRO"
16,General Principal Ideal Theoremについて (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-16.pdf,名古屋大学教養部,三宅 克哉,"MIYAKE,KATSUYA"
17,カスプ形式の周期について (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-17.pdf,九州大学理学部,門寺 芳治,"KADOTERA,YOSHIJI"
18,Chowlaの定理について (P進L関数と代数体の整数論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-18.pdf,東京大学教養学部,藤崎 源二郎,"FUJISAKI,GENJIRO"
19,On Special Values of Zeta Functions Associated with a Self-Dual Cone (P-Adic L-Functions and Algebraic Number Theory),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0411-19.pdf,東北大学理学部,佐武 一郎,"SATAKE,ICHIRO"
