No.,title,link,Affiliation,Author in JPN,Author in ENG
1,離散型非線形可積分系とその応用(非線形可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-1.pdf,同志社大学工学部,,梶原 健司
2,パンルベ方程式の代数函数解について(非線形可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-2.pdf,北海道大学理学部,渡辺 文彦,"Watanabe, Humihiko"
3,ランダム行列と直交多項式の数理(非線形可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-3.pdf,大阪大学理学部,永尾 太郎,"Nagao, Taro"
4,The Solution of Toda Equation and Dimensional Functions,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-4.pdf,"Department of Mathematical Sciences, Univesity of Tokyo",,"TORII, Makoto"
5,加速法と離散型ソリトン方程式(非線形可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-5.pdf,"Department of Mathematical Sciences, University of Tokyo,Department of Mathematical Sciences, University of Tokyo","永井 敦,薩摩 順吉","NAGAI, Atsushi,SATSUMA, Junkichi"
6,連分数展開の収束の加速法と確率分布関数(非線形可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-6.pdf,名古屋商科大学経営情報学科,中山 功,"Nakayama, Isao"
7,On a Discrete Soliton Equation of Toda-type Related to a Cellular Automaton,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-7.pdf,"Department of Applied Mathematics and Informatics, Faculty of Science and Technology, Ryukoku University,Department of Applied Mathematics and Informatics, Faculty of Science and Technology, Ryukoku University",",","TAKAHASHI, Daisuke,MATSUKIDAIRA, Junta"
8,"MINOR SUMMATION FORMULA AND APPLICATIONS, DISCRETE FOURIER TRANSFORMS",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-8.pdf,"鳥取大学教育学部,九州大学数理学研究科","石川 雅雄,若山 正人","ISHIKAWA, MASAO,WAKAYAMA, MASATO"
9,非線形差分方程式の保存量(非線形可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-9.pdf,"早稲田大学理工学部,早稲田大学理工学部","辻本 諭,広田 良吾","Tsujimoto, S.,Hirota, R."
10,非線形格子における局在モード : 非線形性と空間不連続性および空間の次元について(非線形可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-10.pdf,群馬大学工学部,武野 正三,"Takeno, Shozo"
11,Bifurcation in a Generalized Frenkel Kontorova Model.,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-11.pdf,"Laboratoire de Physique, Ecole Normale Superieure de Lyon,Institute of Physics, Ukrainian Academy of Sciences",",","Peyrard, M.,Braun, O.M."
12,長波短波相互作用方程式のパンルベ特性と可積分性(非線形可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-12.pdf,大阪大学基礎工学研究科,吉永 隆夫,"Yoshinaga, Takao"
13,シフト演算子の対称式と差分法(非線形可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-13.pdf,富山県立大学工学部,石森 勇次,"Ishimori, Yuji"
14,Pole-free Conditions in Solvable Lattice Models and their relations to Determinant Representations of Fusion transfer matrices : Solution to a certain family of discrete Toda field equations,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-14.pdf,"Institut fur Theoretische Physik, Universitat zu Koln",,"Suzuki, Junji"
15,THE GENERALIZED TODA LATTICE EQUATION ON SEMISIMPLE LIE ALGEBRAS,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-15.pdf,"Department of Mathematics, The Ohio State University,Department of Mathematics, The Ohio State University",",","KODAMA, YUJI,YE, JIAN"
16,確率分布族と直交多項式の可積分変形 : モーメント問題とタウ関数のかかわり(非線形可積分系の応用数理),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0933-16.pdf,同志社大学,中村 佳正,"Nakamura, Yoshimasa"
