No.,title,link,Affiliation,Author in JPN,Author in ENG
1,中心アファイン幾何学にあらわれる曲面たち (部分多様体の微分幾何学およびその周辺領域の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-01.pdf,北海道大学理学研究院,古畑 仁,"FURUHATA,Hitoshi"
2,古典的統計多様体からのいくつかの拡張 (部分多様体の微分幾何学およびその周辺領域の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-02.pdf,名古屋工業大学工学研究科,松添 博,"Matsuzoe,Hiroshi"
3,定曲率ヘッセ多様体の分類 (部分多様体の微分幾何学およびその周辺領域の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-03.pdf,福岡大学理学部,黒瀬 俊,"Kurose,Takashi"
4,複素ユークリッド平面内のラグランジュ曲面の面積についての不等式 (部分多様体の微分幾何学およびその周辺領域の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-04.pdf,筑波大学数理物質科学研究科,守屋 克洋,"Moriya,Katsuhiro"
5,微分幾何学と特異点論 (部分多様体の微分幾何学およびその周辺領域の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-05.pdf,室蘭工業大学数理科学講座,高橋 雅朋,"Takahashi,Masatomo"
6,超曲面上の$A_k$型の特異点の判定法とその応用 (部分多様体の微分幾何学およびその周辺領域の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-06.pdf,大阪大学理学研究科,梅原 雅顕,"Umehara,Masaaki"
7,3次元双曲型空間における平坦曲面のエンドの漸近挙動 (部分多様体の微分幾何学およびその周辺領域の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-07.pdf,東京電機大学工学部,國分 雅敏,"Kokubu,Masatoshi"
8,2つのエンドをもつ極小曲面の全曲率について (部分多様体の微分幾何学およびその周辺領域の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-08.pdf,福岡教育大学,藤森 祥一,"Fujimori,Shoichi"
9,Symplectic構造の分解 (部分多様体の微分幾何学およびその周辺領域の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-09.pdf,"大阪市立大学数学研究所,大阪歯科大学数学教室","坊向 伸隆,野田 知宣","BOUMUKI,Nobutaka,NODA,Tomonori"
10,Stability of reflective orbits of cohomogeneity one actions on compact symmetric spaces (Differential Geometry of Submanifolds and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-10.pdf,東京理科大学理工学研究科,木村 太郎,"Kimura,Taro"
11,ON LAGRANGIAN SUBMANIFOLDS IN COMPLEX HYPERQUADRICS OBTAINED FROM ISOPARAMETRIC HYPERSURFACES (Differential Geometry of Submanifolds and Related Topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1623-11.pdf,大阪市立大学理学研究科,大仁田 義裕,"Ohnita,Yoshihiro"
