No.,title,link,Affiliation,Author in JPN,Author in ENG
1,"重確率行列の台と(0,1)-行列の定める複体について (情報科学の数学的理論)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-01.pdf,青山学院大学理工学部,岩堀 信子,"IWAHORI,NOBUKO"
2,"グラフG(X,Γ)の概念と連結行列A (情報科学の数学的理論)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-02.pdf,慶応義塾大学工学部,竹中 淑子,"TAKENAKA,YOSHIKO"
3,Hash Codingの理論と応用 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-03.pdf,電子技術総合研究所,古川 康一,"FURUKAWA,KOICHI"
4,Finite Automatonによる自己写像の最大不変集合について (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-04.pdf,京都大学理学部,高橋 英之,"TAKAHASHI,HIDEYUKI"
5,オートマトンの代数的理論 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-05.pdf,"東北大学電気通信研究所,東北大学電気通信研究所","増永 良文,野口 正一","MASUNAGA,YOSHIFUMI,NOGUCHI,SHOICHI"
6,Regular Permutation GroupとStrongly Connected AutomatonのAutomorphism Groupについて (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-06.pdf,早稲田大学理工学部,植村 憲治,"UEMURA,KENJI"
7,有限オートマトンの一般化 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-07.pdf,"東北大学工学部,東北大学電気通信研究所","高浪 五男,本多 波雄","TAKANAMI,ITSUO,HONDA,NAMIO"
8,ストカスティック言語について (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-08.pdf,"東北大学電気通信研究所,東北大学電気通信研究所","那須 正和,本多 波雄","NASU,MASAKAZU,HONDA,NAMIO"
9,String Controlled Grammar (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-09.pdf,"名古屋大学工学部,名古屋大学工学部,名古屋大学工学部","伊藤 英則,稲垣 康善,福村 晃夫","ITO,HIDENORI,INAGAKI,YASUYOSHI,FUKUMURA,TERUO"
10,言語空間における2つの測度 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-10.pdf,京都大学工学部,高岡 忠雄,"TAKAOKA,TADAO"
11,LanguageにおけるWordsのPermutationについて (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-11.pdf,静岡大学工学部,大芝 猛,"OSHIBA,TAKESHI"
12,General Indexed GrammarとMonitored Pushdown Stack Acceptor (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-12.pdf,京都大学数理解析研究所,西沢 輝泰,"NISHIZAWA,TERUYASU"
13,非同期回路理論の現状 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-13.pdf,早稲田大学理工学部,野口 広,"NOGUCHI,HIROSHI"
14,非同期回路の合成定理 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-14.pdf,早稲田大学理工学部,中村 剛,"NAKAMURA,TSUYOSHI"
15,連続的非同期式回路理論の諸問題 (情報科学の数学的理論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0123-15.pdf,東京工業大学理学部情報科学科,木村 泉,"KIMURA,IZUMI"
