No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Globally defined Mackey functorsについて (有限群のコホモロジー論の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-1.pdf,富山工業高等専門学校一般科目,小田 文仁,"Oda,Fumihito"
2,対称群の既約加群のrank variety (有限群のコホモロジー論の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-2.pdf,大阪大学理学研究科,宇野 勝博,"Uno,Katsuhiro"
3,IDEMPOTENT MODULES IN STABLE MODULE CATEGORIES (Cohomology theory of finite groups and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-3.pdf,埼玉大学教育学部,飛田 明彦,"Hida,Akihiko"
4,The Steenrod algebra and modular representations of finite general linear groups (Cohomology theory of finite groups and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-4.pdf,富山国際大学,亀子 正喜,"Kameko,Masaki"
5,Hochschild cohomology of orders (Cohomology theory of finite groups and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-5.pdf,東京理科大学理学部数学教室,眞田 克典,"Sanada,Katsunori"
6,2つのパラメーターを持つカルタン行列について (有限群のコホモロジー論の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-6.pdf,東京医科歯科大学教養部,清田 正夫,"Kiyota,Masao"
7,VARIETIES FOR MODULES OVER A BLOCK OF A FINITE GOURP I (Cohomology theory of finite groups and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-7.pdf,崇城大学工学部,河合 浩明,"Kawai,Hiroaki"
8,"""Knizhnik-Zamolodchikov微分方程式とDrinfel'd associator""への補遺 (有限群のコホモロジー論の研究)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-8.pdf,,島田 信夫,"Shimada,Nobuo"
9,二面体群へのコサイクルの個数について (有限群のコホモロジー論の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-9.pdf,"近畿大学理工学部,室蘭工業大学,愛媛大学理理学部","淺井 恒信,竹ヶ原 裕元,庭崎 隆","Asai,Tsunenobu,Takegahara,Yugen,Niwasaki,Takashi"
10,Coxeter群のある種の分解の構成 (有限群のコホモロジー論の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-10.pdf,,中村 得之,"Nakamura,Tokushi"
11,Grobner基底入門 (有限群のコホモロジー論の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-11.pdf,信州大学理学部,花木 章秀,"Hanaki,Akihide"
12,COMPUTATIONS OF CHOW RINGS AND THE MOD $p$ MOTIVIC COHOMOLOGY OF CLASSIFYING SPACES (Cohomology theory of finite groups and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-12.pdf,茨城大学教育学部,柳田 伸顕,"Yagita,Nobuaki"
13,Cohomology of infinite Coxeter groups (Cohomology theory of finite groups and related topics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-13.pdf,筑波大学数理物質科学研究科,保坂 哲也,"Hosaka,Tetsuya"
14,3×3有限射影線型群のコホモロジーについての注意 (有限群のコホモロジー論の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-14.pdf,琉球大学理学部,手塚 康誠,"Tezuka,Michishige"
15,群環の自明なソースをもつ加群とAuslander-Reiten列について (有限群のコホモロジー論の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1251-15.pdf,大阪市立大学理学部,河田 成人,"Kawata,Shigeto"
