No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Implementing Consistent Recovery in a Distributed Database System (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-01.pdf,Yokosuka Electrical Communication Laboratory,,"TAKAGI,AKIHIRO"
2,Use of Data Representation Mapping in Automatic Generation of Data Base Access Procedures (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-02.pdf,Electrotechnical Laboratory,,"FURUKAWA,KOICHI"
3,A Method for Synthesis of Data Base Access Programs (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-03.pdf,"Dept. of Information Science, Tokyo Institute of Technology",,"YONEZAWA,AKINORI"
4,Design of a View Support Subsystem of a Database System (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-04.pdf,"Research Institute of Electrical Communication, Tohoku University",,"MASUNAGA,YOSHIFUMI"
5,Information Space Model (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-05.pdf,"Graduate School of Information Engineering, Hokkaido University",,"TANAKA,YUZURU"
6,Interactive Debugging for Functional Recursive Programming (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-06.pdf,"Dept. of Administration Engineering, Faculty of Engineering, Keio University",,"NAGATA,MORIO"
7,DURAL : an Extended Prolog Language (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-07.pdf,"Musashino Electrical Communication Laboratory, Nippon Telegraph and Telephone Public Corporation",,"GOTO,SHIGEKI"
8,"モンテギュ理論をめぐって (ソフトウェア科学,工学における数理的方法)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-08.pdf,電子技術総合研究所,渕 一博,"FUCHI,KAZUHIRO"
9,Intensional Logic as a Basis of Algorithmic Logic (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-09.pdf,"International Institute for Advanced Study of Social Information Science (IIAS-SIS), Fujitsu Ltd.",,"SAWAMURA,HAJIME"
10,On the Knowledge-based Synthesis of Data Structure Manipulating Programs (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-10.pdf,"Computer Science Division, Electrotechnical Laboratory",,"MANO,NOBUOKI"
11,Multidimensional Systematic Sampling (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-11.pdf,The Institute of Physical and Chemical Research,,"SASAKI,TATEAKI"
12,An Exercise in Transforming Wijngaarden Grammars into Knuthian Grammars (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-12.pdf,"Department of Information Science, Tokyo Institute of Technology",,"TOKUDA,TAKEHIRO"
13,Notes on List Marking Algorithms Using Constant Workspace (Mathematical Methods in Software Science and Engineering : Second Conference),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-13.pdf,"Computer Science Division, Electrotechnical Laboratory",,"HASEGAWA,HIROSHI"
14,"自然言語処理のためのソフトウェア構造 (ソフトウェア科学,工学における数理的方法)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0396-14.pdf,"京都大学工学部,京都大学工学部","辻井 潤一,中村 順一","TSUJII,JUNICHI,NAKAMURA,JUNICHI"
