No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Remark on divergent multizeta series (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-1.pdf,Universite Pierre et Marie Curie,,"Monvel, L. Boutet de"
2,The Kramers-Fokker-Planck operator in the semiclassical limit (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-2.pdf,"CMLS, Ecole Polytechnique",,"Sjostrand, Johannes"
3,On the exact WKB analysis of microdifferential operators of WKB type (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-3.pdf,"近畿大学理工学部,京都大学数理解析研究所,京都大学理学研究科,京都大学数理解析研究所","青木  貴史,河合  隆裕,小池  達也,竹井  義次","Aoki, Takashi,Kawai, Takahiro,Koike, Tatsuya,Takei, Yoshitsugu"
4,Symbolic Structures on Corner Manifolds (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-4.pdf,"Univ. Potsdam,Univ. Potsdam,Univ. Potsdam",",,","Calvo, D.,Martin, C.-I.,Schulze, B.-W."
5,Wave Front Set for Solutions to Schrodinger Equations (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-5.pdf,東京大学数理科学研究科,中村  周,"Nakamura, Shu"
6,Propagation of microlocal solutions near a hyperbolic fixed point (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-6.pdf,東北大学理学研究科,藤家  雪朗,"Fujiie, Setsuro"
7,REGULARITY OF $\mathcal{D}$-MODULES ASSOCIATED TO A SYMMETRIC PAIR : A CONJECTURE BY SEKIGUCHI (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-7.pdf,"CNRS, Grenoble",,"Laurent, Yves"
8,The microlocal Riemann-Hilbert problem on a complex contact manifold (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-8.pdf,"Laboratoire J.A. Dieudonnee, Universite de Nice Sophia-Antipolis",,"Waschkies, Ingo"
9,On the complete description of the Stokes geometry for the first Painleve hierarchy (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-9.pdf,"京都大学数理解析研究所,京都大学理学研究科,京都大学数理解析研究所,京都大学数理解析研究所","河合  隆裕,小池  達也,西川  享宏,竹井  義次","Kawai, Takahiro,Koike, Tatsuya,Nishikawa, Yukihiro,Takei, Yoshitsugu"
10,On the Singularities of Solutions of Nonlinear Partial Differential Equations in the Complex Domain (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-10.pdf,上智大学理工学部,田原  秀敏,"Tahara, Hidetoshi"
11,DECAY AND REGULARITY FOR DISPERSIVE EQUATIONS WITH NON-POLYNOMIAL SYMBOLS (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-11.pdf,",大阪大学理学研究科",",杉本  充","Ruzhansky, Michael,Sugimoto, Mitsuru"
12,ALGEBROID STACKS AND WKB OPERATORS (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-12.pdf,"Universita di Padova, Dipartimento di Matematica Pura ed Applicata,Universita di Padova, Dipartimento di Matematica Pura ed Applicata",",","D'Agnolo, Andrea,Polesello, Pietro"
13,Asymptotic Analysis of Confluent Hypergeometric Partial Differential Equations in Many Variables (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-13.pdf,お茶の水女子大学理学部,真島  秀行,"Majima, Hideyuki"
14,Algebraic description of D-modules associated to 3×3 Matrices (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-14.pdf,"Institute of Mathematics, University of Tsukuba",,"Nang, Philibert"
15,EXISTENCE OF BERNSTEIN-SATO POLYNOMIALS BY USING THE ANALYTIC GROBNER FAN (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-15.pdf,"Department of Mathematics, Faculty of Science, Kobe University",,"Bahloul, Rouchdi"
16,On the kernel theorem in hyperfunctions (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-16.pdf,",千葉大学理学部",",岡田  靖則","Liess, Otto,Okada, Yasunori"
17,Announcement of the Toulouse Project (Part 2) (Microlocal Analysis and Asymptotic Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1397-17.pdf,"京都大学数理解析研究所,京都大学数理解析研究所","河合  隆裕,竹井  義次","Kawai, Takahiro,Takei, Yoshitsugu"
