No.,title,link,Affiliation,Author in JPN,Author in ENG
1,デファイナブリー固有作用の軌道型の有限性について (新しい変換群論の幾何),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-01.pdf,和歌山大学教育学部数学教室,川上 智博,"Kawakami,Tomohiro"
2,On certain line degenerated torus curves and their dual curves (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-02.pdf,東京理科大学理学研究科,川島 正行,"Kawashima,Masayuki"
3,ON THE $V$-TRANSVERSALITY CONSTRUCTION OF EQUIVARIANT FRAMED MAPS (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-03.pdf,岡山大学自然科学研究科,森本 雅治,"Morimoto,Masaharu"
4,AN ESTIMATE OF THE ISOVARIANT BORSUK-ULAM CONSTANT (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-04.pdf,京都府立医科大学,長崎 生光,"Nagasaki,Ikumitsu"
5,代数群のコホモロジーとSullivanの極小モデル (新しい変換群論の幾何),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-05.pdf,東京工業大学大学院理工学研究科数学専攻,糟谷 久矢,"Kasuya,Hisashi"
6,Some mathematical aspects of topological materials (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-06.pdf,名古屋工業大学,南 範彦,"Minami,Norihiko"
7,一般のリー型のピーターソン多様体の同変コホモロジー環 (新しい変換群論の幾何),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-07.pdf,"マクマスター大学,大阪市立大学大学院理学研究科・日本学術振興会特別研究員DC,大阪市立大学理学研究科","原田 芽ぐみ,堀口 達也,枡田 幹也","Harada,Megumi,Horiguchi,Tatsuya,Masuda,Mikiya"
8,TORUS MANIFOLDS AND FACE RINGS OF BUCHSBAUM POSETS (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-08.pdf,大阪市立大学理学研究科,,"Ayzenberg,Anton"
9,A remark on torus graph with root systems of type A (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-09.pdf,東京大学大学院数理科学研究科,黒木 慎太郎,"Kuroki,Shintaro"
10,ルート系と graph associahedrons の facet vectors との関係について (新しい変換群論の幾何),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-10.pdf,大阪市立大学理学研究科,畑中 美帆,"Hatanaka,Miho"
11,Box complexes and Kronecker double coverings (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-11.pdf,東京大学大学院数理科学研究科,松下 尚弘,"Matsushita,Takahiro"
12,On the finite space with a finite group action (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-12.pdf,獨協医科大学基本医学基盤教育部門,藤田 亮介,"Fujita,Ryousuke"
13,グラフの彩色数の変種とグラフから定まる複体の位相 (新しい変換群論の幾何),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-13.pdf,大阪大学大学院理学研究科,原 靖浩,"Hara,Yasuhiro"
14,非特異な扇と閉曲面の三角形分割 (新しい変換群論の幾何),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-14.pdf,大阪市立大学大学院理学研究科・日本学術振興会特別研究員(DC1),須山 雄介,"Suyama,Yusuke"
15,弱順序極小構造上での定義可能な関数について (新しい変換群論の幾何),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-15.pdf,近畿大学工学部,田中 広志,"Tanaka,Hiroshi"
16,位相的トーリック多様体上の直線束の切断のなす空間に関して (新しい変換群論の幾何),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-16.pdf,大阪市立大学大学院理学研究科数物系専攻,鍬田 英也,"Kuwata,Hideya"
17,On orientations of fixed point sets of spin structure preserving involutions on manifolds (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-17.pdf,摂南大学学習支援センター,永見 誠二,"Nagami,Seiji"
18,On the Andreadakis conjecture of the automorphism groups of free groups (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-18.pdf,東京理科大学理学部第二部数学科,佐藤 隆夫,"Satoh,Takao"
19,Note on the space of polynomials with roots of bounded multiplicity (New topics of transformation groups),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1968-19.pdf,電気通信大学情報理工学研究科,山口 耕平,"Yamaguchi,Kohhei"
