No.,title,link,Affiliation,Author in JPN,Author in ENG
1,因子分析における数値実験 : 収束の一意性について (統計的多変量解析の研究報告集 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0060-01.pdf,芝浦工業大学,福富 和夫,"FUKUTOMI,KAZUO"
2,On the Centroid Method in Factor Analysis (統計的多変量解析の研究報告集 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0060-02.pdf,島根大学文理学部,麻生 泰弘,"ASOO,YASUHIRO"
3,因子分析における問題点 (統計的多変量解析の研究報告集 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0060-03.pdf,東京理科大学,津村 善郎,"TSUMURA,YOSHIRO"
4,多変量層別について (統計的多変量解析の研究報告集 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0060-04.pdf,"大阪大学基礎工学部,統計数理研究所","石井 恵一,多賀 保志","ISHII,KEIICHI,TAGA,YASUSHI"
5,多変量解析での点予測の良さ (統計的多変量解析の研究報告集 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0060-05.pdf,大阪市立大学商学部,石井 吾郎,"ISHII,GORO"
6,Some Distribution-Free Multivariate Comparison Procedures (統計的多変量解析の研究報告集 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0060-06.pdf,九州芸術工科大学,田村 亮二,"TAMURA,RYOJI"
7,On the Robustness of Some Multivariate Test Procedures (統計的多変量解析の研究報告集 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0060-07.pdf,南山大学経済学部,伊藤 孝一,"ITO,KOICHI"
8,固有根の分布について : 複素数の場合 (統計的多変量解析の研究報告集 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0060-08.pdf,統計数理研究所,早川 毅,"HAYAKAWA,TAKESHI"
9,共分散行列の固有根と固有ベクトルの検定について (統計的多変量解析の研究報告集 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0060-09.pdf,広島大学理学部,長尾 寿夫,"NAGAO,HISAO"
10,Asymptotic Expansions of the Distributions of Some Statistics in Multivariate Analysis (統計的多変量解析の研究報告集 II),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0060-10.pdf,広島大学理学部,藤越 康祝,"FUJIKOSHI,YASUNORI"
