No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Gauge theory on a punctured two-torus (Dynamical Systems and Differential Geometry),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-1.pdf,"京都大学情報学研究科数理工学専攻,京都大学情報学研究科数理工学専攻","岩井  敏洋,薮  義郎","Iwai, Toshihiro,Yabu, Yoshiro"
2,スケーリング変換のヤコビアンの正則化 (力学系と微分幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-2.pdf,,浅田  明,"Asada, Akira"
3,Contact Weyl manifoldにおける指数定理とrepresentable K-theory (力学系と微分幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-3.pdf,慶應義塾大学経済学部日吉数学研究室,宮崎  直哉,"Miyazaki, Naoya"
4,リウヴィル曲面のカットローカス (力学系と微分幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-4.pdf,"熊本大学教育学部,岡山大学理学部","伊藤  仁一,清原  一吉","Itoh, Jin-ichi,Kiyohara, Kazuyoshi"
5,幾何学的一階微分作用素と不変式 (力学系と微分幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-5.pdf,東京理科大学理工学部,本間  泰史,"Homma, Yasushi"
6,Explicit form of the evolution operator for the Tavis-Cummings model and quantum diagonalization method (Dynamical Systems and Differential Geometry),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-6.pdf,早稲田大学理工学部,鈴木  達夫,"Suzuki, Tatsuo"
7,Yang-Mills方程式のハミルトン形式 (力学系と微分幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-7.pdf,早稲田大学理工学部,郡  敏昭,"Kori, Tosiaki"
8,Cavity QED and Quantum Computation in the Weak Coupling Regime (Dynamical Systems and Differential Geometry),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-8.pdf,"横浜市立大学総合理学研究科数理科学教室,横浜市立大学総合理学研究科数理科学教室,横浜市立大学総合理学研究科数理科学教室,横浜市立大学総合理学研究科数理科学教室","藤井  一幸,東田  杏子,加藤  良輔,和田  由佳子","Fujii, Kazuyuki,Higashida, Kyoko,Kato, Ryosuke,Wada, Yukako"
9,Cartan分解を用いた量子アルゴリズムの時間最適化 : 理論と実験 (力学系と微分幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-9.pdf,近畿大学理工学部,中原  幹夫,"Nakahara, Mikio"
10,等質空間における等ホロノミー問題の解 (力学系と微分幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-10.pdf,大阪市立大学工学研究科,谷村  省吾,"Tanimura, Shogo"
11,シンプレクティックマップにおける共鳴島構造の摂動論による抽出 (力学系と微分幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-11.pdf,京都大学情報学研究科,後藤  振一郎,"Goto, Shin-itiro"
12,ディラック構造と陰的なハミルトン形式,,早稲田大学理工学部,吉村  浩明,"Yoshimura, Hiroaki"
13,ベクトルバンドルの一般化切断の超準表現について (力学系と微分幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-13.pdf,静岡大学工学部,明山  浩,"Akiyama, Hiroshi"
14,4次元Walker計量の幾何学的性質 (力学系と微分幾何学),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-14.pdf,大阪府立工業高等専門学校,片山  登揚,"Katayama, Noriaki"
15,Stratified Reduction of Classical Many-body Systems with Symmetry (Dynamical Systems and Differential Geometry),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1408-15.pdf,"京都大学情報学研究科,京都大学情報学研究科","岩井  敏洋,山岡  英孝","Iwai, Toshihiro,Yamaoka, Hidetaka"
