No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Multiplicative $\eta$-productsについて(群論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-01.pdf,東京大学教養学部,近藤 武,"Kondo, Takeshi"
2,On the 2-local structure of groups of characteristic 2 type(Group Theory),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-02.pdf,"Department of Mathematics, College of Arts and Sciences, University of Tokyo",五味 健作,"Gomi, Kensaku"
3,A Remark on Finite Groups Having a Split BN-pair of Rank One with Characteristic Two(Group Theory),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-03.pdf,,鈴木 通夫,"Suzuki, Michio"
4,複素Leech格子と散在型鈴木単純群の 2-local geometry(群論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-04.pdf,東京大学理学部,吉荒 聡,"Yoshiara, Satoshi"
5,有限群の表現論におけるAuslander-Reiten理論(群論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-05.pdf,大阪大学理学部,宇野 勝博,"Uno, Katsuhiro"
6,Solid torus の中のリンクと Affine Weyl群の Hecke環(群論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-06.pdf,大阪大学理学部,村上 順,"Murakami, Jun"
7,"組合せ論とLie環論のある種の関係 : R.P. Stanley, R.A. Proctorらの最近の結果の紹介(群論)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-07.pdf,"東京大学理学部,東京大学理学部,東京大学理学部","岩堀 長慶,中邨 博之,岡田 聰一","Iwahori, Nagayoshi,Nakamura, Hiroyuki,Okada, Soichi"
8,群論と代数的数論(群論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-08.pdf,名古屋大学教養学部,三宅 克哉,"Miyake, Katsuya"
9,Twisting作用素について(群論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-09.pdf,奈良教育大学,浅井 照明,"Asai, Teruaki"
10,Mackey functor と G-functor再論(群論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-10.pdf,北海道大学理学部,吉田 知行,"Yoshida, Tomoyuki"
11,Witt group and nilpotent group of odd order(Group Theory),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-11.pdf,愛媛大学理学部,宮本 雅彦,"Miyamoto, Masahiko"
12,Defect群の normal subgroup とイデアルについて(群論),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0580-12.pdf,北海道大学理学部,池田 正,"Ikeda, Tadashi"
