No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Wishart行列の固有ベクトルの分布の漸近展開 (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-01.pdf,広島大学理学部,杉浦 成昭,"SUGIURA,NARIAKI"
2,多変量解析におけるある種の検定統計量の漸近展開 (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-02.pdf,神戸大学教養部,藤越 康祝,"FUJIKOSHI,YASUNORI"
3,近親婚の死亡率におよぼす影響 (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-03.pdf,"九州大学理学部,南山大学","工藤 昭夫,伊藤 孝一","KUDO,AKIO,ITO,KOICHI"
4,直交群およびユニタリー群上のInvariant Measureに関するある表現について (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-04.pdf,広島大学理学部,小西 貞則,"KONISHI,SADANORI"
5,Asymptotic Expansions for the Joint and Marginal Distributions of the Latent Roots of the Covariance Matrix (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-05.pdf,Yale大学,筑瀬 靖子,"CHIKUSE,YASUKO"
6,複合仮説に対する尤度比規準の漸近分布について (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-06.pdf,統計数理研究所,早川 毅,"HAYAKAWA,TAKESHI"
7,共分散行列に関するいくつかの検定の性質 (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-07.pdf,熊本大学教養部,長尾 寿夫,"NAGAO,HISAO"
8,On Generalized Coefficient of Determination (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-08.pdf,東京大学医学部,柳井 晴夫,"YANAI,HARUO"
9,星座グラフによる多次元データの表記とその応用 (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-09.pdf,岡山大学教養部,脇本 和昌,"WAKIMOTO,KAZUMASA"
10,Slippage ProblemにおけるRank Testsについて (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-10.pdf,"九州大学理学部,九州大学理学部,九州大学理学部","垣内 逸郎,木村 美善,柳川 堯","KAKIUCHI,ITSURO,KIMURA,MIYOSHI,YANAGAWA,TAKASHI"
11,最小次元解析の課題 (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-11.pdf,青山学院大学文学部,丸山 久美子,"MARUYAMA,KUMIKO"
12,統計的判別法について (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-12.pdf,"静岡大学工学部,静岡大学工学部,大阪大学教養部","多賀 保志,西 晃央,石井 恵一","TAGA,YASUSHI,NISHI,AKIHIRO,ISHII,KEIICHI"
13,多変量解析における変数の選択について (多変量統計解析),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0231-13.pdf,岡山大学工学部,大崎 紘一,"OSAKI,HIROKAZU"
