No.,title,link,Affiliation,Author in JPN,Author in ENG
1,ネットワーク構造を持つシステムの安定性に対する情報論的解析:ある種の種間競争システムに対する一考察,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-01.pdf,"千葉大学,千葉大学","中村 秀貴,平田 廣則","Nakamura, Hideki,Hirata, Hironori"
2,種間競争と配偶者選択と突然変異による種の形成と分化のモデル,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-02.pdf,"大阪大学基礎工学部,大阪大学基礎工学部","倉田 耕治,喜多村 和郎","Kurata, Koji,Kitamura, Kazuo"
3,互助的相互作用による進化の確率モデル,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-03.pdf,"九州歯科大学数学教室,九州工業大学情報科学センター","飯塚 勝,竹生 政資","Iizuka, Masaru,Takefu, Masasuke"
4,Walsh変換の集団遺伝学への応用,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-04.pdf,東京大学工学部計数工学科,,松本 啓史
5,Kramers-Moyal 展開と推移行列モデルの関係について,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-05.pdf,"北海道東海大学国際文化学部,東京都立大学理学部","高田 壮則,原 登志彦","Takada, Takenori,Hara, Toshihiko"
6,情報量を導入したニューラルネットワークBP学習法,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-06.pdf,"千葉大学,千葉大学","宇野 達也,平田 廣則","Uno, Tatsuya,Hirata, Hironori"
7,資源獲得競争による昆虫の孵化および蛹化のESSタイミング,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-07.pdf,九州大学理学部生物学科,江副 日出夫,"Ezoe, Hideo"
8,A Mathematical Model for a New Kind of Drug Administration by using R.B.C.(Mathematical Topics in Biology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-08.pdf,"Istituto di Biomatematica, Universita di Urbino,Istituto di Biomatematica, Universita di Urbino,Department of Applied Mathematics, Shizuoka University",",,","BERETTA, E.,SOLIMANO, F.,TAKEUCHI, Y."
9,Global behavior of epidemics models in age-structured populations(Mathematical Topics in Biology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-09.pdf,"UFR MI2S, University of Bordeaux II",,"LANGLAIS, Michel"
10,HIV/AIDS感染のInvasion Problem: Part II : Pair Formation and Variable Infectivity,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-10.pdf,厚生省人口問題研究所,稲葉 寿,"INABA, Hisashi"
11,Traveling wave solutions in an epidemic model(Mathematical Topics in Biology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-11.pdf,"Department of Mathematics, Kyoto Sangyo University,Department of Information and Communication Science, Kyoto Sangyo University","イリヤス ビラール,細野 雄三","ILYAS, Bilal,HOSONO, Yuzo"
12,非線形ダイナミックスとしての生物リズムの数理:結合振動子の周辺,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-12.pdf,龍谷大学理工学部,森田 義久,"Morita, Yoshihisa"
13,遅れをもつロトカーヴォルテラシステム,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-13.pdf,"静岡大学工学部応用数学教室,静岡大学工学部応用数学教室","陸 征一,竹内 康博","LU, Zhengyi,TAKEUCHI, Yasuhiro"
14,ベーツ氏擬態のPopulation Dynamics,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-14.pdf,九州大学理学部生物学科,山内 淳,"Yamauchi, Atsushi"
15,Predator-prey 確率モデルにおけるパラメーターの統計的推定について,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-15.pdf,"金沢大学教養部,金沢大学教養部","嶋田 司,藤曲 哲郎","Shimada, Tsukasa,Fujimagari, Tetsurou"
16,種苗放流による天然水産資源への遺伝的影響,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-16.pdf,"東京水産大学,東京水産大学",",","横田 賢史,渡邊 精一"
17,Cyclic Advantage Hypothesis for the Species Replacement of Pelagic Fishes.(Mathematical Topics in Biology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-17.pdf,"九州大学理学部,北海道区水産研究所,静岡大学工学部","松田 裕之,和田 時夫,竹内 康博{他}","Matsuda, Hiroyuki,Wada, Tokio,Takeuchi, Yasuhiro"
18,力学モデルによる魚の行動解析:回遊および索餌に対する群れ形成の適応性,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-18.pdf,農林水産省水産工学研究所,丹羽 洋智,"NIWA, Hiro-Sato"
19,4次元世界の動物の形を考える,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-19.pdf,鐘紡ガン研究所,,本多 久夫
20,2次元反応拡散方程式の空間位相同調とその紋様形成への応用,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-20.pdf,"大阪大学文学部,大阪大学基礎工学部","小川 育男,倉田 耕治","Ogawa, Ikuo,Kurata, Koji"
21,代謝ダイナミクスと細胞インテリジェンス,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-21.pdf,名古屋大学人間情報学研究科,上田 哲男,"Ueda, Tetsuo"
22,Some Mathematical Considerations on Parent-Offspring Conflict Phenomenon(Mathematical Topics in Biology),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/0870-22.pdf,"広島大学理学部,広島大学理学部","瀬野 裕美,徳田 博樹","SENO, Hiromi,TOKUDA, Hiroki"
